position,lastWeek,title,artist,label
1,1,SIDE SADDLE,RUSS CONWAY,COLUMBIA
2,2,SMOKE GETS IN YOUR EYES,PLATTERS,MERCURY
3,3,IT DOESN'T MATTER ANYMORE,BUDDY HOLLY,CORAL
4,5,MY HAPPINESS,CONNIE FRANCIS,MGM
5,6,PETITE FLEUR,CHRIS BARBER'S JAZZ BAND,PYE NIXA
6,4,AS I LOVE YOU,SHIRLEY BASSEY,PHILIPS
7,7,STAGGER LEE,LLOYD PRICE,HMV
8,9,GIGI,BILLY ECKSTINE,MERCURY
9,8,A PUB WITH NO BEER,SLIM DUSTY,COLUMBIA
10,15,DONNA,MARTY WILDE,PHILIPS
11,11,LITTLE DRUMMER BOY,BEVERLEY SISTERS,DECCA
12,10,TOMBOY,PERRY COMO,RCA
13,16,CHARLIE BROWN,COASTERS,LONDON
14,17,C'MON EVERYBODY,EDDIE COCHRAN,LONDON
15,12,SING LITTLE BIRDIE,PEARL CARR AND TEDDY JOHNSON,COLUMBIA
16,13,WAIT FOR ME/WILLINGLY,MALCOLM VAUGHAN,HMV
17,20,BY THE LIGHT OF THE SILVERY MOON,LITTLE RICHARD,LONDON
18,22,MAYBE TOMORROW,BILLY FURY,DECCA
19,14,DOES YOUR CHEWING GUM LOSE ITS FLAVOUR (ON THE BEDPOST OVERNIGHT),LONNIE DONEGAN,PYE
20,18,(ALL OF A SUDDEN) MY HEART SINGS,PAUL ANKA,COLUMBIA
21,New,WITH THE WIND AND THE RAIN IN YOUR HAIR,PAT BOONE,LONDON
22,New,THE ALL AMERICAN BOY,BILL PARSONS,LONDON
23,19,KISS ME HONEY HONEY KISS ME,SHIRLEY BASSEY,PHILIPS
24,21,ONE NIGHT/I GOT STUNG,ELVIS PRESLEY,RCA
25,New,FRENCH FOREIGN LEGION,FRANK SINATRA,CAPITOL
26,New,EARLY TO BED,PONI-TAILS,HMV
27,27,PROBLEMS,THE EVERLY BROTHERS,LONDON
28,29,MANHATTAN SPIRITUAL,REG OWEN,PYE INTERNATIONAL
29,30,BABY FACE,LITTLE RICHARD,LONDON
30,23,THE WONDERFUL SECRET OF LOVE,ROBERT EARL,PHILIPS
