position,lastWeek,title,artist,label
1,New,"BOOM,BOOM,BOOM,BOOM!!",VENGABOYS,POSITIVA
2,1,BRING IT ALL BACK,S CLUB 7,POLYDOR
3,New,SOMETIMES,BRITNEY SPEARS,JIVE
4,2,BEAUTIFUL STRANGER,MADONNA,MAVERICK
5,New,I BREATHE AGAIN,ADAM RICKITT,POLYDOR
6,4,THAT DON'T IMPRESS ME MUCH,SHANIA TWAIN,MERCURY
7,3,EVERYBODY'S FREE (TO WEAR SUNSCREEN),BAZ LUHRMANN,EMI
8,5,SWEET LIKE CHOCOLATE,SHANKS & BIGFOOT,PEPPER
9,New,TEARIN' UP MY HEART,NSYNC,NORTHWESTSIDE
10,6,HEY BOY HEY GIRL,CHEMICAL BROTHERS,VIRGIN
11,7,DOODAH!,CARTOONS,EMI
12,8,I WANT IT THAT WAY,BACKSTREET BOYS,JIVE
13,New,PINK,AEROSMITH,COLUMBIA
14,10,KISS ME,SIXPENCE NONE THE RICHER,ELEKTRA
15,11,FROM THE HEART,ANOTHER LEVEL,NORTHWESTSIDE
16,New,MY OWN WORST ENEMY,LIT,RCA
17,9,OOH LA LA,WISEGUYS,WALL OF SOUND
18,13,SALTWATER,CHICANE FT MAIRE BRENNAN,XTRAVAGANZA
19,New,INSANE IN THE BRAIN,JASON NEVINS VS CYPRESS HILL,INCREDIBLE
20,12,ALL OR NOTHING,CHER,WEA
21,14,CANNED HEAT,JAMIROQUAI,SONY S2
22,16,NO SCRUBS,TLC,LAFACE
23,New,ROCK IS DEAD,MARILYN MANSON,MAVERICK
24,New,CREAM,BLANK & JONES,DEVIANT
25,15,ALMOST DOESN'T COUNT,BRANDY,ATLANTIC
26,18,SCAR TISSUE,RED HOT CHILI PEPPERS,WARNER BROS
27,17,LOOK AT ME,GERI HALLIWELL,EMI
28,22,EVERY MORNING,SUGAR RAY,ATLANTIC
29,19,YOU NEEDED ME,BOYZONE,POLYDOR
30,25,YOU GET WHAT YOU GIVE,NEW RADICALS,MCA
,,,,
31,27,BABY 1 MORE TIME,BRITNEY SPEARS,JIVE
32,23,TURN AROUND,PHATS & SMALL,MULTIPLY
33,21,SAY IT AGAIN,PRECIOUS,EMI
34,20,EVERYTIME,TATYANA ALI,EPIC
35,26,PUMPING ON YOUR STEREO,SUPERGRASS,PARLOPHONE
36,New,UNTIL YOU LOVED ME,MOFFATTS,CHRYSALIS
37,28,NOMANSLAND (DAVID'S SONG),DJ SAKIN & FRIENDS,POSITIVA
38,New,DOWN SO LONG,JEWEL,ATLANTIC
39,New,RACE FOR THE PRIZE,FLAMING LIPS,WARNER BROS
40,29,I QUIT,HEPBURN,COLUMBIA
41,30,PICK A PART THAT'S NEW,STEREOPHONICS,V2
42,34,THANK ABBA FOR THE MUSIC,VARIOUS ARTISTS,EPIC
43,38,PERFECT MOMENT,MARTINE MCCUTCHEON,INNOCENT
44,New,COMEDY,SHACK,LONDON
45,32,DISCO DOWN,SHED SEVEN,POLYDOR
46,31,21ST CENTURY GIRLS,21ST CENTURY GIRLS,EMI
47,55,9PM (TILL I COME) (GERMAN IMPORT),ATB,CLUB TOOLS
48,39,SWEAR IT AGAIN,WESTLIFE,RCA
49,35,RED ALERT,BASEMENT JAXX,XL RECORDINGS
50,New,ABOUT 3AM,DARK STAR,HARVEST
51,24,ALL IS FULL OF LOVE,BJORK,ONE LITTLE INDIAN
52,45,CLOUD NUMBER 9,BRYAN ADAMS,MERCURY/A&M
53,New,METAFORCE,ART OF NOISE,ZTT
54,40,LIZARD (GONNA GET YOU),MAURO PICOTTO,VC RECORDINGS
55,52,RIGHT HERE RIGHT NOW,FATBOY SLIM,SKINT
56,50,LIFT IT HIGH (ALL ABOUT BELIEF),1999 MANCHESTER UNITED SQUAD,MUSIC COLLECTION
57,41,HATE ME NOW,NAS FT PUFF DADDY,COLUMBIA
58,42,WITCH DOCTOR,CARTOONS,EMI
59,43,INSOMNIA,FEEDER,ECHO
60,46,I KNOW MY LOVE,CHIEFTANS FT THE CORRS,RCA VICTOR
,,,,
61,54,IN OUR LIFETIME,TEXAS,MERCURY
62,53,NOTHING IS REAL BUT THE GIRL,BLONDIE,RCA/BEYOND
63,New,FINER,NIGHTMARES ON WAX,WARP
64,57,BIG LOVE,PETE HELLER,ESSENTIAL RECORDINGS
65,36,GET INVOLVED,RAPHAEL SAADIQ & Q-TIP,HOLLYWOOD
66,44,DRIFTWOOD,TRAVIS,INDEPENDIENTE
67,47,YOU LOOK SO FINE,GARBAGE,MUSHROOM
68,37,IT'S A GIRL THING,MY LIFE STORY,IT
69,59,WHY DON'T YOU GET A JOB?,OFFSPRING,COLUMBIA
70,51,FLAT BEAT,MR. OIZO,F COMMUNICATIONS
71,65,PRIVATE NUMBER,911,VIRGIN
72,33,MORE LOVE,NEXT OF KIN,UNIVERSAL
73,New,UNO,MUSE,MUSHROOM
74,94,HONEY TO THE BEE,BILLIE,INNOCENT
75,70,BETTER BEST FORGOTTEN,STEPS,JIVE
76,63,9PM (TILL I COME) (AUSTRALIAN IMPORT),ATB,DANCENET
77,New,PRINCES AND PRINCESSES,CAY,EAST WEST
78,New,THE JAG,MICRONAUTS,SCIENCE
79,New,ECHO,KRISTIN HERSH,4AD
80,90,I STILL BELIEVE,MARIAH CAREY,COLUMBIA
81,87,MARIA,BLONDIE,BEYOND MUSIC
82,48,LOBSTER & SCRIMP,TIMBALAND FT JAY-Z,VIRGIN
83,New,SAMSARA,DAVE HOLMES,TIDY TRAX
84,Re,TENDER,BLUR,FOOD
85,Re,STRONG,ROBBIE WILLIAMS,CHRYSALIS
86,New,THE MISSING SUITCASE,HERBALISER,NINJA TUNE
87,New,IF I HAD A HAMMER,HANDY ANDY,PLAZA
88,New,IT'S ALL YOU,SEBADOH,DOMINO RECORDINGS
89,61,WHERE'S JACK THE RIPPER,GROOVERIDER,HIGHER GROUND
90,58,IF YOU REALLY WANNA KNOW,MARC DORSEY,JIVE
,,,,
