position,lastWeek,title,artist,label
1,1,I'M A BELIEVER,THE MONKEES,RCA
2,3,MATTHEW AND SON,CAT STEVENS,DERAM
3,2,NIGHT OF FEAR,THE MOVE,DERAM
4,7,LET'S SPEND THE NIGHT TOGETHER,THE ROLLING STONES,DECCA
5,4,GREEN GREEN GRASS OF HOME,TOM JONES,DECCA
6,9,HEY JOE,JIMI HENDRIX,POLYDOR
7,17,I'VE BEEN A BAD BAD BOY,PAUL JONES,HMV
8,6,STANDING IN THE SHADOWS OF LOVE,THE FOUR TOPS,TAMLA MOTOWN
9,5,HAPPY JACK,THE WHO,REACTION
10,8,MORNINGTOWN RIDE,SEEKERS,COLUMBIA
11,15,"PAMELA, PAMELA",WAYNE FONTANA,FONTANA
12,11,I FEEL FREE,CREAM,REACTION
13,12,SITTING IN THE PARK,GEORGIE FAME,COLUMBIA
14,22,SUGAR TOWN,NANCY SINATRA,REPRISE
15,19,SINGLE GIRL,SANDY POSEY,MGM
16,10,IN THE COUNTRY,CLIFF RICHARD AND THE SHADOWS,COLUMBIA
17,30,SNOOPY VERSUS THE RED BARON,ROYAL GUARDSMEN,STATESIDE
18,32,LET ME CRY ON YOUR SHOULDER,KEN DODD,COLUMBIA
19,34,I'M A MAN,SPENCER DAVIS GROUP,FONTANA
20,13,ANYWAY THAT YOU WANT ME,TROGGS,PAGE ONE
21,29,YOU ONLY YOU,RITA PAVONE,RCA
22,16,SAVE ME,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",FONTANA
23,39,RELEASE ME,ENGELBERT HUMPERDINCK,DECCA
24,New,I WON'T COME IN WHILE HE'S THERE,JIM REEVES,RCA
25,14,SUNSHINE SUPERMAN,DONOVAN,PYE
26,38,98.6,KEITH,MERCURY
27,18,WHAT WOULD I BE,VAL DOONICAN,DECCA
28,27,HEART,RITA PAVONE,RCA
29,49,IT TAKES TWO,MARVIN GAYE AND KIM WESTON,TAMLA MOTOWN
30,25,CALL HER YOUR SWEETHEART,FRANK IFIELD,COLUMBIA
,,,,
31,26,NASHVILLE CATS,LOVIN' SPOONFUL,KAMA SUTRA
32,47,PEEK-A-BOO,NEW VAUDEVILLE BAND,FONTANA
33,45,LAST TRAIN TO CLARKSVILLE,THE MONKEES,RCA
34,New,HERE COMES MY BABY,THE TREMELOES,CBS
35,21,(I KNOW) I'M LOSING YOU,THE TEMPTATIONS,TAMLA MOTOWN
36,23,A PLACE IN THE SUN,STEVIE WONDER,TAMLA MOTOWN
37,24,YOU KEEP ME HANGIN' ON,THE SUPREMES,TAMLA MOTOWN
38,20,DEAD END STREET,THE KINKS,PYE
39,37,TELL IT TO THE RAIN,THE FOUR SEASONS,PHILIPS
40,33,DISTANT DRUMS,JIM REEVES,RCA
41,43,RUN TO THE DOOR,CLINTON FORD,PICCADILLY
42,28,WHAT BECOMES OF THE BROKENHEARTED,JIMMY RUFFIN,TAMLA MOTOWN
43,New,THIS IS MY SONG,PETULA CLARK,PYE
44,31,FRIDAY ON MY MIND,EASYBEATS,UNITED ARTISTS
45,New,DRINK UP THY ZIDER,ADGE CUTLER AND THE WURZELS,COLUMBIA
46,50,TRY A LITTLE TENDERNESS,OTIS REDDING,ATLANTIC
47,New,MICHAEL,GENO WASHINGTON,PICCADILLY
48,New,THE BEAT GOES ON,SONNY AND CHER,ATLANTIC
49,New,BABY WHAT I MEAN,THE DRIFTERS,ATLANTIC
50,New,KNOCK ON WOOD,EDDIE FLOYD,ATLANTIC
