position,lastWeek,title,artist,label
1,1,WHEN A CHILD IS BORN,JOHNNY MATHIS,CBS
2,2,UNDER THE MOON OF LOVE,SHOWADDYWADDY,BELL
3,3,"MONEY, MONEY, MONEY",ABBA,EPIC
4,4,SOMEBODY TO LOVE,QUEEN,EMI
5,5,PORTSMOUTH,MIKE OLDFIELD,VIRGIN
6,6,LIVIN' THING,ELECTRIC LIGHT ORCHESTRA,JET
7,7,LOVE ME,YVONNE ELLIMAN,RSO
8,8,DR. LOVE,TINA CHARLES,CBS
9,9,LIVING NEXT DOOR TO ALICE,SMOKIE,RAK
10,10,BIONIC SANTA,CHRIS HILL,PHILIPS
11,11,DON'T GIVE UP ON US,DAVID SOUL,PRIVATE STOCK
12,12,LEAN ON ME,MUD,PRIVATE STOCK
13,13,FAIRY TALE,DANA,GTO
14,14,LITTLE DOES SHE KNOW,KURSAAL FLYERS,CBS
15,15,GRANDMA'S PARTY,PAUL NICHOLAS,RSO
16,16,IF YOU LEAVE ME NOW,CHICAGO,CBS
17,17,WILD SIDE OF LIFE,STATUS QUO,VERTIGO
18,18,GET BACK,ROD STEWART,RIVA
19,19,THINGS WE DO FOR LOVE,10CC,MERCURY
20,20,STOP ME (IF YOU'VE HEARD IT ALL BEFORE),BILLY OCEAN,GTO
21,21,SORRY SEEMS TO BE THE HARDEST WORD,ELTON JOHN,ROCKET
22,22,I WISH,STEVIE WONDER,TAMLA MOTOWN
23,23,SIDESHOW,BARRY BIGGS,DYNAMIC
24,24,YOU MAKE ME FEEL LIKE DANCING,LEO SAYER,CHRYSALIS
25,25,HAITIAN DIVORCE,STEELY DAN,ABC
26,26,MISSISSIPPI,PUSSYCAT,SONET
27,27,LOST IN FRANCE,BONNIE TYLER,RCA
28,28,RING OUT SOLSTICE BELLS,JETHRO TULL,CHRYSALIS
29,29,YOU'LL NEVER GET TO HEAVEN EP,THE STYLISTICS,H&L
30,30,IF NOT YOU,DR HOOK,CAPITOL
,,,,
31,31,DADDY COOL,BONEY M,ATLANTIC
32,32,YOU'RE MORE THAN A NUMBER IN MY LITTLE RED BOOK,THE DRIFTERS,ARISTA
33,33,KEEP IT COMIN' LOVE,KC AND THE SUNSHINE BAND,JAYBOY
34,34,SING ME AN OLD FASHIONED SONG,BILLIE JO SPEARS,UNITED ARTISTS
35,35,EVERY MAN MUST HAVE A DREAM,LIVERPOOL EXPRESS,WARNER BROTHERS
36,36,MAGGIE MAY,ROD STEWART,MERCURY
37,37,DON'T CRY FOR ME ARGENTINA,JULIE COVINGTON,MCA
38,38,ANARCHY IN THE UK,THE SEX PISTOLS,EMI
39,39,DON'T MAKE ME WAIT TOO LONG,BARRY WHITE,20TH CENTURY
40,40,SO SAD THE SONG,GLADYS KNIGHT AND THE PIPS,BUDDAH
41,41,FLIP,JESSE GREEN,EMI
42,42,HEY MR DREAM MAKER,CLIFF RICHARD,EMI
43,43,HANG ON SLOOPY,SANDPIPERS,SATRIL
44,44,HERE'S TO LOVE,JOHN CHRISTIE,EMI
45,45,WINTER MELODY,DONNA SUMMER,GTO
46,46,CAR WASH,ROSE ROYCE,MCA
47,47,SAILING {1976},ROD STEWART,WARNER BROTHERS
48,48,SMILE,PUSSYCAT,SONET
49,49,SUSPICION,ELVIS PRESLEY,RCA
50,50,LOST WITHOUT YOUR LOVE,BREAD,ELEKTRA
