position,lastWeek,title,artist,label
1,1,POETRY IN MOTION,JOHNNY TILLOTSON,LONDON
2,2,I LOVE YOU,CLIFF RICHARD,COLUMBIA
3,5,PORTRAIT OF MY LOVE,MATT MONRO,PARLOPHONE
4,10,PERFIDIA,THE VENTURES,LONDON
5,3,SAVE THE LAST DANCE FOR ME,THE DRIFTERS,LONDON
6,11,COUNTING TEARDROPS,EMILE FORD AND THE CHECKMATES,PYE
7,4,IT'S NOW OR NEVER,ELVIS PRESLEY,RCA
8,7,MAN OF MYSTERY/THE STRANGER,THE SHADOWS,COLUMBIA
9,31,PEPE,DUANE EDDY,LONDON
10,6,GOODNESS GRACIOUS ME,PETER SELLERS AND SOPHIA LOREN,PARLOPHONE
11,16,LIKE STRANGERS,THE EVERLY BROTHERS,LONDON
12,9,STRAWBERRY FAIR,ANTHONY NEWLEY,DECCA
13,8,ROCKING GOOSE,JOHNNY AND THE HURRICANES,LONDON
14,15,BLUE ANGEL,ROY ORBISON,LONDON
15,25,STAY,MAURICE WILLIAMS AND THE ZODIACS,TOP RANK
16,20,LITTLE GIRL,MARTY WILDE,PHILIPS
17,13,SWAY,BOBBY RYDELL,COLUMBIA
18,14,BUONA SERA,MR ACKER BILK,COLUMBIA
19,New,ARE YOU LONESOME TONIGHT?,ELVIS PRESLEY,RCA
20,38,YOU'RE SIXTEEN,JOHNNY BURNETTE,LONDON
21,46,A SCOTTISH SOLDIER,ANDY STEWART,TOP RANK
22,37,BANGERS AND MASH,PETER SELLERS AND SOPHIA LOREN,PARLOPHONE
23,New,PEPE,RUSS CONWAY,COLUMBIA
24,39,MANY TEARS AGO,CONNIE FRANCIS,MGM
25,28,DOLL HOUSE,KING BROTHERS,PARLOPHONE
26,33,CHARIOT,RHET STOLLER,DECCA
27,18,GURNEY SLADE,MAX HARRIS,FONTANA
28,12,LONELY PUP (IN A CHRISTMAS SHOP),ADAM FAITH,PARLOPHONE
29,24,STRAWBERRY BLONDE,FRANK D'RONE,MERCURY
30,New,A THOUSAND STARS,BILLY FURY,DECCA
,,,,
31,27,BLACK STOCKINGS,JOHN BARRY SEVEN,COLUMBIA
32,40,MY GIRL JOSEPHINE,FATS DOMINO,LONDON
33,19,MY HEART HAS A MIND OF ITS OWN,CONNIE FRANCIS,MGM
34,50,PILTDOWN RIDES AGAIN,PILTDOWN MEN,CAPITOL
35,New,NEW ORLEANS,U.S. BONDS,TOP RANK
36,23,MY LOVE FOR YOU,JOHNNY MATHIS,FONTANA
37,32,EVEN MORE PARTY POPS,RUSS CONWAY,COLUMBIA
38,21,AS LONG AS HE NEEDS ME,SHIRLEY BASSEY,COLUMBIA
39,New,NORTH TO ALASKA,JOHNNY HORTON,PHILIPS
40,New,I WISH I COULD SHIMMY LIKE MY SISTER KATE,OLYMPICS,VOGUE
41,17,LITTLE DONKEY,NINA AND FREDERICK,COLUMBIA
42,45,TOGETHERNESS,MIKE PRESTON,DECCA
43,36,CAN'T YOU HEAR MY HEART,DANNY RIVERS,DECCA
44,35,GEORGIA ON MY MIND,RAY CHARLES,HMV
45,New,RUBBER BALL,BOBBY VEE,LONDON
46,47,NEVER ON SUNDAY,MAKADOPOULOS AND HIS GREEK SERENADERS,PALETTE
47,New,LONELY TEENAGER,DION,TOP RANK
48,New,"CORINNE, CORINNA",RAY PETERSON,LONDON
49,26,LIVELY,LONNIE DONEGAN,PYE
50,New,LET'S JUMP THE BROOMSTICK,BRENDA LEE,BRUNSWICK
