position,lastWeek,title,artist,label
1,4,POKER FACE,LADY GAGA,POLYDOR
2,2,RIGHT ROUND,FLO RIDA FT KESHA,ATLANTIC
3,1,ISLANDS IN THE STREAM,JENKINS/WEST/JONES/GIBB,MERCURY
4,3,JUST CAN'T GET ENOUGH,SATURDAYS,FASCINATION
5,5,LOVE STORY,TAYLOR SWIFT,MERCURY
6,7,DEAD AND GONE,TI FT JUSTIN TIMBERLAKE,ATLANTIC
7,6,MY LIFE WOULD SUCK WITHOUT YOU,KELLY CLARKSON,RCA
8,9,BEAUTIFUL,AKON FT K OFFISHALL/C O'DONIS,UNIVERSAL
9,20,HALO,BEYONCE,COLUMBIA
10,8,USE SOMEBODY,KINGS OF LEON,COLUMBIA
11,New,IN FOR THE KILL,LA ROUX,POLYDOR
12,11,JUST DANCE,LADY GAGA,INTERSCOPE
13,18,BROKEN STRINGS,JAMES MORRISON FT NELLY,POLYDOR
14,New,LOVE ETC,PET SHOP BOYS,PARLOPHONE
15,16,OMEN,PRODIGY,TAKEMETOTHEHOSPITAL
16,14,CAN'T GET OVER,SEPTEMBER,HARD2BEAT
17,12,THE FEAR,LILY ALLEN,REGAL RECORDINGS
18,15,BREATHE SLOW,ALESHA DIXON,ASYLUM
19,17,UP ALL NIGHT,TAKE THAT,POLYDOR
20,New,JAI HO (YOU ARE MY DESTINY),AR RAHMAN FT PUSSYCAT DOLLS,INTERSCOPE
21,13,T-SHIRT,SHONTELLE,UNIVERSAL
22,37,SHAKE IT,METRO STATION,COLUMBIA
23,21,CRACK A BOTTLE,EMINEM FT DR DRE & 50 CENT,INTERSCOPE
24,22,SINGLE LADIES (PUT A RING ON IT),BEYONCE,COLUMBIA
25,10,FALLING DOWN,OASIS,BIG BROTHER
26,19,WHATCHA THINK ABOUT THAT,PUSSYCAT DOLLS/MISSY ELLIOTT,INTERSCOPE
27,52,NO YOU GIRLS,FRANZ FERDINAND,DOMINO RECORDINGS
28,24,DAY 'N' NITE,KID CUDI VS CROOKERS,DATA
29,23,SEX ON FIRE,KINGS OF LEON,HAND ME DOWN
30,54,TAKIN' BACK MY LOVE,ENRIQUE IGLESIAS FT CIARA,INTERSCOPE
,,,,
31,26,CHIP DIDDY CHIP,CHIPMUNK,ALWAYZ
32,25,TAKE ME BACK,TINCHY STRYDER FT TAIO CRUZ,4TH & BROADWAY
33,27,THINKING OF YOU,KATY PERRY,VIRGIN
34,29,GIVES YOU HELL,ALL-AMERICAN REJECTS,INTERSCOPE
35,28,HUMAN,KILLERS,VERTIGO
36,30,I'M YOURS,JASON MRAZ,ATLANTIC
37,31,REVELRY,KINGS OF LEON,HAND ME DOWN
38,33,STRONG AGAIN,N-DUBZ,ALL AROUND THE WORLD
39,35,ISSUES,SATURDAYS,FASCINATION
40,34,HOT N COLD,KATY PERRY,VIRGIN
41,New,HEAD SHOULDERS KNEEZ & TOEZ,KIG,AATW/ISLAND/UMTV
42,36,LET IT ROCK,KEVIN RUDOLF FT LIL WAYNE,UNIVERSAL REPUBLIC
43,32,RUN,LEONA LEWIS,SYCO MUSIC
44,44,GREATEST DAY,TAKE THAT,POLYDOR
45,46,PAPER PLANES,MIA,XL RECORDINGS
46,38,CIRCUS,BRITNEY SPEARS,JIVE
47,95,TALK YOU DOWN,SCRIPT,PHONOGENIC
48,45,THE BOY DOES NOTHING,ALESHA DIXON,ATLANTIC
49,47,INFINITY 2008,GURU JOSH PROJECT,MAELSTROM
50,42,IF I WERE A BOY,BEYONCE,COLUMBIA
51,51,KIDS,MGMT,COLUMBIA
52,48,UP,SATURDAYS,FASCINATION
53,53,RIGHT NOW (NA NA NA),AKON,UNIVERSAL
54,61,IF THIS ISN'T LOVE,JENNIFER HUDSON,ARISTA
55,43,SOBER,PINK,LAFACE
56,63,RUNNIN',DOMAN & GOODING/DRU & LINCOLN,POSITIVA
57,New,HAPPY UP HERE,ROYKSOPP,WALL OF SOUND
58,39,SHINING LIGHT,ANNIE LENNOX,RCA
59,49,VIVA LA VIDA,COLDPLAY,PARLOPHONE
60,40,WEIGHT OF THE WORLD,LEMAR,EPIC
,,,,
61,New,I LOVE COLLEGE,ASHER ROTH,UNIVERSAL
62,56,THE PROMISE,GIRLS ALOUD,FASCINATION
63,66,HEARTLESS,KANYE WEST,MERCURY
64,New,SUNGLASSES AT NIGHT,SKEPTA,BOY BETTER KNOW
65,59,LIVE YOUR LIFE,TI FT RIHANNA,ATLANTIC
66,41,BEGGIN',MADCON,RCA
67,50,GET ON YOUR BOOTS,U2,MERCURY
68,62,RULE THE WORLD,TAKE THAT,POLYDOR
69,75,LOW,FLO RIDA FT T-PAIN,ATLANTIC
70,65,PARIS IS BURNING,LADYHAWKE,MODULAR
71,New,JUST GO,LIONEL RICHIE FT AKON,MERCURY
72,80,SHOW ME LOVE,ROBIN S,CHAMPION
73,71,BREAKEVEN,SCRIPT,RCA
74,68,ONE DAY LIKE THIS,ELBOW,POLYDOR
75,64,MAD,NE-YO,DEF JAM
76,73,DON'T STOP THE ROCK,FREESTYLE,SOUTHERN FRIED
77,77,HALLELUJAH,ALEXANDRA BURKE,SYCO MUSIC
78,57,FLY ON THE WALL,MILEY CYRUS,HOLLYWOOD
79,55,TIME TO PRETEND,MGMT,COLUMBIA
80,69,SO WHAT,PINK,LAFACE
81,81,THE LOVING KIND,GIRLS ALOUD,FASCINATION
82,New,THE CLIMB,MILEY CYRUS,POLYDOR
83,86,DANGEROUS,KARDINAL OFFISHALL FT AKON,GEFFEN/KON LIVE
84,New,FAREWELL TO THE FAIRGROUND,WHITE LIES,FICTION
85,100,MAKE YOU FEEL MY LOVE,ADELE,XL RECORDINGS
86,74,WOMANIZER,BRITNEY SPEARS,JIVE
87,94,RUN,SNOW PATROL,FICTION
88,New,TIME AFTER TIME,RONAN KEATING,POLYDOR
89,58,THAT'S NOT MY NAME,TING TINGS,COLUMBIA
90,82,DANCE WIV ME,DIZZEE RASCAL/HARRIS/CHROME,DIRTEE STANK
,,,,
91,87,CHASING CARS,SNOW PATROL,FICTION
92,New,PLEASE DON'T LEAVE ME,PINK,LAFACE
93,Re,WHY,ANNIE LENNOX,RCA
94,Re,MY DELIRIUM,LADYHAWKE,MODULAR
95,60,WHITE HORSE,TAYLOR SWIFT,MERCURY
96,72,SKELETON BOY,FRIENDLY FIRES,XL RECORDINGS
97,New,THE GARDEN,TAKE THAT,POLYDOR
98,79,I HATE THIS PART,PUSSYCAT DOLLS,INTERSCOPE
99,83,I KISSED A GIRL,KATY PERRY,VIRGIN
100,76,WALKING ON BROKEN GLASS,ANNIE LENNOX,BMG
