position,lastWeek,title,artist,label
1,2,CARELESS WHISPER,GEORGE MICHAEL,EPIC
2,4,AGADOO,BLACK LACE,FLAIR
3,1,TWO TRIBES,FRANKIE GOES TO HOLLYWOOD,ZTT
4,8,WHATEVER I DO (WHEREVER I GO),HAZELL DEAN,PROTO
5,3,WHAT'S LOVE GOT TO DO WITH IT,TINA TURNER,CAPITOL
6,13,SELF CONTROL,LAURA BRANIGAN,ATLANTIC
7,6,RELAX,FRANKIE GOES TO HOLLYWOOD,ZTT
8,5,WHEN DOVES CRY,PRINCE,WARNER BROTHERS
9,10,WHITE LINES (DON'T DO IT),GRANDMASTER FLASH AND MELLE MEL,SUGARHILL
10,33,LIKE TO GET TO KNOW YOU WELL,HOWARD JONES,WEA
11,15,ON THE WINGS OF LOVE,JEFFREY OSBORNE,A&M
12,9,IT'S A HARD LIFE,QUEEN,EMI
13,7,HOLE IN MY SHOE,NEIL,WEA
14,12,CLOSEST THING TO HEAVEN,THE KANE GANG,KITCHENWARE
15,23,STUCK ON YOU,TREVOR WALTERS,SANITY
16,11,EVERYBODY'S LAUGHING,PHIL FEARON AND GALAXY,ENSIGN
17,14,DOWN ON THE STREET,SHAKATAK,POLYDOR
18,20,TOSSING AND TURNING,WINDJAMMER,MCA
19,26,SUNGLASSES,TRACEY ULLMAN,STIFF
20,25,SOME GUYS HAVE ALL THE LUCK,ROD STEWART,WARNER BROTHERS
21,16,TIME AFTER TIME,CYNDI LAUPER,PORTRAIT
22,18,YOU THINK YOU'RE A MAN,DIVINE,PROTO
23,17,YOUNG AT HEART,THE BLUEBELLS,LONDON
24,30,LOVE SONGS ARE BACK AGAIN (MEDLEY),BAND OF GOLD,RCA
25,19,EYES WITHOUT A FACE,BILLY IDOL,CHRYSALIS
26,22,THE DAY BEFORE YOU CAME,BLANCMANGE,LONDON
27,New,2 MINUTES TO MIDNIGHT,IRON MAIDEN,EMI
28,41,DR BEAT,MIAMI SOUND MACHINE,EPIC
29,40,"THE MORE YOU LIVE, THE MORE YOU LOVE",A FLOCK OF SEAGULLS,JIVE
30,52,PASSENGERS,ELTON JOHN,ROCKET
,,,,
31,21,LOVE RESURRECTION,ALISON MOYET,CBS
32,37,JUST THE WAY YOU LIKE IT,THE SOS BAND,TABU
33,27,I WON'T LET THE SUN GO DOWN ON ME {1984},NIK KERSHAW,MCA
34,43,I NEED YOU,THE POINTER SISTERS,PLANET
35,35,NERVOUS SHAKEDOWN,AC/DC,ATLANTIC
36,29,COME BACK,MIGHTY WAH!,BEGGARS BANQUET
37,New,THE INK IN THE WELL,DAVID SYLVIAN,VIRGIN
38,New,MOTHERS TALK,TEARS FOR FEARS,MERCURY
39,34,STUCK ON YOU,LIONEL RICHIE,MOTOWN
40,24,JUMP (FOR MY LOVE),THE POINTER SISTERS,PLANET
41,32,BREAKIN'... THERE'S NO STOPPING US NOW,OLLIE AND JERRY,POLYDOR
42,28,SISTER OF MERCY,THE THOMPSON TWINS,ARISTA
43,31,SEVEN SEAS,ECHO & THE BUNNYMEN,KOROVA
44,51,ARE YOU READY,BREAK MACHINE,RECORD SHACK
45,44,IN THE COUNTRY,FARMERS BOYS,EMI
46,36,WAKE ME UP BEFORE YOU GO GO,WHAM!,EPIC
47,38,SMALLTOWN BOY,BRONSKI BEAT,FORBIDDEN FRUIT
48,47,99 ½,CAROL LYNN TOWNES,POLYDOR
49,42,WE ROCK,DIO,VERTIGO
50,62,GIRL YOU'RE SO TOGETHER,MICHAEL JACKSON,MOTOWN
51,53,YOU ARE MY MELODY,CHANGE,WEA
52,55,EMPTY ROOMS,GARY MOORE,10
53,68,SING AND SHOUT,SECOND IMAGE,MCA
54,56,SUMMER HOLIDAY,KEVIN THE GERBIL,MAGNET
55,New,LADY SHINE (SHINE ON),THS - THE HORNE SECTION,4TH & BROADWAY
56,46,BLACK STATIONS WHITE STATIONS,M AND M,RCA
57,39,STATE OF SHOCK,JACKSONS WITH MICK JAGGER,EPIC
58,60,HAND ON MY HEART,SHRIEKBACK,ARISTA
59,63,ALL OF YOU,JULIO IGLESIAS AND DIANA ROSS,CBS
60,48,FAREWELL MY SUMMER LOVE,MICHAEL JACKSON,MOTOWN
,,,,
61,59,HOT HOT HOT,ARROW,COOLTEMPO
62,54,BANANA BANANA,KING KURT,STIFF
63,57,THERE ARE MORE SNAKES THAN LADDERS,CAPTAIN SENSIBLE,A&M
64,64,THE FRIENDS AGAIN EP,FRIENDS AGAIN,MERCURY
65,49,SWEET SOMEBODY,SHANNON,CLUB
66,New,YOU'RE NEVER TOO YOUNG,THE COOL NOTES,ABSTRACT DANCE
67,78,STATE OF INDEPENDENCE,JON AND VANGELIS,POLYDOR
68,45,THINKING OF YOU,SISTER SLEDGE,COTILLION
69,67,GUARDIAN ANGEL,NINO DE ANGELO,CARRERE
70,50,TALKING LOUD AND CLEAR,ORCHESTRAL MANOEUVRES IN THE DARK,VIRGIN
71,76,BIG IN JAPAN,ALPHAVILLE,WEA INTERNATIONAL
72,77,MR. SOLITAIRE,ANIMAL NIGHTLIFE,ISLAND
73,72,PALE BLUE EYES,PAUL QUINN AND EDWYN COLLINS,SWAMPLANDS
74,Re,ONLY WHEN YOU LEAVE,SPANDAU BALLET,REFORMATION
75,65,HARDROCK,HERBIE HANCOCK,CBS
76,Re,TOUR DE FRANCE {1984},KRAFTWERK,EMI
77,New,I WANNA BE SOMEBODY,WASP,NO-LABEL
78,81,CCCAN'T YOU SEE...,VICIOUS PINK,PARLOPHONE
79,74,DUM DUM GIRL,TALK TALK,EMI
80,Re,ABSOLUTE,SCRITTI POLITTI,VIRGIN
81,New,17,RICK JAMES,NO-LABEL
81,New,THE ONLY FLAME IN TOWN,ELVIS COSTELLO AND THE ATTRACTIONS,F. BEAT
83,New,MASQUERADE,EVELYN THOMAS,RECORD SHACK
84,New,SOMEBODY,JUNIOR,LONDON
85,Re,LIFE ON YOUR OWN,THE HUMAN LEAGUE,VIRGIN
86,New,CASTLES IN SPAIN,ARMOURY SHOW,PARLOPHONE
87,80,ECSTASY OF FLIGHT (I LOVE THE NIGHT),CHRIS DE BURGH,NO-LABEL
88,92,STORM OF LIGHT,WORKING WEEK,NO-LABEL
89,New,THE GIRL OF IPANEMA,ASTRUD GILBERTO,VERVE
90,86,DON'T TAKE MY COCONUTS,KID CREOLE AND THE COCONUTS,NO-LABEL
,,,,
91,New,GO WEST (CRAZY SPINNING CIRCLE),THE CULT,NO-LABEL
92,66,TODAY'S YOUR LUCKY DAY,HAROLD MELVIN AND THE BLUENOTES,LONDON
93,91,THERE IN YOUR EYES,CHAS AND DAVE,NO-LABEL
94,82,WHAT IS LIFE?,BLACK UHURU,ISLAND
95,85,I'LL WAIT,VAN HALEN,NO-LABEL
96,83,WHOSE SIDE ARE YOU ON,MATT BIANCO,NO-LABEL
97,New,TAXMAN,ROCKWELL,NO-LABEL
98,New,STRANGE FRONTIER,ROGER TAYLOR,NO-LABEL
99,New,"YOU GET THE BEST FROM ME (SAY, SAY, SAY)",ALICIA MYERS,MCA
100,98,SHE'S SO DIVINE,FORREST,NO-LABEL
