position,lastWeek,title,artist,label
1,New,MY LOVE,WESTLIFE,RCA
2,4,WHO LET THE DOGS OUT,BAHA MEN,EDEL
3,1,HOLLER/LET LOVE LEAD THE WAY,SPICE GIRLS,VIRGIN
4,2,I'M OVER YOU,MARTINE MCCUTCHEON,INNOCENT
5,3,SHE BANGS,RICKY MARTIN,COLUMBIA
6,New,NUMBER 1,TWEENIES,BBC MUSIC
7,New,COUNTRY GRAMMAR,NELLY,UNIVERSAL
8,New,COME ON OVER BABY (ALL I WANT IS YOU),CHRISTINA AGUILERA,RCA
9,New,DON'T THINK I'M NOT,KANDI,COLUMBIA
10,5,STOMP,STEPS,JIVE
11,7,SILENCE,DELERIUM FT SARAH MCLACHLAN,NETTWERK
12,12,I'M OUTTA LOVE,ANASTACIA,EPIC
13,New,BEAUTIFUL INSIDE,LOUISE,EMI
14,8,BODY II BODY,SAMANTHA MUMBA,WILD CARD
15,New,MY GENERATION,LIMP BIZKIT,INTERSCOPE
16,6,KIDS,ROBBIE WILLIAMS/KYLIE MINOGUE,CHRYSALIS
17,11,BODY GROOVE,ARCHITECHS FT NANA,GO BEAT
18,10,TROUBLE,COLDPLAY,PARLOPHONE
19,13,SHOULD I STAY,GABRIELLE,GO BEAT
20,New,IRRESISTIBLE,CORRS,ATLANTIC
21,16,COULD I HAVE THIS KISS FOREVER,WHITNEY HOUSTON/E IGLESIAS,ARISTA
22,9,BLACK COFFEE,ALL SAINTS,LONDON
23,15,KERNKRAFT 400,ZOMBIE NATION,DATA
24,18,THE WAY I AM,EMINEM,INTERSCOPE
25,14,BEAUTIFUL DAY,U2,ISLAND
26,19,LADY (HEAR ME TONIGHT),MODJO,POLYDOR
27,17,AGAINST ALL ODDS,MARIAH CAREY FT WESTLIFE,COLUMBIA
28,New,LOVE SHY,KRISTINE BLOND,RELENTLESS
29,21,I WISH,R KELLY,JIVE
30,27,PLEASE FORGIVE ME,DAVID GRAY,EAST WEST
,,,,
31,28,MUSIC,MADONNA,MAVERICK
32,New,THE MAN WHO TOLD EVERYTHING,DOVES,HEAVENLY
33,New,ALL GOOD,DE LA SOUL FT CHAKA KHAN,TOMMY BOY
34,23,DOOMS NIGHT,AZZIDO DA BASS,CLUB TOOLS
35,22,I DON'T REALLY CARE,K GEE,INSTANT KARMA
36,New,GREED/THE MAN WITH THE RED FACE,LAURENT GARNIER,F COMMUNICATIONS
37,24,SUNSET (BIRD OF PREY),FATBOY SLIM,SKINT
38,33,IN DEMAND,TEXAS,MERCURY
39,40,GROOVEJET (IF THIS AIN'T LOVE),SPILLER,POSITIVA
40,25,MOST GIRLS,PINK,LAFACE
41,32,THE LONELY ONE,ALICE DEEJAY,POSITIVA
42,31,ANGEL,LIONEL RICHIE,MERCURY
43,26,WHO THE HELL ARE YOU,MADISON AVENUE,VC RECORDINGS
44,36,SKY,SONIQUE,UNIVERSAL
45,34,WHY DOES MY HEART FEEL SO BAD,MOBY,MUTE
46,30,GETTIN' IN THE WAY,JILL SCOTT,EPIC
47,29,OCTOBER SWIMMER,JJ72,LAKOTA
48,New,LONG WAY AROUND,EAGLE-EYE CHERRY/NENEH CHERRY,POLYDOR
49,37,NATURAL,S CLUB 7,POLYDOR
50,New,RISE IN,STEVE LAWLER,BEDROCK
51,20,OUT OF THE SILENT PLANET,IRON MAIDEN,EMI
52,New,SUNRISE,GOLDENSCAN,VC RECORDINGS
53,35,OVERLOAD,SUGABABES,LONDON
54,39,RUMOURS,DAMAGE,COOLTEMPO
55,38,MUSIC IS MY RADAR,BLUR,FOOD
56,New,PIECES,MY VITRIOL,INFECTIOUS
57,43,ABSOLUTELY EVERYBODY,VANESSA AMOROSI,MERCURY
58,New,AND DA DRUM MACHINE,PHATT B,NULIFE
59,46,TELL ME,MELANIE B,VIRGIN
60,51,CHEEKAH BOW BOW (THAT COMPUTER SONG),VENGABOYS,POSITIVA
,,,,
61,41,NOT EVEN GONNA TRIP,HONEYZ,MERCURY
62,42,FOLLOW ME,ATOMIC KITTEN,INNOCENT
63,48,SOMETHING DEEP INSIDE,BILLIE PIPER,INNOCENT
64,47,AIN'T NO STOPPIN US,DJ LUCK & MC NEAT FT JJ,RED ROSE
65,New,SO IN LOVE WITH YOU,DUKE,48K/PERFECTO
66,49,WARRIOR,WARRIOR,INCENTIVE
67,53,OUT OF YOUR MIND,TRUE STEPPERS/BOWERS/BECKHAM,NULIFE
68,New,SUENO LATINO,SUENO LATINO,DISTINCTIVE
69,New,MISTAKES AND REGRETS,AND YOU WILL KNOW US BY THE,DOMINO RECORDINGS
70,50,ROCK DJ,ROBBIE WILLIAMS,CHRYSALIS
71,44,UNLEASH THE DRAGON,SISQO,DEF SOUL
72,60,TAKE ON ME,A1,COLUMBIA
73,45,LET THE MUSIC PLAY,BARRY WHITE,WONDERBOY
74,54,COFFEE,SUPERSISTER,GUT
75,83,PHATT BASS,WARP BROTHERS,DOS OR DIE
76,89,SMILE,LONESTAR,RCA/GRAPEVINE
77,Re,FOLLOW YOU FOLLOW ME,SONNY JONES FT TARA CHASE,LOGIC
78,New,SUNDIAL,SCARLET DIVISION,COLUMBIA
79,Re,CLOSER THAN MOST,BEAUTIFUL SOUTH,GO DISCS
80,52,FIJI,ATLANTIS VS AVATAR/M STOCKLEY,INFERNO
81,New,JEALOUS,SINEAD O'CONNOR,ATLANTIC
82,New,JUNGLE BOOGIE (WHOA WHOA),WICKED PHUNKER,INCREDIBLE
83,Re,SAY IT ISN'T SO,BON JOVI,MERCURY
84,New,GIVIN UP,HAIRY DIAMOND,GUSTO
85,87,UNFORGIVABLE SINNER,LENE MARLIN,VIRGIN
86,86,BILLS TO PAY,GLAMMA KID,WEA
87,78,BREATHLESS,CORRS,ATLANTIC
88,72,WE WILL ROCK YOU,FIVE & QUEEN,RCA
89,New,BE YOURSELF,MORCHEEBA,EAST WEST
90,New,FROM NOW ON,ROACHFORD,COLUMBIA
,,,,
91,Re,CRAZY,TOMCAT,VIRGIN
