position,lastWeek,title,artist,label
1,1,MAKE LUV,ROOM 5 FT OLIVER CHEATHAM,POSITIVA
2,New,AMERICAN LIFE,MADONNA,MAVERICK
3,3,IN DA CLUB,50 CENT,INTERSCOPE
4,New,COME UNDONE,ROBBIE WILLIAMS,CHRYSALIS
5,New,OUT OF TIME,BLUR,PARLOPHONE
6,4,MOVE YOUR FEET,JUNIOR SENIOR,MERCURY
7,2,CRY,KYM MARSH,UNIVERSAL
8,5,SPIRIT IN THE SKY,GARETH GATES FT THE KUMARS,S
9,New,SPEECHLESS,D-SIDE,WEA
10,8,ALL I HAVE,JENNIFER LOPEZ FT LL COOL J,EPIC
11,7,SCANDALOUS,MIS-TEEQ,TELSTAR
12,New,DAMAGED,PLUMMET,SERIOUS
13,6,I CAN'T READ YOU,DANIEL BEDINGFIELD,POLYDOR
14,9,BORN TO TRY,DELTA GOODREM,EPIC
15,10,I'M WITH YOU,AVRIL LAVIGNE,ARISTA
16,New,DATE WITH THE NIGHT,YEAH YEAH YEAHS,DRESS UP/POLYDOR
17,New,EXCUSE ME MISS,JAY-Z,ROCAFELLA
18,13,SUNRISE,SIMPLY RED,SIMPLYRED.COM
19,New,TO LOVE A WOMAN,LIONEL RICHIE/ENRIQUE IGLESIAS,MERCURY
20,11,TONIGHT/MISS YOU NIGHTS,WESTLIFE,S
21,15,WEEKEND,SCOOTER,SHEFFIELD TUNES
22,New,DON'T KNOW WHAT TO TELL YA,AALIYAH,INDEP/BLACKG/UNIQUE
23,New,TRAIN,GOLDFRAPP,MUTE
24,12,LOVE DOESN'T HAVE TO HURT,ATOMIC KITTEN,INNOCENT
25,18,U MAKE ME WANNA,BLUE,INNOCENT
26,16,BEING NOBODY,RICHARD X VS LIBERTY X,VIRGIN
27,19,BUMP BUMP BUMP,B2K FT P. DIDDY,EPIC
28,17,BEAUTIFUL,CHRISTINA AGUILERA,RCA
29,25,GOSSIP FOLKS,MISSY ELLIOTT FT LUDACRIS,ELEKTRA
30,22,MESMERIZE,JA RULE FT ASHANTI,MURDER INC/MERCURY
,,,,
31,New,COULDN'T HAVE SAID IT BETTER,MEAT LOAF,MERCURY
32,20,IT'S TRICKY 2003,RUN DMC FT JACKNIFE LEE,ARISTA
33,24,CLOCKS,COLDPLAY,PARLOPHONE
34,33,ALL THE THINGS SHE SAID,TATU,INTERSCOPE
35,28,SOMEWHERE I BELONG,LINKIN PARK,WARNER BROS
36,New,WHO SAID (STUCK IN THE UK),PLANET FUNK,ILLUSTRIOUS/BUSTIN L
37,30,THE BOYS OF SUMMER,DJ SAMMY,DATA/MOS
38,29,JUST A FRIEND,MARIO,J
39,36,BEAUTIFUL,SNOOP DOGG FT PHARRELL,PRIORITY
40,New,LONG LONG WAY TO GO,DEF LEPPARD,BLUDGEON RIFFOLA
41,38,SING FOR THE MOMENT,EMINEM,INTERSCOPE
42,31,I CAN,NAS,COLUMBIA
43,14,MAKE ME SMILE (COME UP AND SEE ME),ERASURE,MUTE
44,New,STARDUST,MARTIN L GORE,MUTE
45,32,KA-CHING,SHANIA TWAIN,MERCURY
46,New,NEPTUNE,INME,MUSIC FOR NATIONS
47,44,YEAR 3000,BUSTED,UNIVERSAL
48,56,STOP LIVING THE LIE,DAVID SNEDDON,MERCURY
49,34,I BEGIN TO WONDER,DANNII MINOGUE,LONDON
50,23,BE MINE,DAVID GRAY,EAST WEST
51,35,SATISFACTION,EVE,INTERSCOPE
52,New,CRAZY SEXY MARVELLOUS,PAFFENDORF,DATA/MOS
53,40,CRY ME A RIVER,JUSTIN TIMBERLAKE,JIVE
54,27,DIAMONDS AND GUNS,TRANSPLANTS,HELLCAT
55,New,FRIED MY LITTLE BRAINS,KILLS,DOMINO RECORDINGS
56,21,GO WITH THE FLOW,QUEENS OF THE STONE AGE,INTERSCOPE
57,New,BUCCI BAG,ANDREA DORIA,SOUTHERN FRIED
58,53,I CAN'T BREAK DOWN,SINEAD QUINN,MERCURY
59,39,BOY (I NEED YOU),MARIAH CAREY FT CAM'RON,DEF JAM
60,47,LOSE YOURSELF,EMINEM,INTERSCOPE
,,,,
61,New,SLIDLING,IAN MCCULLOCH,COOKING VINYL
62,45,SHAPE,SUGABABES,ISLAND
63,50,DON'T WORRY,APPLETON,POLYDOR
64,26,BUY IT IN BOTTLES,RICHARD ASHCROFT,HUT
65,New,SAY HELLO TO THE ANGELS/NYC,INTERPOL,MATADOR
66,48,WORK IT,NELLY FT JUSTIN TIMBERLAKE,UNIVERSAL
67,71,SOUND OF THE UNDERGROUND,GIRLS ALOUD,POLYDOR
68,New,LA TODAY,ALEX GOLD FT PHILIP OAKEY,XTRAVAGANZA
69,42,LOOK AT ME NOW,JESSY,DATA/MOS
70,37,LOVING YOU '03,MARC ET CLAUDE,POSITIVA
71,76,HERE IT COMES AGAIN,MELANIE C,VIRGIN
72,58,IF YOU'RE NOT THE ONE,DANIEL BEDINGFIELD,POLYDOR
73,New,FLOETIC,FLOETRY,DREAMWORKS
74,41,SPACE,SLIPMATT,CONCEPT
75,New,THE ART OF LOSING,AMERICAN HI-FI,MERCURY
76,68,DON'T THINK YOU'RE THE FIRST,CORAL,DELTASONIC
77,75,INCREDIBLE (WHAT I MEANT TO SAY),DARIUS,MERCURY
78,New,INTA OUTA,DJ SUV & DJ PATIFE,V RECORDINGS
79,77,KEEP ME A SECRET,AINSLIE HENDERSON,MERCURY
80,New,CALLING YOUR NAME,JAN JOHNSTON,PLATIPUS
81,80,ALIVE,S CLUB,POLYDOR
82,73,SONGBIRD,OASIS,BIG BROTHER
83,New,DON'T GIVE UP,KATHY BROWN,DEFECTED
84,43,UNDER THE COVERS EP,HARRY,DIRTY WORLD
85,64,MUNDIAN TO BACH KE,PANJABI MC,INSTANT KARMA
86,New,CALLING FOR YOU/EMOTION,LEE PASCH,TIDY TWO
87,Re,SORRY SEEMS TO BE THE HARDEST WORD,BLUE FT ELTON JOHN,INNOCENT
88,New,GOD MUSIC,DUMONDE,BULLETPROOF
89,84,REMINISCE/WHERE THE STORY ENDS,BLAZIN' SQUAD,EAST WEST
90,46,SAVE A PRAYER,56K FT BEJAY,KONTOR
,,,,
91,New,STUCK IN AMERICA/NO ACTION,SUGARCULT,EPITAPH
92,New,METARIE,BRENDAN BENSON,V2
93,52,STAY AWAY FROM ME,STAR SPANGLES,PARLOPHONE
94,89,HEAVEN IS A PLACE ON EARTH,SODA CLUB FT HANNAH ALETHEA,CONCEPT
95,49,JUST SAY YOU LOVE ME,MALACHI CUSH,MERCURY/UMTV
96,55,LANDSLIDE,DIXIE CHICKS,COLUMBIA
97,60,JERK IT OUT,CAESARS,VIRGIN
