position,lastWeek,title,artist,label
1,1,THESE BOOTS ARE MADE FOR WALKIN',NANCY SINATRA,REPRISE
2,3,GROOVY KIND OF LOVE,MINDBENDERS,FONTANA
3,6,BARBARA ANN,THE BEACH BOYS,CAPITOL
4,7,BACKSTAGE,GENE PITNEY,STATESIDE
5,8,SPANISH FLEA,HERB ALPERT AND THE TIJUANA BRASS,PYE INTERNATIONAL
6,5,SHA LA LA LA LEE,THE SMALL FACES,DECCA
7,18,I CAN'T LET GO,THE HOLLIES,PARLOPHONE
8,2,NINETEENTH NERVOUS BREAKDOWN,THE ROLLING STONES,DECCA
9,4,MY LOVE,PETULA CLARK,PYE
10,26,THE SUN AIN'T GONNA SHINE ANYMORE,WALKER BROTHERS,PHILIPS
11,11,TOMORROW,SANDIE SHAW,PYE
12,12,INSIDE - LOOKING OUT,THE ANIMALS,DECCA
13,9,YOU WERE ON MY MIND,CRISPIAN ST. PETERS,DECCA
14,16,LIGHTNING STRIKES,LOU CHRISTIE,MGM
15,31,THIS GOLDEN RING,FORTUNES,DECCA
16,10,MAKE THE WORLD GO AWAY,EDDY ARNOLD,RCA
17,28,SHAPES OF THINGS,YARDBIRDS,COLUMBIA
18,14,UPTIGHT (EVERYTHING'S ALRIGHT),STEVIE WONDER,TAMLA MOTOWN
19,22,WHAT NOW MY LOVE,SONNY AND CHER,ATLANTIC
20,34,DEDICATED FOLLOWER OF FASHION,THE KINKS,PYE
21,21,SECOND HAND ROSE,BARBRA STREISAND,CBS
22,23,BLUE RIVER,ELVIS PRESLEY,RCA
23,17,"MIRROR, MIRROR",PINKERTON'S ASSORTED COLOURS,DECCA
24,13,LOVE'S JUST A BROKEN HEART,CILLA BLACK,PARLOPHONE
25,15,GIRL,ST. LOUIS UNION,DECCA
26,30,YOU DON'T LOVE ME,GARY WALKER,CBS
27,24,"GET OUT OF MY LIFE, WOMAN",LEE DORSEY,STATESIDE
28,20,LITTLE BY LITTLE,DUSTY SPRINGFIELD,PHILIPS
29,41,WOMAN,PETER AND GORDON,COLUMBIA
30,25,YOU'VE COME BACK,P J PROBY,LIBERTY
,,,,
31,44,HOLD TIGHT!,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",FONTANA
32,19,MICHELLE,OVERLANDERS,PYE
33,New,SUBSTITUTE,THE WHO,REACTION
34,32,TROUBLE IS MY MIDDLE NAME,FOUR PENNIES,PHILIPS
35,33,JENNY TAKE A RIDE!,MITCH RYDER AND THE DETROIT WHEELS,STATESIDE
36,40,MAY EACH DAY,ANDY WILLIAMS,CBS
37,27,LIKE A BABY,LEN BARRY,BRUNSWICK
38,29,GIRL,TRUTH,PYE
39,42,I GOT YOU,JAMES BROWN,PYE INTERNATIONAL
40,46,TAKE ME TO YOUR HEART AGAIN,VINCE HILL,COLUMBIA
41,35,I'LL NEVER QUITE GET OVER YOU,BILLY FURY,DECCA
42,38,FLOWERS ON THE WALL,THE STATLER BROTHERS,CBS
43,New,A MAN WITHOUT LOVE,KENNETH MCKELLAR,DECCA
44,48,GOING TO A GO-GO,THE MIRACLES,TAMLA MOTOWN
45,36,DON'T MAKE ME OVER,SWINGING BLUE JEANS,HMV
46,New,634-5789,WILSON PICKETT,ATLANTIC
47,39,HAVE PITY ON THE BOY,PAUL AND BARRY RYAN,DECCA
48,New,ELUSIVE BUTTERFLY,BOB LIND,FONTANA
49,New,NOWHERE MAN,THREE GOOD REASONS,MERCURY
50,37,MY GIRL,OTIS REDDING,ATLANTIC
