position,lastWeek,title,artist,label
1,11,MICHELLE,OVERLANDERS,PYE
2,1,KEEP ON RUNNING,SPENCER DAVIS GROUP,FONTANA
3,6,SPANISH FLEA,HERB ALPERT AND THE TIJUANA BRASS,PYE INTERNATIONAL
4,2,DAY TRIPPER/WE CAN WORK IT OUT,THE BEATLES,PARLOPHONE
5,4,LET'S HANG ON,THE FOUR SEASONS,PHILIPS
6,8,A MUST TO AVOID,HERMAN'S HERMITS,COLUMBIA
7,3,MY SHIP IS COMING IN,WALKER BROTHERS,PHILIPS
8,10,TILL THE END OF THE DAY,THE KINKS,PYE
9,9,THE RIVER,KEN DODD,COLUMBIA
10,27,YOU WERE ON MY MIND,CRISPIAN ST. PETERS,DECCA
11,12,MY GIRL,OTIS REDDING,ATLANTIC
12,24,MICHELLE,DAVID AND JONATHAN,COLUMBIA
13,19,ENGLAND SWINGS,ROGER MILLER,PHILIPS
14,7,THE CARNIVAL IS OVER,SEEKERS,COLUMBIA
15,31,LOVE'S JUST A BROKEN HEART,CILLA BLACK,PARLOPHONE
16,5,WIND ME UP (LET ME GO),CLIFF RICHARD,COLUMBIA
17,New,CAN YOU PLEASE CRAWL OUT OF YOUR WINDOW,BOB DYLAN,CBS
18,29,GROOVY KIND OF LOVE,MINDBENDERS,FONTANA
19,15,TEARS,KEN DODD,COLUMBIA
20,14,A HARD DAY'S NIGHT,PETER SELLERS,PARLOPHONE
21,30,LIKE A BABY,LEN BARRY,BRUNSWICK
22,13,TAKE ME TO YOUR HEART AGAIN,VINCE HILL,COLUMBIA
23,21,THE VERY THOUGHT OF YOU,TONY BENNETT,CBS
24,33,GIRL,ST. LOUIS UNION,DECCA
25,25,BYE BYE BLUES,BERT KAEMPFERT,POLYDOR
26,28,YOU MAKE IT MOVE,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",FONTANA
27,20,TAKE ME FOR WHAT I'M WORTH,THE SEARCHERS,PYE
28,40,"MIRROR, MIRROR",PINKERTON'S ASSORTED COLOURS,DECCA
29,18,RESCUE ME,FONTELLA BASS,CHESS
30,17,1-2-3-,LEN BARRY,BRUNSWICK
,,,,
31,16,MERRY GENTLE POPS,THE BARRON KNIGHTS,COLUMBIA
32,23,IF I NEEDED SOMEONE,THE HOLLIES,PARLOPHONE
33,26,TO WHOM IT CONCERNS,CHRIS ANDREWS,DECCA
34,43,SECOND HAND ROSE,BARBRA STREISAND,CBS
35,42,RECOVERY,FONTELLA BASS,CHESS
36,New,ATTACK,TOYS,STATESIDE
37,New,BREAKIN' UP IS BREAKIN' MY HEART,ROY ORBISON,LONDON
38,New,THESE BOOTS ARE MADE FOR WALKIN',NANCY SINATRA,REPRISE
39,47,DON'T MAKE ME OVER,SWINGING BLUE JEANS,HMV
40,45,TCHAIKOVSKY ONE,SECOND CITY SOUND,DECCA
41,22,MY GENERATION,THE WHO,BRUNSWICK
42,32,A LOVER'S CONCERTO,TOYS,STATESIDE
43,35,THUNDERBALL,TOM JONES,DECCA
44,New,LITTLE BY LITTLE,DUSTY SPRINGFIELD,PHILIPS
45,38,I STAND ACCUSED,MERSEYBEATS,FONTANA
46,New,TOMORROW,SANDIE SHAW,PYE
47,New,WITCHES BREW,JANIE JONES,HMV
48,39,"HELLO, DOLLY!",THE BACHELORS,DECCA
49,New,THINK,CHRIS FARLOWE,IMMEDIATE
50,44,JEALOUS HEART,CONNIE FRANCIS,MGM
