position,lastWeek,title,artist,label
1,1,UPTOWN FUNK,MARK RONSON FT BRUNO MARS,COLUMBIA
2,50,LIPS ARE MOVIN,MEGHAN TRAINOR,EPIC
3,3,TAKE ME TO CHURCH,HOZIER,RUBY WORKS
4,2,WISH YOU WERE MINE,PHILIP GEORGE,3 BEAT/AATW
5,4,UP,OLLY MURS FT DEMI LOVATO,EPIC
6,5,THINKING OUT LOUD,ED SHEERAN,ASYLUM
7,7,HEROES (WE COULD BE),ALESSO FT TOVE LO,VIRGIN
8,16,THE NIGHTS,AVICII,POSITIVA/PRMD
9,6,BLANK SPACE,TAYLOR SWIFT,EMI
10,8,SOMETHING I NEED,BEN HAENOW,SYCO MUSIC
11,13,ELASTIC HEART,SIA,MONKEY PUZZLE/RCA
12,10,LIKE I CAN,SAM SMITH,CAPITOL
13,12,REAL LOVE,CLEAN BANDIT FT JESS GLYNNE,ATLANTIC
14,11,ALL ABOUT THAT BASS,MEGHAN TRAINOR,EPIC
15,15,I LOVED YOU,BLONDE FT MELISSA STEEL,PARLOPHONE
16,14,OUTSIDE,CALVIN HARRIS/ELLIE GOULDING,COLUMBIA
17,28,COOL KIDS,ECHOSMITH,WARNER BROS
18,9,PROMESSES,TCHAMI FT KALEEM TAYLOR,MINISTRY OF SOUND
19,26,SHAKE IT OFF,TAYLOR SWIFT,EMI
20,17,BUDAPEST,GEORGE EZRA,COLUMBIA
21,21,I'M NOT THE ONLY ONE,SAM SMITH,CAPITOL
22,19,CHANDELIER,SIA,MONKEY PUZZLE/RCA
23,22,DANGEROUS,DAVID GUETTA FT SAM MARTIN,PARLOPHONE
24,25,BLAME IT ON ME,GEORGE EZRA,COLUMBIA
25,18,NIGHT CHANGES,ONE DIRECTION,SYCO MUSIC
26,20,WRAPPED UP,OLLY MURS FT TRAVIE MCCOY,EPIC
27,24,STAY WITH ME,SAM SMITH,CAPITOL
28,23,BANG BANG,JESSIE J/GRANDE/MINAJ,LAVA/REPUBLIC RECORDS
29,31,HOLD BACK THE RIVER,JAMES BAY,VIRGIN
30,27,THESE DAYS,TAKE THAT,POLYDOR
,,,,
31,32,DON'T TELL 'EM,JEREMIH FT YG,DEF JAM
32,29,DON'T,ED SHEERAN,ASYLUM
33,33,ALL OF ME,JOHN LEGEND,COLUMBIA
34,30,STEAL MY GIRL,ONE DIRECTION,SYCO MUSIC
35,35,SING,ED SHEERAN,ASYLUM
36,37,CHANGING,SIGMA FT PALOMA FAITH,3 BEAT/AATW
37,36,BLAME,CALVIN HARRIS FT JOHN NEWMAN,COLUMBIA
38,38,PRAYER IN C,LILLY WOOD & ROBIN SCHULZ,ATLANTIC
39,34,7/11,BEYONCE,COLUMBIA
40,39,RATHER BE,CLEAN BANDIT FT JESS GLYNNE,ATLANTIC
41,62,EARNED IT,WEEKND,REPUBLIC RECORDS/XO
42,41,WAVES,MR PROBZ,LEFT LANE RECORDINGS
43,40,LET IT GO,IDINA MENZEL,WALT DISNEY
44,42,GHOST,ELLA HENDERSON,SYCO MUSIC
45,45,RUDE,MAGIC,SONY MUSIC
46,49,AM I WRONG,NICO & VINZ,WARNER BROS
47,43,HOTEL,KID INK FT CHRIS BROWN,RCA
48,55,LOVE ME HARDER,ARIANA GRANDE FT THE WEEKND,REPUBLIC RECORDS
49,44,LAST ALL NIGHT (KOALA),OLIVER HELDENS FT KSTEWART,FFRR
50,54,HAPPY,PHARRELL WILLIAMS,BACK LOT
51,46,DESIRE,YEARS & YEARS,POLYDOR
52,47,JEALOUS,LABRINTH,SYCO MUSIC
53,56,RIPTIDE,VANCE JOY,INFECTIOUS MUSIC
54,60,I SEE FIRE,ED SHEERAN,DECCA
55,New,SUGAR,MAROON 5,INTERSCOPE
56,58,SUPERHEROES,SCRIPT,COLUMBIA
57,52,YOURS,ELLA HENDERSON,SYCO MUSIC
58,51,LISTEN TO THE MAN,GEORGE EZRA,COLUMBIA
59,59,ANIMALS,MAROON 5,INTERSCOPE
60,85,CENTURIES,FALL OUT BOY,ISLAND
,,,,
61,89,AMERICAN BEAUTY/AMERICAN PSYCHO,FALL OUT BOY,DEF JAM
62,57,A SKY FULL OF STARS,COLDPLAY,PARLOPHONE
63,68,MY HEAD IS A JUNGLE,WANKELMUT & EMMA LOUISE,POSITIVA
64,65,PHOTOGRAPH,ED SHEERAN,ASYLUM
65,63,BREAK FREE,ARIANA GRANDE FT ZEDD,REPUBLIC RECORDS
66,53,UNDER THE SHADOWS,RAE MORRIS,ATLANTIC
67,New,ONLY ONE,NATHAN GRISDALE,BOXX GEOMA
68,61,MONEY ON MY MIND,SAM SMITH,CAPITOL
69,80,FIRESTONE,KYGO FT CONRAD SEWELL,EPIC
70,69,UGLY HEART,GRL,KEMOSABE/RCA
71,70,GECKO (OVERDRIVE),OLIVER HELDENS & BECKY HILL,FFRR/MUSICAL FREEDOM
