position,lastWeek,title,artist,label
1,1,STAY,SHAKESPEARS SISTER,LONDON
2,5,MY GIRL {1992},THE TEMPTATIONS,EPIC
3,7,I LOVE YOUR SMILE {1992},SHANICE,MOTOWN
4,4,I'M DOING FINE NOW,THE PASADENAS,COLUMBIA
5,10,IT'S A FINE DAY,OPUS III,PWL INTERNATIONAL
6,3,REMEMBER THE TIME,MICHAEL JACKSON,EPIC
7,2,GOODNIGHT GIRL,WET WET WET,PRECIOUS ORGANISATION
8,11,THOUGHT I'D DIED AND GONE TO HEAVEN,BRYAN ADAMS,A&M
9,9,FOR YOUR BABIES,SIMPLY RED,EAST WEST
10,15,IT MUST BE LOVE {1992},MADNESS,VIRGIN
11,8,TWILIGHT ZONE,2 UNLIMITED,PWL CONTINENTAL
12,14,LIVE IN MANCHESTER (PARTS 1 AND 2),N-JOI,DECONSTRUCTION
13,6,I WONDER WHY,CURTIS STIGERS,ARISTA
14,21,ARE YOU READY TO FLY,ROZALLA,PULSE
15,New,DRAGGING ME DOWN,INSPIRAL CARPETS,COW
16,18,ALIVE,PEARL JAM,EPIC
17,25,LAID SO LOW (TEARS ROLL DOWN),TEARS FOR FEARS,FONTANA
18,New,I KNOW,NEW ATLANTIC,3 BEAT
19,New,MAKE IT ON MY OWN,ALISON LIMERICK,ARISTA
20,33,COVERS (EP),EVERYTHING BUT THE GIRL,BLANCO
21,13,BOHEMIAN RHAPSODY/THESE ARE THE DAYS OF OUR LIVES,QUEEN,PARLOPHONE
22,17,STEEL BARS,MICHAEL BOLTON,COLUMBIA
23,New,WEATHER WITH YOU,CROWDED HOUSE,CAPITOL
24,44,COLD DAY IN HELL,GARY MOORE,VIRGIN
25,12,GIVE ME JUST A LITTLE MORE TIME,KYLIE MINOGUE,PWL
26,34,HARDCORE HEAVEN/YOU AND ME,DJ SEDUCTION,FFRREEDOM
27,35,MASSIVE ATTACK (EP),MASSIVE ATTACK,WILD BUNCH
28,20,LOVE MOVES (IN MYSTERIOUS WAYS),JULIA FORDHAM,CIRCA
29,42,REALITY USED TO BE A FRIEND OF MINE,PM DAWN,GEE STREET
30,16,THE BOUNCER,KICKS LIKE A MULE,TRIBAL BASS
,,,,
31,40,CRUCIFIED {1992},ARMY OF LOVERS,TON SON TON
32,36,THE EP (BRAND NEW MIXES),ZERO B,FFRREEDOM
33,24,DREAM COME TRUE,THE BRAND NEW HEAVIES,FFRR
34,New,DON'T LET IT SHOW ON YOUR FACE,ADEVA,COOLTEMPO
35,27,LOVE IS EVERYWHERE,CICERO,SPAGHETTI
36,57,STANDING IN THE NEED OF LOVE,RIVER CITY PEOPLE,EMI
37,New,PURE PLEASURE,DIGITAL EXCITATION,R&S
38,28,OPTIMISTIC {1992},THE SOUNDS OF BLACKNESS,PERSPECTIVE
39,New,VIOLET,SEAL,ZTT
40,New,ACCIDENT WAITING TO HAPPEN (EP),BILLY BRAGG,GO! DISCS
41,41,COLOURED KISSES,MARTIKA,COLUMBIA
42,New,ON EVERY STREET,DIRE STRAITS,VERTIGO
43,23,I CAN'T DANCE,GENESIS,VIRGIN
44,39,THE BIG ONES GET AWAY,BUFFY SAINTE-MARIE,ENSIGN
45,30,GOD GAVE ROCK AND ROLL TO YOU II,KISS,INTERSCOPE
46,26,DIXIE-NARCO (EP),PRIMAL SCREAM,CREATION
47,22,BORN OF FRUSTRATION,JAMES,FONTANA
48,73,LOVER LOVER LOVER,IAN McCULLOCH,EAST WEST
49,32,THE FORCE BEHIND THE POWER,DIANA ROSS,EMI
50,31,I'LL CRY FOR YOU,EUROPE,EPIC
51,New,HEART OF SOUL,THE CULT,BEGGARS BANQUET
52,19,REVERENCE,THE JESUS AND MARY CHAIN,BLANCO
53,New,SHADES OF PARANOIMIA,THE ART OF NOISE,CHINA
54,37,MUTATIONS (EP),ORBITAL,FFRR
55,43,FAR OUT,SON'Z OF A LOOP-DE-LOOP ERA,SUBURBAN BASE
56,29,LEAVE THEM ALL BEHIND,RIDE,CREATION
57,38,LOVE THING,TINA TURNER,CAPITOL
58,49,CRUEL,PUBLIC IMAGE LIMITED,VIRGIN
59,48,CHIC MYSTIQUE,CHIC,WARNER BROTHERS
60,New,PRESSURE,SUNSCREEM,SONY
,,,,
61,New,GOOD FRIEND,PARIS RED,COLUMBIA
62,63,SHE'S A RAINBOW,WORLD OF TWIST,CIRCA
63,56,EVERYBODY GETS A SECOND CHANCE,MIKE AND THE MECHANICS,VIRGIN
64,Re,INSSOMNIAK,DJPC,HYPE
65,62,MIG29,MIG29,CHAMPION
66,45,CAN YOU HANDLE IT? FT SHARON REDD,DNA FEATURING SHARON REDD,EMI
67,52,DIAMANTE FT RANDY CRAWFORD,ZUCCHERO FEATURING RANDY CRAWFORD,LONDON
68,55,GET DOWN,M-D-EMM,STRICTLY UNDERGROUND
69,New,SHEELA-NA-GIG,PJ HARVEY,TOO PURE
70,47,WE GOT A LOVE THANG,CE CE PENISTON,A&M
71,46,EVERYBODY IN THE PLACE (EP),THE PRODIGY,XL RECORDINGS
72,50,VISIONS OF YOU,JAH WOBBLE'S INVADERS OF THE HEART,OVAL
73,54,MOIRA JANE'S CAFE,DEFINITION OF SOUND,CIRCA
74,New,HOLY DAYS,ZOE,M&G
75,51,ALONE WITH YOU,TEXAS,MERCURY
