position,lastWeek,title,artist,label
1,1,CARA MIA,DAVID WHITFIELD WITH MANTOVANI AND HIS ORCHESTRA,DECCA
2,5,THREE COINS IN THE FOUNTAIN,FRANK SINATRA,CAPITOL
3,2,LITTLE THINGS MEAN A LOT,KITTY KALLEN,BRUNSWICK
4,4,WANTED,AL MARTINO,CAPITOL
5,6,IDLE GOSSIP,PERRY COMO,HMV
6,3,SECRET LOVE,DORIS DAY,PHILIPS
7,8,THE LITTLE SHOEMAKER,PETULA CLARK,POLYGON
8,7,WANTED,PERRY COMO,HMV
9,9,THREE COINS IN THE FOUNTAIN,FOUR ACES,BRUNSWICK
10,11,RACHMANINOFF'S 18TH VARIATION ON A THEME BY PAGANINI (THE STORY OF THREE LOVES),WINIFRED ATWELL,PHILIPS
11,12,(OH BABY MINE) I GET SO LONELY,FOUR KNIGHTS,CAPITOL
12,10,SUCH A NIGHT,JOHNNIE RAY,PHILIPS
