position,lastWeek,title,artist,label
1,4,I KISSED A GIRL,KATY PERRY,VIRGIN
2,1,ALL SUMMER LONG,KID ROCK,ATLANTIC
3,2,DANCE WIV ME,DIZZEE RASCAL/HARRIS/CHROME,DIRTEE STANK
4,3,THE MAN WHO CAN'T BE MOVED,SCRIPT,PHONOGENIC
5,New,LOVE IS NOISE,VERVE,PARLOPHONE
6,5,NO AIR,JORDIN SPARKS FT CHRIS BROWN,JIVE
7,10,5 YEARS TIME,NOAH & THE WHALE,VERTIGO
8,6,CLOSER,NE-YO,DEF JAM
9,34,DISTURBIA,RIHANNA,MERCURY
10,7,ALL I EVER WANTED,BASSHUNTER,HARD2BEAT
11,9,SHUT UP AND LET ME GO,TING TINGS,COLUMBIA
12,11,STAY WITH ME,IRONIK,ASYLUM
13,8,IF THIS IS LOVE,SATURDAYS,FASCINATION
14,18,VIVA LA VIDA,COLDPLAY,PARLOPHONE
15,16,I LIKE YOU SO MUCH BETTER WHEN YOU'RE,IDA MARIA,WATERFALL RECORDS
16,12,SWEET ABOUT ME,GABRIELLA CILMI,UNIVERSAL
17,13,GIVE IT 2 ME,MADONNA,WARNER BROS
18,14,TAKE A BOW,RIHANNA,DEF JAM
19,19,FOREVER,CHRIS BROWN,JIVE
20,17,THAT'S NOT MY NAME,TING TINGS,COLUMBIA
21,15,BLACK & GOLD,SAM SPARRO,ISLAND
22,21,HOMETOWN GLORY,ADELE,XL RECORDINGS
23,45,BODY ON ME,NELLY FT AKON & ASHANTI,ISLAND
24,20,WARWICK AVENUE,DUFFY,A&M
25,23,DISCOLIGHTS,ULTRABEAT VS DARREN STYLES,ALL AROUND THE WORLD
26,22,WE MADE IT,BUSTA RHYMES FT LINKIN PARK,INTERSCOPE/WARNERS
27,55,ROCKSTAR,NICKELBACK,ROADRUNNER
28,51,BECAUSE THE NIGHT,CASCADA,ALL AROUND THE WORLD
29,26,PHOTOGRAPH,NICKELBACK,ROADRUNNER
30,25,MOVING MOUNTAINS,USHER,LAFACE
,,,,
31,24,LOVE SONG,SARA BAREILLES,COLUMBIA
32,27,WEARING MY ROLEX,WILEY,ASYLUM
33,28,LOW,FLO RIDA FT T-PAIN,ATLANTIC
34,New,BADITUDE,SPOON/HARRIS/OBERNIK,TOOLROOM
35,29,CRY FOR YOU,SEPTEMBER,HARD2BEAT
36,30,AMERICAN BOY,ESTELLE FT KANYE WEST,ATLANTIC/HOMESCHOOL
37,33,ALL THE TIMES I CRIED,SHARLEEN SPITERI,MERCURY
