position,lastWeek,title,artist,label
1,1,LOOK AT THAT GIRL,GUY MITCHELL,PHILIPS
2,7,WHERE THE WINDS BLOW,FRANKIE LAINE,PHILIPS
3,2,I BELIEVE,FRANKIE LAINE,PHILIPS
4,4,LET'S WALK THAT-A-WAY,DORIS DAY AND JOHNNIE RAY,PHILIPS
5,5,TERRY'S THEME FROM 'LIMELIGHT',FRANK CHACKSFIELD,DECCA
6,3,THE SONG FROM THE MOULIN ROUGE,MANTOVANI,DECCA
7,Re,KISS,DEAN MARTIN,CAPITOL
8,8,TERRY'S THEME FROM 'LIMELIGHT',RON GOODWIN,PARLOPHONE
9,New,THE BRIDGE OF SIGHS,DAVID WHITFIELD,DECCA
10,6,CAN'T I?,NAT KING COLE,CAPITOL
11,11,ETERNALLY,JIMMY YOUNG,DECCA
12,9,MOTHER NATURE AND FATHER TIME,NAT KING COLE,CAPITOL
