position,lastWeek,title,artist,label
1,8,COZ I LUV YOU,SLADE,POLYDOR
2,1,MAGGIE MAY/REASON TO BELIEVE,ROD STEWART,MERCURY
3,2,THE WITCH QUEEN OF NEW ORLEANS,REDBONE,EPIC
4,5,TILL,TOM JONES,DECCA
5,3,SIMPLE GAME,THE FOUR TOPS,TAMLA MOTOWN
6,4,TIRED OF BEING ALONE,AL GREEN,LONDON
7,19,JOHNNY REGGAE,PIGLETS,BELL
8,17,I WILL RETURN,SPRINGWATER,POLYDOR
9,6,THE NIGHT THEY DROVE OLD DIXIE DOWN,JOAN BAEZ,VANGUARD
10,7,SULTANA,TITANIC,CBS
11,21,BANKS OF THE OHIO,OLIVIA NEWTON-JOHN,PYE INTERNATIONAL
12,13,BRANDY,SCOTT ENGLISH,HORSE
13,12,LOOK AROUND,VINCE HILL,COLUMBIA
14,9,FOR ALL WE KNOW,SHIRLEY BASSEY,UNITED ARTISTS
15,10,"TWEEDLE DEE, TWEEDLE DUM",MIDDLE OF THE ROAD,RCA
16,32,"GYPSYS, TRAMPS AND THIEVES",CHER,MCA
17,16,KEEP ON DANCING,BAY CITY ROLLERS,BELL
18,20,SUPERSTAR/FOR ALL WE KNOW,THE CARPENTERS,A&M
19,11,"FREEDOM COME, FREEDOM GO",FORTUNES,CAPITOL
20,24,RUN BABY RUN,NEWBEATS,LONDON
21,14,SPANISH HARLEM,ARETHA FRANKLIN,ATLANTIC
22,27,SURRENDER,DIANA ROSS,TAMLA MOTOWN
23,15,YOU'VE GOT A FRIEND,JAMES TAYLOR,WARNER BROTHERS
24,22,DID YOU EVER,NANCY SINATRA AND LEE HAZLEWOOD,REPRISE
25,18,BUTTERFLY,DANYEL GERARD,CBS
26,26,CHINATOWN,THE MOVE,HARVEST
27,30,LET'S SEE ACTION,THE WHO,TRACK
28,35,LADY LOVE BUG,CLODAGH RODGERS,RCA
29,New,ERNIE (THE FASTEST MILKMAN IN THE WEST),BENNY HILL,COLUMBIA
30,28,I'M LEAVIN',ELVIS PRESLEY,RCA
,,,,
31,34,PUT YOURSELF IN MY PLACE,ELGINS,TAMLA MOTOWN
32,25,HEY GIRL DON'T BOTHER ME,THE TAMS,PROBE
33,40,RIDERS ON THE STORM,THE DOORS,ELEKTRA
34,29,"ANOTHER TIME, ANOTHER PLACE",ENGELBERT HUMPERDINCK,DECCA
35,43,GYPSY EYES/REMEMBER,JIMI HENDRIX,TRACK
36,31,MAMMY BLUE,ROGER WHITTAKER,COLUMBIA
37,New,JEEPSTER,T. REX,FLY
38,23,TAP TURNS ON THE WATER,CCS,RAK
39,33,ALEXANDER GRAHAM BELL,THE SWEET,RCA
40,38,DADDY DON'T YOU WALK SO FAST,DANIEL BOONE,PENNY FARTHING
41,36,THE LIGHTNING TREE,SETTLERS,YORK
42,47,MY LITTLE GIRL,AUTUMN,PYE
43,39,COUSIN NORMAN,MARMALADE,DECCA
44,41,SOLDIER BLUE,BUFFY SAINTE-MARIE,RCA
45,New,SING A SONG OF FREEDOM,CLIFF RICHARD,COLUMBIA
46,49,CHIRPY CHIRPY CHEEP CHEEP,MIDDLE OF THE ROAD,RCA
47,46,NEVER ENDING SONG OF LOVE,THE NEW SEEKERS,PHILIPS
48,New,FIREBALL,DEEP PURPLE,HARVEST
49,48,MAMMY BLUE,LOS POP TOPS,A&M
50,New,BURUNDI BLACK,BURUNDI STEIPHENSON BLACK,BARCLAY
