position,lastWeek,title,artist,label
1,1,GREEN GREEN GRASS OF HOME,TOM JONES,DECCA
2,3,WHAT WOULD I BE,VAL DOONICAN,DECCA
3,6,MORNINGTOWN RIDE,SEEKERS,COLUMBIA
4,4,MY MIND'S EYE,THE SMALL FACES,DECCA
5,2,GOOD VIBRATIONS,THE BEACH BOYS,CAPITOL
6,9,FRIDAY ON MY MIND,EASYBEATS,UNITED ARTISTS
7,11,DEAD END STREET,THE KINKS,PYE
8,5,GIMME SOME LOVING,SPENCER DAVIS GROUP,FONTANA
9,15,YOU KEEP ME HANGIN' ON,THE SUPREMES,TAMLA MOTOWN
10,12,WHAT BECOMES OF THE BROKENHEARTED,JIMMY RUFFIN,TAMLA MOTOWN
11,8,JUST ONE SMILE,GENE PITNEY,STATESIDE
12,7,SEMI-DETACHED SUBURBAN MR JAMES,MANFRED MANN,FONTANA
13,31,SUNSHINE SUPERMAN,DONOVAN,PYE
14,14,DISTANT DRUMS,JIM REEVES,RCA
15,10,HOLY COW,LEE DORSEY,STATESIDE
16,20,IF EVERY DAY WAS LIKE CHRISTMAS,ELVIS PRESLEY,RCA
17,32,SAVE ME,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",FONTANA
18,13,REACH OUT I'LL BE THERE,THE FOUR TOPS,TAMLA MOTOWN
19,26,THERE WON'T BE MANY COMING HOME,ROY ORBISON,LONDON
20,16,HIGH TIME,PAUL JONES,HMV
21,34,UNDER NEW MANAGEMENT,THE BARRON KNIGHTS,COLUMBIA
22,30,WALK WITH FAITH IN YOUR HEART,THE BACHELORS,DECCA
23,17,IF I WERE A CARPENTER,BOBBY DARIN,ATLANTIC
24,21,THE WHITE CLIFFS OF DOVER,THE RIGHTEOUS BROTHERS,LONDON
25,22,SOMEWHERE MY LOVE,MIKE SAMMES SINGERS,HMV
26,19,STOP STOP STOP,THE HOLLIES,PARLOPHONE
27,23,FA-FA-FA-FA-FA (SAD SONG),OTIS REDDING,ATLANTIC
28,18,A LOVE LIKE YOURS,IKE AND TINA TURNER,LONDON
29,29,WINCHESTER CATHEDRAL,NEW VAUDEVILLE BAND,FONTANA
30,New,HAPPY JACK,THE WHO,REACTION
,,,,
31,28,GUANTANAMERA,SANDPIPERS,PYE INTERNATIONAL
32,38,I'M READY FOR LOVE,MARTHA AND THE VANDELLAS,TAMLA MOTOWN
33,24,HELP ME GIRL,ERIC BURDON AND THE ANIMALS,DECCA
34,45,"PAMELA, PAMELA",WAYNE FONTANA,FONTANA
35,25,I CAN'T CONTROL MYSELF,TROGGS,PAGE ONE
36,New,IN THE COUNTRY,CLIFF RICHARD AND THE SHADOWS,COLUMBIA
37,37,TIME DRAGS BY,CLIFF RICHARD,COLUMBIA
38,27,A FOOL AM I,CILLA BLACK,PARLOPHONE
39,New,ANYWAY THAT YOU WANT ME,TROGGS,PAGE ONE
40,New,DEADLIER THAN THE MALE,WALKER BROTHERS,PHILIPS
41,47,EAST WEST,HERMAN'S HERMITS,COLUMBIA
42,33,NO MILK TODAY,HERMAN'S HERMITS,COLUMBIA
43,35,THINK SOMETIMES ABOUT ME,SANDIE SHAW,PYE
44,43,MISSY MISSY,PAUL AND BARRY RYAN,DECCA
45,50,CALL HER YOUR SWEETHEART,FRANK IFIELD,COLUMBIA
46,New,THAT'S LIFE,FRANK SINATRA,REPRISE
47,New,(I KNOW) I'M LOSING YOU,THE TEMPTATIONS,TAMLA MOTOWN
48,42,HEART,RITA PAVONE,RCA
49,New,MUSTANG SALLY,WILSON PICKETT,ATLANTIC
50,New,I FEEL FREE,CREAM,REACTION
