position,lastWeek,title,artist,label
1,1,NO OTHER LOVE,RONNIE HILTON,HMV
2,4,A TEAR FELL,TERESA BREWER,VOGUE CORAL
3,2,THE POOR PEOPLE OF PARIS,WINIFRED ATWELL,DECCA
4,7,I'LL BE HOME,PAT BOONE,LONDON
5,3,MY SEPTEMBER LOVE,DAVID WHITFIELD,DECCA
6,5,ROCK AND ROLL WALTZ,KAY STARR,HMV
7,10,LOST JOHN/STEWBALL,LONNIE DONEGAN,PYE NIXA
8,14,HEARTBREAK HOTEL,ELVIS PRESLEY,HMV
9,8,THE HAPPY WHISTLER,DON ROBERTSON,CAPITOL
10,9,MAIN TITLE THEME FROM 'MAN WITH THE GOLDEN ARM',BILLY MAY,CAPITOL
11,12,ONLY YOU,HILLTOPPERS,LONDON
12,11,A THEME FROM 'THE THREEPENNY OPERA' (MACK THE KNIFE),LOUIS ARMSTRONG WITH HIS ALL-STARS,PHILIPS
13,6,IT'S ALMOST TOMORROW,DREAMWEAVERS,BRUNSWICK
14,18,BLUE SUEDE SHOES,CARL PERKINS,LONDON
15,New,HOT DIGGITY (DOG ZIGGITY BOOM),PERRY COMO,HMV
16,New,BLUE SUEDE SHOES,ELVIS PRESLEY,HMV
17,13,YOU CAN'T BE TRUE TO TWO,DAVE KING WITH THE KEYNOTES,DECCA
17,15,MOUNTAIN GREENERY,MEL TORME,VOGUE CORAL
19,17,TOO YOUNG TO GO STEADY,NAT 'KING' COLE,CAPITOL
20,19,PORT AU PRINCE,WINIFRED ATWELL AND FRANK CHACKSFIELD,DECCA
21,20,ROCK ISLAND LINE,LONNIE DONEGAN,DECCA
22,16,SEE YOU LATER ALLIGATOR,BILL HALEY AND HIS COMETS,BRUNSWICK
23,New,THE SAINTS ROCK 'N' ROLL,BILL HALEY AND HIS COMETS,BRUNSWICK
24,26,AIN'T MISBEHAVIN',JOHNNIE RAY,PHILIPS
25,27,MEMORIES ARE MADE OF THIS,DEAN MARTIN,CAPITOL
26,21,THE GREAT PRETENDER,JIMMY PARKINSON,COLUMBIA
27,New,OUT OF TOWN,MAX BYGRAVES,HMV
28,New,IVORY TOWER,THREE KAYES,HMV
29,30,JUKE BOX BABY,PERRY COMO,HMV
30,22,MEMORIES ARE MADE OF THIS,DAVE KING WITH THE KEYNOTES,DECCA
