position,lastWeek,title,artist,label
1,2,WHEREVER I LAY MY HAT (THAT'S MY HOME),PAUL YOUNG,CBS
2,3,I.O.U.,FREEEZ,BEGGARS BANQUET
3,1,BABY JANE,ROD STEWART,WARNER BROTHERS
4,9,WHO'S THAT GIRL?,EURYTHMICS,RCA
5,4,MOONLIGHT SHADOW,MIKE OLDFIELD,VIRGIN
6,6,COME LIVE WITH ME,HEAVEN 17,VIRGIN
7,10,DOUBLE DUTCH,MALCOLM MCLAREN,CHARISMA
8,5,FLASHDANCE....WHAT A FEELING,IRENE CARA,CASABLANCA
9,7,WAR BABY,TOM ROBINSON,PANIC
10,8,IT'S OVER,FUNK MASTERS,MASTER FUNK RECORDS
11,21,CRUEL SUMMER,BANANARAMA,LONDON
12,17,THE WALK,THE CURE,FICTION
13,16,ALL NIGHT LONG,MARY JANE GIRLS,GORDY
14,New,WRAPPED AROUND YOUR FINGER,THE POLICE,A&M
15,30,NEVER STOP,ECHO & THE BUNNYMEN,KOROVA
16,18,FORBIDDEN COLOURS,DAVID SYLVIAN AND RIUICHI SAKAMOTO,VIRGIN
17,13,ROCK 'N' ROLL IS KING,ELECTRIC LIGHT ORCHESTRA,JET
18,19,TANTALISE (WO WO EE YEH YEH),JIMMY THE HOOVER,INNERVISION
19,12,THE TROOPER,IRON MAIDEN,EMI
20,23,DON'T TRY TO STOP IT,ROMAN HOLLIDAY,JIVE
21,New,THE CROWN,GARY BYRD AND THE GB EXPERIENCE,MOTOWN
22,11,DEAD GIVEAWAY,SHALAMAR,SOLAR
23,New,IT'S LATE,SHAKIN' STEVENS,EPIC
24,14,TAKE THAT SITUATION,NICK HEYWARD,ARISTA
25,29,SHE WORKS HARD FOR THE MONEY,DONNA SUMMER,MERCURY
26,15,I GUESS THAT'S WHY THEY CALL IT THE BLUES,ELTON JOHN,ROCKET
27,36,THE FIRST PICTURE OF YOU,LOTUS EATERS,SYLVAN
28,20,EVERY BREATH YOU TAKE,THE POLICE,A&M
29,New,DO IT AGAIN-BILLIE JEAN (MEDLEY),CLUBHOUSE,ISLAND
30,64,GIVE IT UP,KC AND THE SUNSHINE BAND,EPIC
,,,,
31,46,FEEL LIKE MAKIN' LOVE,GEORGE BENSON,WARNER BROTHERS
32,43,RIGHT NOW,CREATURES,WONDERLAND
33,34,TELL ME WHY,MUSICAL YOUTH,MCA
34,32,EVERYDAY I WRITE THE BOOK,ELVIS COSTELLO AND THE ATTRACTIONS,F. BEAT
35,54,WATCHING,THE THOMPSON TWINS,ARISTA
36,24,BAD BOYS,WHAM!,INNERVISION
37,25,WAITING FOR A TRAIN,FLASH AND THE PAN,EASYBEAT
38,50,TROUBLE IN PARADISE,AL JARREAU,WEA INTERNATIONAL
39,39,AFTER A FASHION,MIDGE URE AND MICK KARN,MUSICFEST
40,44,GIVE IT SOME EMOTION,TRACIE,RESPOND
41,New,EVERYTHING COUNTS,DEPECHE MODE,MUTE
42,38,GET DOWN SATURDAY NIGHT,OLIVER CHEATHAM,MCA
43,22,WHEN WE WERE YOUNG,BUCKS FIZZ,RCA
44,33,IT'S A MISTAKE,MEN AT WORK,EPIC
45,42,MESSAGES FROM THE STARS,RAH BAND,TMT
46,53,LOVE TO STAY,ALTERED IMAGES,EPIC
47,49,BIG LOG,ROBERT PLANT,WEA
48,45,NEVER GONNA LET YOU GO,SERGIO MENDES,A&M
49,27,CHINA GIRL,DAVID BOWIE,EMI AMERICA
50,28,WANNA BE STARTIN' SOMETHING,MICHAEL JACKSON,EPIC
51,88,PIECES OF ICE,DIANA ROSS,CAPITOL
52,61,BETWEEN THE SHEETS,THE ISLEY BROTHERS,EPIC
53,67,"WATCHING YOU, WATCHING ME",DAVID GRANT,CHRYSALIS
54,26,CONFUSION (HITS US EVERY TIME),TRUTH,FORMATION
55,41,TRANSFER AFFECTION,A FLOCK OF SEAGULLS,JIVE
56,60,SHE BLINDED ME WITH SCIENCE {1983},THOMAS DOLBY,VENICE IN PERIL
57,35,NOBODY'S DIARY,YAZOO,MUTE
58,55,HOLD IT,TIN TIN,CURVE
59,31,DREAM TO SLEEP,H2O,RCA
60,56,YOU AIN'T REALLY DOWN,STATUS IV,TMT
,,,,
61,37,LADY LOVE ME (ONE MORE TIME),GEORGE BENSON,WARNER BROTHERS
62,62,I DON'T REMEMBER,PETER GABRIEL,CHARISMA
63,58,MY HEART'S BEATING WILD,GIBSON BROTHERS,STIFF
64,63,SHE'S THE MASTER (OF THE GAME),RICHARD JON SMITH,JIVE
65,75,KEEP GIVING ME LOVE,D TRAIN,PRELUDE
66,100,HAPPY,MICHAEL JACKSON,TAMLA MOTOWN
67,57,BRING IT ON... BRING IT ON,JAMES BROWN,SONET
68,77,FALLING IN LOVE,SURFACE,SALSOUL
69,47,BUFFALO SOLDIER,BOB MARLEY & THE WAILERS,ISLAND/TUFF GONG
70,New,(DO YOU REALLY LOVE ME) TELL ME LOVE,MICHAEL WYCOFF,RCA
71,70,WE CAN WORK IT OUT,BRASS CONSTRUCTION,CAPITOL
72,98,ALWAYS SOMETHING THERE TO REMIND ME,NAKED EYES,EMI
