position,lastWeek,title,artist,label
1,1,WHY DO FOOLS FALL IN LOVE FT FRANKIE LYMON,TEENAGERS FEATURING FRANKIE LYMON,COLUMBIA
2,2,I'LL BE HOME,PAT BOONE,LONDON
3,12,WHATEVER WILL BE WILL BE (QUE SERA SERA),DORIS DAY,PHILIPS
4,4,HEARTBREAK HOTEL,ELVIS PRESLEY,HMV
5,7,WALK HAND IN HAND,TONY MARTIN,HMV
6,3,ALL STAR HIT PARADE (EP),VARIOUS ARTISTS,DECCA
7,6,HOT DIGGITY (DOG ZIGGITY BOOM),PERRY COMO,HMV
8,5,I'M WALKING BACKWARDS FOR CHRISTMAS/BLUEBOTTLE BLUES,GOONS,DECCA
9,10,WHO ARE WE,RONNIE HILTON,HMV
10,12,THE WAYWARD WIND,TEX RITTER,CAPITOL
11,7,EXPERIMENTS WITH MICE,JOHNNY DANKWORTH,PARLOPHONE
12,9,THE WAYWARD WIND,GOGI GRANT,LONDON
13,17,THE SAINTS ROCK 'N' ROLL,BILL HALEY AND HIS COMETS,BRUNSWICK
14,10,LOST JOHN/STEWBALL,LONNIE DONEGAN,PYE NIXA
15,21,SWEET OLD-FASHIONED GIRL,TERESA BREWER,VOGUE CORAL
16,14,MOONGLOW AND THE THEME FROM 'PICNIC',MORRIS STOLOFF,BRUNSWICK
17,16,MY SEPTEMBER LOVE,DAVID WHITFIELD,DECCA
18,20,LEFT BANK,WINIFRED ATWELL,DECCA
19,New,WALK HAND IN HAND,RONNIE CARROLL,PHILIPS
20,Re,MOUNTAIN GREENERY,MEL TORME,VOGUE CORAL
20,19,BAD PENNY BLUES,HUMPHREY LYTTELTON BAND,PARLOPHONE
22,15,SONGS FOR SWINGIN' LOVERS (LP),FRANK SINATRA,CAPITOL
23,21,TOO YOUNG TO GO STEADY,NAT 'KING' COLE,CAPITOL
24,New,ROCK ISLAND LINE/HEARTBREAK HOTEL,STAN FREBERG AND HIS SNIFFLE GROUP,CAPITOL
25,28,THE BIRDS AND THE BEES,ALMA COGAN,HMV
26,26,THE FAITHFUL HUSSAR,TED HEATH AND HIS MUSIC,DECCA
27,New,LONG TALL SALLY,PAT BOONE,LONDON
28,New,I'M IN LOVE AGAIN,FATS DOMINO,LONDON
29,Re,SERENADE,SLIM WHITMAN,LONDON
30,24,PORTUGUESE WASHERWOMAN,JOE 'FINGERS' CARR,CAPITOL
