position,lastWeek,title,artist,label
1,2,JOHNNY REMEMBER ME,JOHN LEYTON,TOP RANK
2,1,YOU DON'T KNOW,HELEN SHAPIRO,COLUMBIA
3,5,REACH FOR THE STARS/CLIMB EV'RY MOUNTAIN,SHIRLEY BASSEY,COLUMBIA
4,4,WELL I ASK YOU,EDEN KANE,DECCA
5,6,HALFWAY TO PARADISE,BILLY FURY,DECCA
6,3,ROMEO,PETULA CLARK,PYE
7,16,QUARTER TO THREE,U.S. BONDS,TOP RANK
8,15,MARCHETA,KARL DENVER,DECCA
9,14,PASADENA,TEMPERANCE SEVEN,PARLOPHONE
10,8,HELLO MARY LOU/TRAVELIN' MAN,RICKY NELSON,LONDON
11,9,TIME,CRAIG DOUGLAS,TOP RANK
12,12,DON'T YOU KNOW IT?,ADAM FAITH,PARLOPHONE
13,10,YOU ALWAYS HURT THE ONE YOU LOVE,CLARENCE  'FROGMAN' HENRY,PYE INTERNATIONAL
14,19,THAT'S MY HOME,MR ACKER BILK,COLUMBIA
15,11,A GIRL LIKE YOU,CLIFF RICHARD,COLUMBIA
16,7,TEMPTATION,THE EVERLY BROTHERS,WARNER BROTHERS
17,13,HOW MANY TEARS,BOBBY VEE,LONDON
18,22,CUPID,SAM COOKE,RCA
19,17,BABY I DON'T CARE/VALLEY OF TEARS,BUDDY HOLLY,CORAL
20,18,RUNAWAY,DEL SHANNON,LONDON
21,20,WEEKEND,EDDIE COCHRAN,LONDON
22,41,AIN'T GONNA WASH FOR A WEEK,BROOK BROTHERS,PYE
23,28,WHEELS CHA CHA,JOE LOSS,HMV
24,26,A SCOTTISH SOLDIER,ANDY STEWART,TOP RANK
25,23,DUM DUM,BRENDA LEE,BRUNSWICK
26,25,FRIGHTENED CITY,THE SHADOWS,COLUMBIA
27,21,MOODY RIVER,PAT BOONE,LONDON
28,24,BUT I DO,CLARENCE  'FROGMAN' HENRY,PYE INTERNATIONAL
29,29,QUITE A PARTY,FIREBALLS,PYE INTERNATIONAL
30,31,WRITING ON THE WALL,TOMMY STEELE,DECCA
,,,,
31,New,SOMEDAY (YOU'LL BE SORRY),KENNY BALL AND HIS JAZZMEN,PYE JAZZ
32,34,THE BOLL WEEVIL SONG,BROOK BENTON,MERCURY
33,27,RUNNING SCARED,ROY ORBISON,LONDON
34,39,ONCE IN EVERY LIFETIME,KEN DODD,DECCA
35,New,MICHAEL ROW THE BOAT/LUMBERED,LONNIE DONEGAN,PYE
36,32,SURRENDER,ELVIS PRESLEY,RCA
37,44,LET'S TWIST AGAIN,CHUBBY CHECKER,COLUMBIA
38,New,I'M GOING HOME,GENE VINCENT,CAPITOL
39,New,SEA OF HEARTBREAK,DON GIBSON,RCA
40,37,WHAT KIND OF FOOL AM I?,ANTHONY NEWLEY,DECCA
41,40,SAY IT WITH FLOWERS,DOROTHY SQUIRES AND RUSS CONWAY,COLUMBIA
42,42,SAN ANTONIO ROSE,FLOYD CRAMER,RCA
43,33,WOODEN HEART,ELVIS PRESLEY,RCA
44,50,HEART AND SOUL,JAN AND DEAN,LONDON
45,48,TANSY,ALEX WELSH BAND,COLUMBIA
46,New,BREAKAWAY,SPRINGFIELDS,PHILIPS
47,New,PRETTY LITTLE ANGEL EYES,CURTIS LEE,LONDON
48,30,BABY SITTIN',BOBBY ANGELO AND THE TUXEDOS,HMV
49,36,YOU'LL NEVER KNOW,SHIRLEY BASSEY,COLUMBIA
50,47,GIRLS,JOHNNY BURNETTE,LONDON
