position,lastWeek,title,artist,label
1,1,MARY'S BOY CHILD,BONEY M,ATLANTIC/HANSA
2,2,Y.M.C.A.,THE VILLAGE PEOPLE,MERCURY
3,4,A TASTE OF AGGRO,THE BARRON KNIGHTS,EPIC
4,5,TOO MUCH HEAVEN,THE BEE GEES,RSO
5,8,YOU DON'T BRING ME FLOWERS,BARBRA STREISAND AND NEIL DIAMOND,CBS
6,11,LAY YOUR LOVE ON ME,RACEY,RAK
7,6,I LOST MY HEART TO A STARSHIP TROOPER,SARAH BRIGHTMAN AND HOT GOSSIP,ARIOLA/HANSA
8,3,DA 'YA' THINK I'M SEXY?,ROD STEWART,RIVA
9,7,LE FREAK,CHIC,ATLANTIC
10,22,SONG FOR GUY,ELTON JOHN,ROCKET
11,17,GREASED LIGHTNIN',JOHN TRAVOLTA,POLYDOR
12,9,ALWAYS AND FOREVER/MIND BLOWING DECISIONS,HEATWAVE,GTO
13,30,HIT ME WITH YOUR RHYTHM STICK,IAN AND THE BLOCKHEADS,STIFF
14,31,I'M EVERY WOMAN,CHAKA KHAN,WARNER BROTHERS
15,12,DON'T CRY OUT LOUD,ELKIE BROOKS,A&M
16,16,IN THE BUSH,MUSIQUE,CBS
17,10,HANGING ON THE TELEPHONE,BLONDIE,CHRYSALIS
18,19,SHOOTING STAR,DOLLAR,CARRERE
19,32,CHRISTMAS IN SMURFLAND,FATHER ABRAHAM AND THE SMURFS,DECCA
20,20,TOMMY GUN,THE CLASH,CBS
21,36,RAINING IN MY HEART,LEO SAYER,CHRYSALIS
22,18,DON'T LET IT FADE AWAY,DARTS,MAGNET
23,25,I'LL PUT YOU TOGETHER AGAIN,HOT CHOCOLATE,RAK
24,28,SEPTEMBER,EARTH WIND AND FIRE,CBS
25,27,DR. WHO,MANKIND,PINNACLE
26,23,PROMISES,BUZZCOCKS,UNITED ARTISTS
27,39,ONE NATION UNDER A GROOVE,FUNKADELIC,WARNER BROTHERS
28,13,RAT TRAP,THE BOOMTOWN RATS,ENSIGN
29,14,PRETTY LITTLE ANGEL EYES,SHOWADDYWADDY,ARISTA
30,42,PLEASE COME HOME FOR CHRISTMAS,EAGLES,ASYLUM
,,,,
31,29,INSTANT REPLAY,DAN HARTMAN,BLUE SKY
32,54,A LITTLE MORE LOVE,OLIVIA NEWTON-JOHN,EMI
33,38,DANCE (DISCO HEAT),SYLVESTER,FANTASY
34,34,ELO EP,ELECTRIC LIGHT ORCHESTRA,JET
35,63,HELLO THIS IS JOANNIE,PAUL EVANS,SPRING
36,40,MY LIFE,BILLY JOEL,EMI
37,48,MIRRORS,SALLY OLDFIELD,BRONZE
38,61,JUST THE WAY YOU ARE,BARRY WHITE,20TH CENTURY
39,21,I LOVE AMERICA,PATRICK JUVET,CASABLANCA
40,47,B-A-B-Y,RACHEL SWEET,STIFF
41,33,DARLIN',FRANKIE MILLER,CHRYSALIS
42,51,YOU NEEDED ME,ANNE MURRAY,CAPITOL
43,24,MY BEST FRIEND'S GIRL,THE CARS,ELEKTRA
44,43,SIX MILLION STEPS (WEST RUNS SOUTH),RANHI HARRIS AND FLO,MERCURY
45,26,HOPELESSLY DEVOTED TO YOU,OLIVIA NEWTON-JOHN,RSO
46,50,TAKE THAT TO THE BANK,SHALAMAR,RCA
47,53,SILENT NIGHT,THE DICKIES,A&M
48,15,PART TIME LOVE,ELTON JOHN,ROCKET
49,55,RAMA LAMA DING DONG,ROCKY SHARPE AND THE REPLAYS,CHISWICK
50,74,DON'T CRY FOR ME ARGENTINA,THE SHADOWS,EMI
51,37,GERM FREE ADOLESCENTS,X-RAY SPEX,EMI INTERNATIONAL
52,41,ACCIDENT PRONE,STATUS QUO,VERTIGO
53,44,SUMMER NIGHTS,JOHN TRAVOLTA AND OLIVIA NEWTON-JOHN,RSO
54,46,"NEW YORK, NEW YORK",GERARD KENNY,RCA
55,45,ANYWAY YOU DO IT,LIQUID GOLD,CREOLE
56,35,BICYCLE RACE/FAT BOTTOMED GIRLS,QUEEN,EMI
57,62,RIVERS OF BABYLON/BROWN GIRL IN THE RING,BONEY M,ATLANTIC/HANSA
58,73,LICK A SMURP FOR CHRISTMAS,FATHER ABRAPHART AND THE SMURPS,PETROL
59,49,I LOVE THE NIGHT LIFE,ALICIA BRIDGES,POLYDOR
60,New,THE LAST FAREWELL,MARINE BAND OF HMS ARK ROYAL,BBC
,,,,
61,New,HOW YOU GONNA SEE ME NOW,ALICE COOPER,WARNER BROTHERS
62,58,#1 DEE JAY,GOODY GOODY,ATLANTIC
63,70,SOUVENIRS,VOYAGE,GTO
64,66,JINGLE BELLS/HOKEY COKEY,JUDGE DREAD,EMI
65,New,COULD IT BE MAGIC,BARRY MANILOW,ARISTA
66,57,NIGHT DANCING,JOE FARRELL,WARNER BROTHERS
67,New,CAR 67,DRIVER 67,LOGO
68,60,SANDY,JOHN TRAVOLTA,POLYDOR
69,52,STUMBLIN' IN,SUZI QUATRO AND CHRIS NORMAN,RAK
70,56,BREAKING GLASS (EP),DAVID BOWIE,RCA
71,72,TOUCH OF VELVET - STING OF BRASS,RON GRAINER ORCHESTRA,CASINO CLASSICS
72,59,LYDIA,DEAN FRIEDMAN,LIFESONG
73,New,TAKE FOUR (EP),MIKE OLDFIELD,VIRGIN
74,New,"WHO, WHAT, WHEN, WHERE, WHY",THE MANHATTAN TRANSFER,ATLANTIC
75,64,LAY LOVE ON YOU,LUISA FERNANDEZ,WARNER BROTHERS
