position,lastWeek,title,artist,label
1,1,UNCHAINED MELODY,GARETH GATES,S
2,3,ME JULIE,ALI G AND SHAGGY,ISLAND
3,4,WHENEVER WHEREVER,SHAKIRA,EPIC
4,2,ANYTHING IS POSSIBLE/EVERGREEN,WILL YOUNG,S
5,New,4 MY PEOPLE,MISSY ELLIOTT,ELEKTRA
6,9,HOW YOU REMIND ME,NICKELBACK,ROADRUNNER
7,New,SHAKE UR BODY,SHY FX & T POWER FT DI,POSITIVA
8,5,TAINTED LOVE,MARILYN MANSON,MAVERICK
9,6,FLY BY II,BLUE,INNOCENT
10,10,SOMETHING,LASGO,POSITIVA
11,New,ONE DAY IN YOUR LIFE,ANASTACIA,EPIC
12,8,INSATIABLE,DARREN HAYES,COLUMBIA
13,11,AIN'T IT FUNNY,JENNIFER LOPEZ,EPIC
14,12,HERO,ENRIQUE IGLESIAS,INTERSCOPE
15,13,A NEW DAY HAS COME,CELINE DION,EPIC
16,New,SILENT SIGH,BADLY DRAWN BOY,TWISTED NERVE
17,7,FREEEK,GEORGE MICHAEL,POLYDOR
18,New,FLOWERS IN THE WINDOW,TRAVIS,INDEPENDIENTE
19,New,THE WHOLE WORLD,OUTKAST FT KILLER MIKE,LAFACE
20,15,THE WORLD'S GREATEST,R KELLY,JIVE
21,New,MOTIVATION,SUM 41,MERCURY
22,17,CARAMEL,CITY HIGH FT EVE,INTERSCOPE
23,27,GET THE PARTY STARTED,PINK,LAFACE
24,18,A WOMAN'S WORTH,ALICIA KEYS,J
25,21,OI,PLATINUM 45 FT MORE FIRE CREW,GO BEAT
26,New,AFTER HOURS,BLUETONES,MERCURY/A&M
27,19,WRONG IMPRESSION,NATALIE IMBRUGLIA,RCA
28,24,POINT OF VIEW,DB BOULEVARD,ILLUSTRIOUS
29,New,TREMBLE,MARC ET CLAUDE,POSITIVA
30,22,WORLD OF OUR OWN,WESTLIFE,S
,,,,
31,14,HOME AND DRY,PET SHOP BOYS,PARLOPHONE
32,25,SHOULDA WOULDA COULDA,BEVERLEY KNIGHT,PARLOPHONE
33,26,BREAK YA NECK,BUSTA RHYMES,J
34,28,IN YOUR EYES,KYLIE MINOGUE,PARLOPHONE
35,30,B WITH ME,MIS-TEEQ,INFERNO/TELSTAR
36,32,ALWAYS ON TIME,JA RULE FT ASHANTI,DEF JAM
37,New,WHERE'S MY,ADAM F FT LIL' MO,EMI
38,16,I WILL ALWAYS LOVE YOU,RIK WALLER,LIBERTY
39,34,YOU,S CLUB 7,POLYDOR
40,20,RUN TO THE HILLS,IRON MAIDEN,EMI
41,35,ADDICTED TO BASS,PURETONE,GUSTO
42,29,ON THE RUN,TILLMANN UHRMACHER,DIRECTION
43,37,WHAT ABOUT US,BRANDY,ATLANTIC
44,New,STILLNESS OF HEART,LENNY KRAVITZ,VIRGIN
45,52,CAUGHT IN THE MIDDLE,A1,COLUMBIA
46,23,POOR MISGUIDED FOOL,STARSAILOR,CHRYSALIS
47,33,CLOSE COVER,MINIMALISTIX,DATA/MOS
48,38,BAD BABYSITTER,PRINCESS SUPERSTAR,RAPSTER/K7
49,50,OVERPROTECTED,BRITNEY SPEARS,JIVE
50,36,MY SACRIFICE,CREED,EPIC
51,New,SO BEAUTIFUL,DJ INNOCENCE FT ALEX CHARLES,ECHO
52,31,BROKE,CASSIUS HENRY,BLACKLIST
53,57,HEY BABY,NO DOUBT,INTERSCOPE
54,54,GOTTA GET THRU THIS,DANIEL BEDINGFIELD,RELENTLESS
55,New,I WILL FOLLOW,UNA MAS,DEFECTED
56,66,TRUE LOVE NEVER DIES,FLIP & FILL FT KELLY LLORENNA,ALL AROUND THE WORLD
57,63,HANDS CLEAN,ALANIS MORISSETTE,MAVERICK
58,New,SHE SAID,JON SPENCER BLUES EXPLOSION,MUTE
59,40,THE FAKE SOUND OF PROGRESS,LOSTPROPHETS,VISIBLE NOISE
60,64,AM TO PM,CHRISTINA MILIAN,DEF SOUL
,,,,
61,41,LOVE FOOLOSOPHY,JAMIROQUAI,SONY S2
62,New,SOLD OUT EP,REEL BIG FISH,JIVE
63,68,MORE THAN A WOMAN,AALIYAH,VIRGIN
64,New,GLITTERBALL,FC KAHUNA,CITY ROCKERS
65,51,MOI LOLITA,ALIZEE,POLYDOR
66,46,NOTHING,A,LONDON
67,43,TOXICITY,SYSTEM OF A DOWN,COLUMBIA
68,New,NO STRESS,CYCLEFLY,RADIOACTIVE
69,44,MY GIRL MY GIRL,WARREN STACEY,DEF SOUL
70,New,NOTHING AT ALL,LUKE SLATER,MUTE
71,62,I THINK I LOVE YOU,KACI,CURB/LONDON
72,67,A MIND OF IT'S OWN,VICTORIA BECKHAM,VIRGIN
73,69,MOVIES,ALIEN ANT FARM,DREAMWORKS
74,Re,TOMORROW COMES TODAY,GORILLAZ,PARLOPHONE
75,39,MINDCIRCUS,WAY OUT WEST FT TRICIA LEE,DISTINCTIVE BREAKS
76,Re,CONTROL,PUDDLE OF MUDD,GEFFEN
77,70,MY SWEET LORD,GEORGE HARRISON,PARLOPHONE
78,Re,RUN,LIGHTHOUSE FAMILY,WILD CARD
79,New,ONE DAY I'LL FLY AWAY,NICOLE KIDMAN,INTERSCOPE
80,72,HANDBAGS AND GLADRAGS,STEREOPHONICS,V2
81,76,DANCE FOR ME,MARY J BLIGE FT COMMON,MCA
82,New,MIRAGE (OF HOPE),HEMSTOCK & JENNINGS,FIVE AM
83,48,WE THUGGIN',FAT JOE,ATLANTIC
84,New,SHINE,DJ ZARGOS & PACIFIC,TIDY TWO
85,Re,CRAZY RAP,AFROMAN,UNIVERSAL
86,42,USED FOR GLUE,RIVAL SCHOOLS,MERCURY
87,New,THE GAME,16B,HOOJ CHOONS
88,79,THE LAND OF MAKE BELIEVE,ALLSTARS,ISLAND
89,New,COME ON (IT'S ONLY LOVE),LOVE INC.,NULIFE
90,Re,CAN'T GET YOU OUT OF MY HEAD,KYLIE MINOGUE,PARLOPHONE
,,,,
91,45,DISTRACTIONS,ZERO 7 FT SIA,ULTIMATE DILEMMA
92,New,JETLAG,DJ KIM,NUKLEUZ
93,82,WHAT IF,KATE WINSLET,LIBERTY
94,Re,BUT I DO LOVE YOU,LEANN RIMES,CURB/LONDON
95,53,STUPID KID,ALKALINE TRIO,B UNIQUE/VAGRANT
96,New,THE CALLING,NU-RENEGADES,Y2K
97,47,CRY,SIMPLE MINDS,EAGLE
98,84,IT'S LOVE (TRIPPIN'),GOLDTRIX PTS ANDREA BROWN,AM PM
99,Re,RESURECTION,PPK,PERFECTO
