position,lastWeek,title,artist,label
1,1,A DIFFERENT CORNER,GEORGE MICHAEL,EPIC
2,2,ROCK ME AMADEUS,FALCO,A&M
3,6,WHAT HAVE YOU DONE FOR ME LATELY,JANET JACKSON,A&M
4,10,LIVE TO TELL,MADONNA,SIRE
5,5,JUST SAY NO,GRANGE HILL CAST,BBC
6,3,A KIND OF MAGIC,QUEEN,EMI
7,8,CAN'T WAIT ANOTHER MINUTE,FIVE STAR,TENT
8,7,LOOK AWAY,BIG COUNTRY,MERCURY
9,23,LESSONS IN LOVE,LEVEL 42,POLYDOR
10,16,THE GREATEST LOVE OF ALL,WHITNEY HOUSTON,ARISTA
11,27,I HEARD IT THROUGH THE GRAPEVINE {1986},MARVIN GAYE,TAMLA MOTOWN
12,20,YOU AND ME TONIGHT,AURRA,10
13,4,LIVING DOLL,CLIFF RICHARD AND THE YOUNG ONES,WEA
14,9,TOUCH ME (I WANT YOUR BODY),SAMANTHA FOX,JIVE
15,11,ALL THE THINGS SHE SAID,SIMPLE MINDS,VIRGIN
16,15,SECRET LOVERS,ATLANTIC STARR,A&M
17,17,THE FINEST,THE SOS BAND,TABU
18,12,WONDERFUL WORLD {1986},SAM COOKE,RCA
19,New,ON MY OWN,PATTI LABELLE AND MICHAEL MCDONALD,MCA
20,14,YOU TO ME ARE EVERYTHING (THE DECADE REMIX 76/86),REAL THING,PRT
21,13,TRAIN OF THOUGHT,A-HA,WARNER BROTHERS
22,18,DRIVING AWAY FROM HOME (JIM'S TUNE),IT'S IMMATERIAL,SIREN
23,21,MARLENE ON THE WALL {1986},SUZANNE VEGA,A&M
24,26,I'LL KEEP ON LOVING YOU,PRINCESS,SUPREME
25,38,ALL AND ALL,JOYCE SIMS,LONDON
26,31,STARS,HEAR 'N AID,VERTIGO
27,19,E = MC2,BIG AUDIO DYNAMITE,CBS
28,29,A QUESTION OF LUST,DEPECHE MODE,MUTE
29,37,THERE'LL BE SAD SONGS (TO MAKE YOU CRY),BILLY OCEAN,JIVE
30,41,SLEDGEHAMMER,PETER GABRIEL,VIRGIN
,,,,
31,40,WHY CAN'T THIS BE LOVE,VAN HALEN,WARNER BROTHERS
32,32,STROLLIN' ON,MAXI PRIEST,10
33,36,SOME PEOPLE {1986},BELOUIS SOME,PARLOPHONE
34,22,PETER GUNN FT DUANE EDDY,ART OF NOISE FEATURING DUANE EDDY,CHINA
35,New,BOYS DON'T CRY,THE CURE,FICTION
36,24,"C'MON, C'MON",BRONSKI BEAT,FORBIDDEN FRUIT
37,42,TENDER LOVE,FORCE MDS,TOMMY BOY
38,25,HAVE YOU EVER HAD IT BLUE,THE STYLE COUNCIL,POLYDOR
39,New,YOUR LATEST TRICK,DIRE STRAITS,VERTIGO
40,New,THE QUEEN'S BIRTHDAY SONG,ST. JOHN'S COLLEGE SCHOOL CHOIR AND THE BAND OF THE GRENADIER GUARDS,COLUMBIA
41,46,ROUGH BOY,ZZ TOP,WARNER BROTHERS
42,45,CAN'T HELP FALLING IN LOVE,LICK THE TINS,SEDITION
43,62,IF SHE KNEW WHAT SHE WANTS,THE BANGLES,CBS
44,34,ABSOLUTE BEGINNERS,DAVID BOWIE,VIRGIN
45,30,IS YOUR LOVE STRONG ENOUGH,BRYAN FERRY,EG
46,35,CHAIN REACTION,DIANA ROSS,CAPITOL
47,33,HI HO SILVER,JIM DIAMOND,A&M
48,New,EXPERIENCE,DIANA ROSS,CAPITOL
49,28,THIS IS LOVE,GARY NUMAN,NUMA
50,New,IT ONLY TAKES A MINUTE,TAVARES,CAPITOL
51,New,IF YOU LEAVE,ORCHESTRAL MANOEUVRES IN THE DARK,VIRGIN
52,65,A NIGHT TO REMEMBER {1986},SHALAMAR,MCA
53,54,BACK WITH THE BOYS AGAIN/GET IT RIGHT,JOE FAGIN,TOWERBELL
54,39,HELLO DARLING,TIPPA IRIE,UK BUBBLERS
55,72,RULES AND REGULATIONS (EP),WE'VE GOT A FUZZBOX AND WE'RE GONNA USE IT,VINDALOO
56,53,AFTER ALL THESE YEARS,FOSTER & ALLEN,RITZ
57,43,KNIFE EDGE,THE ALARM,IRS
58,79,SNOOKER LOOPY,MATCHROOM MOB WITH CHAS AND DAVE,ROCKNEY
59,52,PRISONER OF LOVE,MILLIE SCOTT,4TH & BROADWAY
60,61,WHAT YOU NEED,INXS,MERCURY
,,,,
61,60,RIGHT BETWEEN THE EYES,WAX,RCA
62,New,SET ME FREE,JAKI GRAHAM,EMI
63,47,KISS,PRINCE,PAISLEY PARK
64,51,SO MACHO/CRUISING,SINITTA,FANFARE
65,48,DIGGING YOUR SCENE,BLOW MONKEYS,RCA
66,New,SINFUL,PETE WYLIE,ETERNAL
67,57,DO FRIES GO WITH THAT SHAKE,GEORGE CLINTON,CAPITOL
68,71,WORLDS APART,CACTUS WORLD NEWS,MCA
69,56,SERIOUS,SERIOUS INTENTION,POW WOW
70,67,GODSTAR,PSYCHIC TV AND THE ANGELS OF LIGHT,TEMPLE
71,58,FUNNY HOW LOVE IS,FINE YOUNG CANNIBALS,LONDON
72,83,NO PROMISES,ICEHOUSE,CHRYSALIS
73,55,MANIC MONDAY,THE BANGLES,CBS
74,44,LOVE COMES QUICKLY,PET SHOP BOYS,PARLOPHONE
75,New,HOME,PUBLIC IMAGE LIMITED,VIRGIN
76,New,I CAN SEE IT,BLANCMANGE,LONDON
77,99,SO SERIOUS,ELECTRIC LIGHT ORCHESTRA,NO-LABEL
78,New,SOUL POWER/IT'S A MAN'S WORLD,JAMES BROWN,NO-LABEL
79,76,ROCK IN THE USA,JOHN COUGAR MELLENCAMP,RIVA
80,New,THE FOOLISH THING TO DO FT JIMMY RUFFIN,HEAVEN 17 FEATURING JIMMY RUFFIN,NO-LABEL
81,77,STAY,CONTROLLERS,NO-LABEL
82,70,HEADLINE NEWS,WILLIAM BELL,ABSOLUTE
83,66,WE'VE GOT THE WHOLE WORLD AT OUR FEET,ENGLAND WORLD CUP SQUAD '86,COLUMBIA
84,New,LOVE'S GONNA GET YOU FT LARRY WOO,MODERN-NIQUE FEATURING LARRY WOO,NO-LABEL
85,New,WICKED WAYS,BLOW MONKEYS,RCA
86,New,TO ALL THE MEN I'VE LOVED BEFORE,SHIRLEY BASSEY,NO-LABEL
87,New,ADDICTED TO LOVE,ROBERT PALMER,ISLAND
88,87,SOMEONE TO SOMEBODY,FEARGAL SHARKEY,VIRGIN
89,New,NEVER AS GOOD AS THE FIRST TIME,SADE,NO-LABEL
90,New,OH L'AMOUR,ERASURE,NO-LABEL
,,,,
91,New,YOU KEEP ME HANGIN' ON,DIANA ROSS AND THE SUPREMES,NO-LABEL
91,New,LOVE IN YOUR EYES,LIMAHL,NO-LABEL
93,New,SHE LOVES YOU,TED CHIPPINGTON,NO-LABEL
94,91,A LOVE BIZARRE,SHEILA E,NO-LABEL
95,New,STRANGERS IN THE NIGHT {1986},FRANK SINATRA,NO-LABEL
96,89,(I HEARD IT) THROUGH THE GRAPEVINE,EDWIN STARR,NO-LABEL
97,New,BE GOOD TO YOURSELF,JOURNEY,NO-LABEL
98,82,IS THAT IT,KATRINA AND THE WAVES,NO-LABEL
99,84,I'M FASCINATED,THE TEMPTATIONS,NO-LABEL
100,94,LET'S MAKE LOVE,TC CURTIS,NO-LABEL
