position,lastWeek,title,artist,label
1,New,LOLA'S THEME,SHAPESHIFTERS,POSITIVA
2,New,SOME GIRLS,RACHEL STEVENS,POLYDOR
3,1,BURN,USHER,LAFACE
4,New,TIPSY,J-KWON,LAFACE
5,New,SEE IT IN A BOY'S EYES,JAMELIA,PARLOPHONE
6,New,FIRST OF THE GANG TO DIE,MORRISSEY,ATTACK
7,2,EVERYTIME,BRITNEY SPEARS,JIVE
8,6,MOVE YA BODY,NINA SKY,UNIVERSAL
9,9,DRAGOSTEA DIN TEI,O-ZONE,JIVE
10,7,I DON'T WANNA KNOW,MARIO WINANS FT ENYA & P.DIDDY,BAD BOY
11,New,DISCOLAND,FLIP & FILL FT KAREN PARRY,ALL AROUND THE WORLD
12,5,THE SHOW,GIRLS ALOUD,POLYDOR
13,8,NEVER FELT LIKE THIS BEFORE,SHAZNAY LEWIS,LONDON
14,10,OBVIOUSLY,MCFLY,UNIVERSAL
15,12,TRICK ME,KELIS,VIRGIN
16,New,DON'T HURT YOURSELF,MARILLION,INTACT
17,4,FRIDAY'S CHILD,WILL YOUNG,S
18,15,EYES ON YOU,JAY SEAN FT RISHI RICH PROJECT,RELENTLESS
19,3,THAT'S ALL RIGHT,ELVIS PRESLEY,RCA
20,17,LET'S GET IT STARTED,BLACK EYED PEAS,A&M
21,16,BUBBLIN',BLUE,INNOCENT
22,14,FLAWLESS (GO TO THE CITY),GEORGE MICHAEL,AEGEAN
23,Re,SPITTING GAMES,SNOW PATROL,FICTION/POLYDOR
24,19,CANNONBALL,DAMIEN RICE,DRM/14TH FLOOR
25,21,HOTEL,CASSIDY FT R KELLY,J
26,11,ROSES,OUTKAST,ARISTA
27,18,CHOCOLATE,KYLIE MINOGUE,PARLOPHONE
28,New,ACCIDENTALLY IN LOVE,COUNTING CROWS,DREAMWORKS
29,22,COME AS YOU ARE,BEVERLEY KNIGHT,PARLOPHONE
30,20,GOOD LUCK,BASEMENT JAXX FT LISA KEKAULA,XL RECORDINGS
,,,,
31,13,WALK IDIOT WALK,HIVES,POLYDOR
32,23,LEFT OUTSIDE ALONE,ANASTACIA,EPIC
33,24,F**K IT (I DON'T WANT YOU BACK),EAMON,JIVE
34,25,F.U.R.B. (F U RIGHT BACK),FRANKEE,ALL AROUND THE WORLD
35,New,SLITHER,VELVET REVOLVER,RCA
36,26,TALK ABOUT OUR LOVE,BRANDY FT KANYE WEST,ATLANTIC
37,New,HOW 'BOUT I LOVE YOU MORE,MULL HISTORICAL SOCIETY,B UNIQUE
38,New,LITTLE THOUGHTS/TULIPS,BLOC PARTY,WICHITA RECORDINGS
39,31,LAURA,SCISSOR SISTERS,POLYDOR
40,New,FORCA,NELLY FURTADO,DREAMWORKS
41,33,OVERNIGHT CELEBRITY,TWISTA,ATLANTIC
42,37,ALL FALLS DOWN,KANYE WEST FT SYLEENA JOHNSON,ROC-A-FELLA
43,35,WITH YOU,JESSICA SIMPSON,COLUMBIA
44,38,THIS LOVE,MAROON 5,J
45,30,HAPPY,MAX SEDGLEY,SUNDAY BEST
46,New,FLOAT ON,MODEST MOUSE,EPIC
47,36,DA YA THINK I'M SEXY,GIRLS OF FHM,2PSL
48,New,PRETTY LADY,SAVANA,JETSTAR
49,New,TOO HOT,FYA,DEF JAM
50,27,BELIEVE,IAN VAN DAHL,NULIFE
51,34,PUSH,GHOSTFACE FT MISSY ELLIOTT,DEF JAM
52,28,WOO HOO,5 6 7 8'S,SWEET NOTHING
53,New,PUBLIC ENEMY NO 1,HYPO PSYCHO,BELIEVE MUSIC
54,New,OUT-SIDE,BETA BAND,REGAL RECORDINGS
55,New,IT'S ALL VAIN,MAGNOLIA,DATA
56,42,DIP IT LOW,CHRISTINA MILIAN,DEF JAM
57,29,ONE PERFECT SUNRISE,ORBITAL,ORBITAL MUSIC
58,44,STUPIDISCO,JUNIOR JACK,DEFECTED
59,45,IN THE SHADOWS,RASMUS,UNIVERSAL
60,39,TOUCH ME,ANGEL CITY,DATA
,,,,
61,51,MASS DESTRUCTION,FAITHLESS,CHEEKY
62,New,CALIFORNIA,LENNY KRAVITZ,VIRGIN
63,55,ON MY KNEES,411 FT GHOSTFACE KILLAH,SONY MUSIC
64,41,IF I WERE YOU,CANDEE JAY,INCENTIVE
65,54,DUALITY,SLIPKNOT,ROADRUNNER
66,53,THE REASON,HOOBASTANK,MERCURY
67,32,I LOVE YOU 'CAUSE I HAVE TO,DOGS DIE IN HOT CARS,V2
68,43,GOLDEN TOUCH,RAZORLIGHT,VERTIGO
69,63,CH-CHECK IT OUT,BEASTIE BOYS,CAPITOL
70,56,CALL U SEXY,VS,INNOCENT
71,40,ONE WISH,SHYSTIE,POLYDOR
72,48,TALK TALK TALK,ORDINARY BOYS,B UNIQUE
73,62,MAYBE,NERD,VIRGIN
74,New,EVERYTHING IS EVERYTHING,PHOENIX,SOURCE
75,New,PARTY CRASHERS,RADIO 4,CITY SLANG
76,Re,ALL NITE (DON'T STOP)/I WANT YOU,JANET JACKSON,VIRGIN
77,New,THE MAGICIAN,CLINIC,DOMINO RECORDINGS
78,72,MY BAND,D12,INTERSCOPE
79,49,SINGLE AGAIN,FIERY FURNACES,ROUGH TRADE
80,Re,BLOOD SWEAT AND TEARS,V,UNIVERSAL
81,New,I LIKE IT,NARCOTIC THRUST,WARNER BROS
82,80,FLIM,DJ ZINC FT SLARTA JON,BINGO BEATS
83,New,20000 HARDCORE MEMBERS,ED REAL,TIDY TRAX
84,78,EVERYBODY'S FOOL,EVANESCENCE,EPIC
85,96,IRISH BLOOD ENGLISH HEART,MORRISSEY,ATTACK
86,New,ARE YOU A FREAK,MIKE ROBBINS,BULLETPROOF
87,77,REMIXES - VOL 1,ED RUSH AND OPTICAL,VIRUS
88,82,FOLLOW ME FOLLOW ME (QUEM QUE CAGUETO),TEJO/BLACK ALIEN/SPEED,MR BONGO
89,84,LET THE SUNSHINE THRU,RICHARD F FT SAMANTHA STOCK,SUBLIMINAL
90,98,YOUR GAME,WILL YOUNG,S
,,,,
91,66,AUTHORITY CONFRONTATION,SELFISH CUNT,HORSEGLUE
92,Re,CRICKETS SING FOR ANAMARIA,EMMA,19
93,New,EXOTIC TALK,RJD2,DEFINITIVE JUX
94,88,LOVE WILL BE OUR GUIDE,MARK PICCHIOTTI PTS JERSEY ST,IN THE HOUSE
95,70,RIVER BELOW,BILLY TALENT,ATLANTIC
96,Re,HEAVEN AND EARTH,POP,JIVE
97,New,BRAZIU XPLOZIAN/THE HEARTISTS,BERIMBAU/BELO HORIZONTE,ATLANTIC JAXX
98,86,YOU'VE GOT MY LOVE,BASTIAN,HED KANDI
99,79,I'M STILL AWAKE,HYBRID,DISTINCTIVE
100,Re,MYSTERIOUS GIRL,PETER ANDRE,A & E
