position,lastWeek,title,artist,label
1,1,CARA MIA,DAVID WHITFIELD WITH MANTOVANI AND HIS ORCHESTRA,DECCA
2,2,LITTLE THINGS MEAN A LOT,KITTY KALLEN,BRUNSWICK
3,4,IDLE GOSSIP,PERRY COMO,HMV
4,7,SECRET LOVE,DORIS DAY,PHILIPS
5,3,THREE COINS IN THE FOUNTAIN,FRANK SINATRA,CAPITOL
6,8,MY FRIEND,FRANKIE LAINE,PHILIPS
7,6,WANTED,AL MARTINO,CAPITOL
8,5,THREE COINS IN THE FOUNTAIN,FOUR ACES,BRUNSWICK
9,9,WANTED,PERRY COMO,HMV
10,11,RACHMANINOFF'S 18TH VARIATION ON A THEME BY PAGANINI (THE STORY OF THREE LOVES),WINIFRED ATWELL,PHILIPS
11,10,(OH BABY MINE) I GET SO LONELY,FOUR KNIGHTS,CAPITOL
12,12,THE LITTLE SHOEMAKER,PETULA CLARK,POLYGON
