position,lastWeek,title,artist,label
1,Re,LET'S GET READY TO RHUMBLE,PJ & DUNCAN,EDSEL
2,3,JUST GIVE ME A REASON,PINK FT NATE RUESS,RCA
3,1,WHAT ABOUT US,SATURDAYS FT SEAN PAUL,POLYDOR
4,2,MIRRORS,JUSTIN TIMBERLAKE,RCA
5,5,POMPEII,BASTILLE,VIRGIN
6,4,WHEN I WAS YOUR MAN,BRUNO MARS,ATLANTIC
7,New,ON MY WAY,CHARLIE BROWN,ALL AROUND THE WORLD
8,8,READY OR NOT,BRIDGIT MENDLER,HOLLYWOOD
9,15,HEY PORSCHE,NELLY,UNIVERSAL
10,7,THRIFT SHOP,MACKLEMORE/RYAN LEWIS/WANZ,MACKLEMORE
11,27,FEEL THIS MOMENT,PITBULL FT CHRISTINA AGUILERA,J/MR 305/POLO GROUNDS
12,6,ONE WAY OR ANOTHER (TEENAGE KICKS),ONE DIRECTION,SYCO MUSIC
13,9,WHITE NOISE,DISCLOSURE/ALUNAGEORGE,ISLAND
14,11,22,TAYLOR SWIFT,MERCURY
15,12,HO HEY,LUMINEERS,DUALTONE
16,10,I COULD BE THE ONE,AVICII VS NICKY ROMERO,POSITIVA/VIRGIN
17,17,I KNEW YOU WERE TROUBLE,TAYLOR SWIFT,MERCURY
18,14,SUIT & TIE,JUSTIN TIMBERLAKE FT JAY Z,RCA
19,19,CHOCOLATE,1975,DIRTY HIT
20,13,BOOMERANG,NICOLE SCHERZINGER,INTERSCOPE
21,16,HIGH HOPES,KODALINE,B-UNIQUE/RCA
22,28,SCREAM & SHOUT,WILL I AM FT BRITNEY SPEARS,INTERSCOPE
23,21,STAY,RIHANNA FT MIKKY EKKO,DEF JAM
24,18,ARMY OF TWO,OLLY MURS,EPIC
25,41,I NEED YOUR LOVE,CALVIN HARRIS/ELLIE GOULDING,COLUMBIA
26,22,CLOWN,EMELI SANDE,VIRGIN
27,23,IF YOU COULD SEE ME NOW,SCRIPT,EPIC/PHONOGENIC
28,30,LOCKED OUT OF HEAVEN,BRUNO MARS,ELEKTRA
29,20,HARLEM SHAKE,BAAUER,MAD DECENT
30,33,DRINKING FROM THE BOTTLE,CALVIN HARRIS FT TINIE TEMPAH,COLUMBIA
,,,,
31,25,A THOUSAND YEARS,CHRISTINA PERRI,ATLANTIC
32,31,RADIOACTIVE,IMAGINE DRAGONS,INTERSCOPE
33,24,RELOAD,WILEY FT CHIP,WARNER BROS
34,29,MY SONGS KNOW WHAT YOU DID IN THE DARK,FALL OUT BOY,DEF JAM
35,48,DIAMONDS,RIHANNA,DEF JAM
36,New,THE PHOENIX,FALL OUT BOY,DEF JAM
37,38,TITANIUM,DAVID GUETTA FT SIA,POSITIVA/VIRGIN
38,72,NO DIGGITY,BLACKSTREET FT DR DRE,INTERSCOPE
39,26,EXPLOSIONS,ELLIE GOULDING,POLYDOR
40,49,BASSLINE JUNKIE,DIZZEE RASCAL,DIRTEE STANK
41,New,THE WAY,ARIANA GRANDE FT MAC MILLER,REPUBLIC RECORDS
42,50,IMPOSSIBLE,JAMES ARTHUR,SYCO MUSIC
43,52,TRY,PINK,RCA
44,51,TROUBLEMAKER,OLLY MURS FT FLO RIDA,EPIC
45,42,LET ME LOVE YOU,MARIO,J
46,53,CAN'T HOLD US,MACKLEMORE/RYAN LEWIS/DALTON,MACKLEMORE
47,36,STARTED FROM THE BOTTOM,DRAKE,CASH MONEY/ISLAND
48,82,USE SOMEBODY,KINGS OF LEON,HAND ME DOWN
49,37,DON'T YOU WORRY CHILD,SWEDISH HOUSE MAFIA/MARTIN,VIRGIN
50,39,GANGNAM STYLE,PSY,ISLAND
51,35,FADE,JAKWOB FT MAIDAY,BOOM TING
52,46,YOUR TOUCH,BLAKE LEWIS,UNIVERSAL
