position,lastWeek,title,artist,label
1,2,I SEE THE MOON,STARGAZERS,DECCA
2,1,OH MEIN PAPA,EDDIE CALVERT,COLUMBIA
3,5,THE HAPPY WANDERER,OBERNKIRCHEN CHILDREN'S CHOIR,PARLOPHONE
4,4,TENNESSEE WIG WALK,BONNIE LOU,PARLOPHONE
4,6,DON'T LAUGH AT ME ('CAUSE I'M A FOOL),NORMAN WISDOM,COLUMBIA
5,7,BLOWING WILD,FRANKIE LAINE,PHILIPS
6,3,THAT'S AMORE,DEAN MARTIN,CAPITOL
7,9,SKIN DEEP,DUKE ELLINGTON,PHILIPS
8,8,CLOUD LUCKY SEVEN,GUY MITCHELL,PHILIPS
9,10,THE BOOK,DAVID WHITFIELD,DECCA
10,11,RAGS TO RICHES,DAVID WHITFIELD,DECCA
11,Re,OH! MY PAPA,EDDIE FISHER,HMV
12,New,MOONLIGHT SERENADE,GLENN MILLER,HMV
