position,lastWeek,title,artist,label
1,3,WORKING MY WAY BACK TO YOU/FORGIVE ME GIRL,DETROIT SPINNERS,ATLANTIC
2,2,DANCE YOURSELF DIZZY,LIQUID GOLD,POLO
3,1,GOING UNDERGROUND/DREAMS OF CHILDREN,THE JAM,POLYDOR
4,9,SEXY EYES,DR. HOOK,CAPITOL
5,10,KING/FOOD FOR THOUGHT,UB40,GRADUATE
6,14,NIGHT BOAT TO CAIRO (WORK REST AND PLAY) (EP),MADNESS,STIFF
7,4,TURNING JAPANESE,THE VAPORS,UNITED ARTISTS
8,7,POISON IVY,LAMBRETTAS,ROCKET
9,6,STOMP,THE BROTHERS JOHNSON,A&M
10,8,TURN IT ON AGAIN,GENESIS,CHARISMA
11,12,JANUARY FEBRUARY,BARBARA DICKSON,EPIC
12,15,LIVING AFTER MIDNIGHT,JUDAS PRIEST,CBS
13,26,TALK OF THE TOWN,THE PRETENDERS,REAL
14,5,TOGETHER WE ARE BEAUTIFUL,FERN KINNEY,WEA
15,11,ECHO BEACH,MARTHA AND THE MUFFINS,DINDISC
16,17,MY WORLD,SECRET AFFAIR,I-SPY
17,20,HAPPY HOUSE,SIOUXSIE AND THE BANSHEES,POLYDOR
18,19,DON'T PUSH IT DON'T FORCE IT,LEON HAYWOOD,20TH CENTURY
19,40,SILVER DREAM MACHINE,DAVID ESSEX,MERCURY
20,13,ALL NIGHT LONG,RAINBOW,POLYDOR
21,New,CALL ME,BLONDIE,CHRYSALIS
22,27,LET'S DO ROCK STEADY,BODYSNATCHERS,2 TONE
23,18,ANOTHER NAIL IN MY HEART,SQUEEZE,A&M
24,31,MY OH MY,SAD CAFE,RCA
25,25,KOOL IN THE KAFTAN,B.A. ROBERTSON,ASYLUM
26,21,TAKE THAT LOOK OFF YOUR FACE,MARTI WEBB,POLYDOR
27,16,DO THAT TO ME ONE MORE TIME,THE CAPTAIN AND TENNILLE,CASABLANCA
28,23,SPIRIT OF RADIO,RUSH,MERCURY
29,37,GENO,DEXY'S MIDNIGHT RUNNERS,LATE NIGHT FEELINGS
30,34,MISSING WORDS,SELECTER,2 TONE
,,,,
31,29,LOVE PATROL,THE DOOLEYS,GTO
32,36,HIM,RUPERT HOLMES,MCA
33,22,GAMES WITHOUT FRONTIERS,PETER GABRIEL,CHARISMA
34,38,THE MONKEES EP,THE MONKEES,ARISTA
35,32,NO-ONE DRIVING,JOHN FOXX,VIRGIN
36,24,CUBA/BETTER DO IT SALSA {1980},GIBSON BROTHERS,ISLAND
37,45,WHEELS OF STEEL,SAXON,CARRERE
38,39,NE-NE NA-NA NA-NA NU-NU,BAD MANNERS,MAGNET
39,28,HANDS OFF - SHE'S MINE,THE BEAT,GO FEET
40,44,CHECK OUT THE GROOVE,BOBBY THURSTON,EPIC
41,35,ATOMIC,BLONDIE,CHRYSALIS
42,30,SO LONELY,THE POLICE,A&M
43,51,MY PERFECT COUSIN,THE UNDERTONES,SIRE
44,42,LIQUIDATOR/LONG SHOT KICK DE BUCKET,HARRY J ALL-STARS AND THE PIONEERS,TROJAN
45,55,CLEAN CLEAN,THE BUGGLES,ISLAND
46,61,TOCCATA,SKY,ARIOLA
47,49,MAGNUM LIVE EP,MAGNUM,JET
48,41,BEAR CAGE,THE STRANGLERS,UNITED ARTISTS
49,62,ROUGH BOYS,PETE TOWNSHEND,ATCO
50,72,DEAR MISS LONELY HEARTS,PHIL LYNOTT,VERTIGO
51,33,HOT DOG,SHAKIN' STEVENS,EPIC
52,47,AND THE BEAT GOES ON,THE WHISPERS,SOLAR
53,66,THE TRIAL OF HISSING SID,KEITH MICHELL/CAPTAIN BEAKY,POLYDOR
54,New,HIGH FIDELITY,ELVIS COSTELLO AND THE ATTRACTIONS,F. BEAT
55,46,OOH BOY,ROSE ROYCE,WHITFIELD
56,73,I'VE NEVER BEEN IN LOVE,SUZI QUATRO,RAK
57,74,I'M THE FACE,HIGH NUMBERS,BACK DOOR
58,New,DON'T MAKE WAVES,THE NOLANS,EPIC
59,43,TONIGHT I'M ALRIGHT,NARADA MICHAEL WALDEN,ATLANTIC
60,52,OUTSIDE MY WINDOW,STEVIE WONDER,MOTOWN
,,,,
61,53,AT THE EDGE,STIFF LITTLE FINGERS,CHRYSALIS
62,60,MODERN GIRL,SHEENA EASTON,EMI
63,New,TELL THE CHILDREN,SHAM 69,POLYDOR
64,New,A FOREST,THE CURE,FICTION
65,New,HOLLYWOOD TEASE,GIRL,JET
66,56,HOLDIN' ON/BURNIN' ALIVE,TONY RALLO,CALIBRE
67,59,WORZEL'S SONG,JON PERTWEE,DECCA
68,58,WHAT WILL I DO WITHOUT YOU,LENE LOVICH,STIFF
69,54,BRING IT ALL HOME,GERRY RAFFERTY,UNITED ARTISTS
70,50,THAT'S THE WAY THE MONEY GOES,M,MCA
71,69,RIDERS IN THE SKY,THE SHADOWS,EMI
72,48,COWARD OF THE COUNTY,KENNY ROGERS,UNITED ARTISTS
73,New,ALL FOR LEYNA,BILLY JOEL,CBS
74,New,LOVE AND LONELINESS,THE MOTORS,VIRGIN
75,68,I LIKE TO ROCK,APRIL WINE,CAPITOL
