position,lastWeek,title,artist,label
1,1,YOUNG LOVE,TAB HUNTER,LONDON
2,2,DON'T FORBID ME,PAT BOONE,LONDON
3,5,THE BANANA BOAT SONG,HARRY BELAFONTE,HMV
4,3,LONG TALL SALLY,LITTLE RICHARD,LONDON
5,3,KNEE DEEP IN THE BLUES,GUY MITCHELL,PHILIPS
6,New,CUMBERLAND GAP,LONNIE DONEGAN,PYE NIXA
7,6,DON'T YOU ROCK ME DADDY-O,LONNIE DONEGAN,PYE NIXA
8,7,TRUE LOVE,BING CROSBY AND GRACE KELLY,CAPITOL
9,9,SINGING THE BLUES,GUY MITCHELL,PHILIPS
10,11,THE GIRL CAN'T HELP IT,LITTLE RICHARD,LONDON
11,32,"LOOK HOMEWARD, ANGEL",JOHNNIE RAY,PHILIPS
12,8,THE BANANA BOAT SONG,SHIRLEY BASSEY,PHILIPS
13,12,FRIENDLY PERSUASION,PAT BOONE,LONDON
14,32,YOU DON'T OWE ME A THING/LOOK HOMEWARD ANGEL,JOHNNIE RAY,PHILIPS
15,19,SHE'S GOT IT,LITTLE RICHARD,LONDON
15,13,CUMBERLAND GAP,VIPERS SKIFFLE GROUP,PARLOPHONE
17,13,THE WISDOM OF A FOOL,NORMAN WISDOM,COLUMBIA
18,New,HEART,MAX BYGRAVES,DECCA
19,23,KNEE DEEP IN THE BLUES,TOMMY STEELE AND THE STEELMEN,DECCA
20,New,MARIANNE,HILLTOPPERS,LONDON
21,10,THE GARDEN OF EDEN,FRANKIE VAUGHAN,PHILIPS
22,Re,ROCK-A-BYE YOUR BABY (WITH A DIXIE MELODY),JERRY LEWIS,BRUNSWICK
23,20,THE WISDOM OF A FOOL,RONNIE CARROLL,PHILIPS
23,27,I'M NOT A JUVENILE DELINQUENT,FRANKIE LYMON AND THE TEENAGERS,COLUMBIA
25,16,THE ADORATION WALTZ,DAVID WHITFIELD,DECCA
26,26,WHATEVER LOLA WANTS,ALMA COGAN,HMV
26,18,THE GREAT PRETENDER/ONLY YOU,PLATTERS,MERCURY
28,New,I'LL FIND YOU,DAVID WHITFIELD,DECCA
29,25,MANGOS,ROSEMARY CLOONEY,PHILIPS
30,New,CRY ME A RIVER,JULIE LONDON,LONDON
