position,lastWeek,title,artist,label
1,1,CATHY'S CLOWN,THE EVERLY BROTHERS,WARNER BROTHERS
2,9,CRADLE OF LOVE,JOHNNY PRESTON,MERCURY
3,3,HANDY MAN,JIMMY JONES,MGM
4,8,FOOTSTEPS,STEVE LAWRENCE,HMV
5,6,FALL IN LOVE WITH YOU,CLIFF RICHARD AND THE SHADOWS,COLUMBIA
6,2,SOMEONE ELSE'S BABY,ADAM FAITH,PARLOPHONE
7,4,DO YOU MIND?,ANTHONY NEWLEY,DECCA
8,7,SHAZAM!,DUANE EDDY,LONDON
9,5,SWEET NOTHIN'S,BRENDA LEE,BRUNSWICK
10,12,HEART OF A TEENAGE GIRL,CRAIG DOUGLAS,TOP RANK
11,15,THREE STEPS TO HEAVEN,EDDIE COCHRAN,LONDON
12,17,STAIRWAY TO HEAVEN,NEIL SEDAKA,RCA
13,13,STANDING ON THE CORNER,KING BROTHERS,PARLOPHONE
14,14,BEATNIK FLY,JOHNNY AND THE HURRICANES,LONDON
15,22,SIXTEEN REASONS,CONNIE STEVENS,WARNER BROTHERS
16,16,THEME FROM 'A SUMMER PLACE',PERCY FAITH,PHILIPS
17,11,STUCK ON YOU,ELVIS PRESLEY,RCA
18,18,HE'LL HAVE TO GO,JIM REEVES,RCA
19,39,LET THE LITTLE GIRL DANCE,BILLY BLAND,LONDON
20,34,MAMA/ROBOT MAN,CONNIE FRANCIS,MGM
21,21,FINGS AIN'T WOT THEY USED T'BE,MAX BYGRAVES,DECCA
22,19,MACK THE KNIFE,ELLA FITZGERALD,HMV
23,23,WHAT IN THE WORLD'S COME OVER YOU,JACK SCOTT,CORAL
24,20,CLEMENTINE,BOBBY DARIN,LONDON
25,New,THAT'S YOU,NAT 'KING' COLE,CAPITOL
26,10,MY OLD MAN'S A DUSTMAN,LONNIE DONEGAN,PYE
27,43,THE URGE,FREDDIE CANNON,TOP RANK
28,New,I WANNA GO HOME,LONNIE DONEGAN,PYE
29,26,THIS LOVE I HAVE FOR YOU,LANCE FORTUNE,PYE
30,33,YOU GOT WHAT IT TAKES,MARV JOHNSON,LONDON
,,,,
31,29,GREEN JEANS,FLEE-REKKERS,TRIUMPH
32,New,TRUE LOVE WAYS,BUDDY HOLLY,CORAL
33,New,THAT'S LOVE,BILLY FURY,DECCA
34,24,WILD ONE,BOBBY RYDELL,COLUMBIA
35,27,TEASE ME,KEITH KELLY,PARLOPHONE
36,42,LUCKY FIVE,RUSS CONWAY,COLUMBIA
37,28,"KOOKIE, KOOKIE (LEND ME YOUR COMB)",EDDIE BYRNES AND CONNIE STEVENS,WARNER BROTHERS
38,New,GOT A GIRL,FOUR PREPS,CAPITOL
39,New,YOU'LL NEVER KNOW WHAT YOU'RE MISSING,EMILE FORD AND THE CHECKMATES,PYE
40,New,MUSTAPHA,BOB AZZAM AND HIS ORCHESTRA,DECCA
41,46,COUNTRY BOY,FATS DOMINO,LONDON
42,31,DELAWARE,PERRY COMO,RCA
43,40,SUMMER SET,MR. ACKER BILK AND HIS PARAMOUNT JAZZ BAND,COLUMBIA
44,25,HIT AND MISS,JOHN BARRY SEVEN,COLUMBIA
45,44,MILORD,EDITH PIAF,COLUMBIA
46,Re,YOU ARE BEAUTIFUL,JOHNNY MATHIS,FONTANA
47,New,BABY MY HEART,CRICKETS,CORAL
48,New,BIG IRON,MARTY ROBBINS,FONTANA
49,New,PAPER ROSES,ANITA BRYANT,LONDON
50,New,AIN'T MISBEHAVIN',TOMMY BRUCE AND THE BRUISERS,COLUMBIA
