position,lastWeek,title,artist,label
1,1,I WANT TO HOLD YOUR HAND,THE BEATLES,PARLOPHONE
2,6,GLAD ALL OVER,THE DAVE CLARK FIVE,COLUMBIA
3,2,SHE LOVES YOU,THE BEATLES,PARLOPHONE
4,3,YOU WERE MADE FOR ME,FREDDIE AND THE DREAMERS,COLUMBIA
5,9,TWENTY FOUR HOURS FROM TULSA,GENE PITNEY,UNITED ARTISTS
6,5,I ONLY WANT TO BE WITH YOU,DUSTY SPRINGFIELD,PHILIPS
7,7,DOMINIQUE,THE SINGING NUN,PHILIPS
8,10,MARIA ELENA,LOS INDIOS TABAJARAS,RCA
9,4,SECRET LOVE,KATHY KIRBY,DECCA
10,8,DON'T TALK TO HIM,CLIFF RICHARD,COLUMBIA
11,15,SWINGING ON A STAR,BIG DEE IRWIN,COLPIX
12,11,GERONIMO,THE SHADOWS,COLUMBIA
13,23,HIPPY HIPPY SHAKE,SWINGING BLUE JEANS,HMV
14,16,KISS ME QUICK,ELVIS PRESLEY,RCA
15,14,I WANNA BE YOUR MAN,THE ROLLING STONES,DECCA
16,12,YOU'LL NEVER WALK ALONE,GERRY AND THE PACEMAKERS,COLUMBIA
17,17,STAY,THE HOLLIES,PARLOPHONE
18,18,NOT TOO LITTLE - NOT TOO MUCH,CHRIS SANDFORD,DECCA
19,19,MONEY,BERN ELLIOTT AND THE FENMEN,DECCA
20,27,WE ARE IN LOVE,ADAM FAITH,PARLOPHONE
21,13,I'LL KEEP YOU SATISFIED,BILLY J KRAMER AND THE DAKOTAS,PARLOPHONE
22,21,IF I RULED THE WORLD,HARRY SECOMBE,PHILIPS
23,26,BLUE BAYOU/MEAN WOMAN BLUES,ROY ORBISON,LONDON
24,20,ALL I WANT FOR CHRISTMAS IS A BEATLE,DORA BRYAN,FONTANA
25,25,I (WHO HAVE NOTHING),SHIRLEY BASSEY,COLUMBIA
26,32,AT THE PALACE (PARTS 1 AND 2),WILFRED BRAMBELL AND HARRY H CORBETT,PYE
27,28,COUNTRY BOY,HEINZ,DECCA
28,29,WHAT TO DO {1963},BUDDY HOLLY,CORAL
29,36,FROM RUSSIA WITH LOVE,MATT MONRO,PARLOPHONE
30,22,IT'S ALMOST TOMORROW,MARK WYNTER,PYE
,,,,
31,24,HUNGRY FOR LOVE,JOHNNY KIDD AND THE PIRATES,HMV
32,44,I'M IN LOVE,FOURMOST,PARLOPHONE
33,34,I CAN DANCE,BRIAN POOLE AND THE TREMELOES,DECCA
34,33,DEEP PURPLE,NINO TEMPO AND APRIL STEVENS,LONDON
35,31,BLOWING IN THE WIND,"PETER, PAUL AND MARY",WARNER BROTHERS
36,41,RUN RUDOLF RUN,CHUCK BERRY,PYE INTERNATIONAL
37,New,DO YOU REALLY LOVE ME TOO?,BILLY FURY,DECCA
38,30,SUGAR AND SPICE,THE SEARCHERS,PYE
39,37,YESTERDAY'S GONE,CHAD STUART AND JEREMY CLYDE,EMBER
40,42,WALKING ALONE,RICHARD ANTHONY,COLUMBIA
41,38,BE MY BABY,RONETTES,LONDON
42,35,KANSAS CITY,TRINI LOPEZ,REPRISE
43,46,IF I HAD A HAMMER,TRINI LOPEZ,REPRISE
44,43,LET IT ROCK/MEMPHIS TENNESSEE,CHUCK BERRY,PYE INTERNATIONAL
45,40,BUSTED,RAY CHARLES,HMV
46,45,THERE! I'VE SAID IT AGAIN,BOBBY VINTON,COLUMBIA
47,47,MISS YOU,JIMMY YOUNG,COLUMBIA
48,48,HELLO LITTLE GIRL,FOURMOST,PARLOPHONE
49,49,SUGAR SHACK,JIMMY GILMER AND THE FIREBALLS,LONDON
50,50,EVERYBODY,TOMMY ROE,HMV
