position,lastWeek,title,artist,label
1,2,WHISPERING GRASS,WINDSOR DAVIES AND DON ESTELLE,EMI
2,1,STAND BY YOUR MAN,TAMMY WYNETTE,EPIC
3,5,THREE STEPS TO HEAVEN,SHOWADDYWADDY,BELL
4,3,SING BABY SING,THE STYLISTICS,AVCO
5,4,THE WAY WE WERE,GLADYS KNIGHT AND THE PIPS,BUDDAH
6,6,SEND IN THE CLOWNS,JUDY COLLINS,ELEKTRA
7,18,THE PROUD ONE,THE OSMONDS,MGM
8,41,I'M NOT IN LOVE,10CC,MERCURY
9,10,ROLL OVER LAY DOWN,STATUS QUO,VERTIGO
10,11,THE ISRAELITES,DESMOND DEKKER,CACTUS
11,16,AUTOBAHN,KRAFTWERK,VERTIGO
12,7,THANKS FOR THE MEMORY,SLADE,POLYDOR
13,8,I WANNA DANCE WIT CHOO,DISCO TEX AND THE SEX-O-LETTES,CHELSEA
14,20,ONCE BITTEN TWICE SHY,IAN HUNTER,CBS
15,21,"IMAGINE ME, IMAGINE YOU",FOX,GTO
16,9,LET ME TRY AGAIN,TAMMY JONES,EPIC
17,12,DON'T DO IT BABY,MAC AND KATIE KISSOON,STATE
18,33,LISTEN TO WHAT THE MAN SAID,WINGS,CAPITOL
19,25,SWING LOW SWEET CHARIOT,ERIC CLAPTON,RSO
20,27,DISCO QUEEN,HOT CHOCOLATE,RAK
21,24,I'LL DO ANYTHING YOU WANT ME TO,BARRY WHITE,20TH CENTURY
22,39,THE HUSTLE,VAN MCCOY,AVCO
23,34,DISCO STOMP,HAMILTON BOHANNON,BRUNSWICK
24,15,OH BOY,MUD,RAK
25,17,HURT SO GOOD,SUSAN CADOGAN,MAGNET
26,14,ONLY YESTERDAY,THE CARPENTERS,A&M
27,22,WOMBLING WHITE TIE AND TAILS,WOMBLES,CBS
28,26,I GET THE SWEETEST FEELING {1975},JACKIE WILSON,BRUNSWICK
29,13,LOVIN' YOU,MINNIE RIPERTON,EPIC
30,43,OH WHAT A SHAME,ROY WOOD,JET
,,,,
31,46,WALKING IN RHYTHM,BLACKBYRDS,FANTASY
32,31,TROUBLE,ELVIS PRESLEY,RCA
33,38,(SENDING OUT AN) S.O.S.,RETTA YOUNG,ALL PLATINUM
34,32,STAND BY ME,JOHN LENNON,APPLE
35,19,THE NIGHT,FRANKIE VALLI AND THE FOUR SEASONS,MOWEST
36,45,DYNOMITE (PART 1),TONY CAMILLO'S BAZUKA,A&M
37,35,BYE BYE BABY,BAY CITY ROLLERS,BELL
38,29,A LITTLE LOVE AND UNDERSTANDING,GILBERT BECAUD,DECCA
39,23,LOVE LIKE YOU AND ME,GARY GLITTER,BELL
40,New,"MR. RAFFLES (MAN, IT WAS MEAN)",STEVE HARLEY AND COCKNEY REBEL,EMI
41,30,HONEY {1975},BOBBY GOLDSBORO,UNITED ARTISTS
42,New,"BABY I LOVE YOU, OK!",KENNY,RAK
43,48,YOU LAY SO EASY ON MY MIND,ANDY WILLIAMS,CBS
44,44,GET OUT,HAROLD MELVIN AND THE BLUENOTES,ROUTE
45,36,HERE I GO AGAIN,GUYS AND DOLLS,MAGNET
46,42,DON'T BE CRUEL,BILLY SWAN,MONUMENT
47,40,I'M GONNA RUN AWAY FROM YOU {1975},TAMI LYNN,CONTEMPO RARIES
48,49,YOU'VE LOST THAT LOVIN' FEELIN',TELLY SAVALAS,MCA
49,New,TAKE ME IN YOUR ARMS,THE DOOBIE BROTHERS,WARNER BROTHERS
50,37,TAKE GOOD CARE OF YOURSELF,THE THREE DEGREES,PHILADELPHIA INTERNATIONAL
