position,lastWeek,title,artist,label
1,1,WHATEVER WILL BE WILL BE (QUE SERA SERA),DORIS DAY,PHILIPS
2,2,WHY DO FOOLS FALL IN LOVE FT FRANKIE LYMON,TEENAGERS FEATURING FRANKIE LYMON,COLUMBIA
3,3,SWEET OLD-FASHIONED GIRL,TERESA BREWER,VOGUE CORAL
4,4,WALK HAND IN HAND,TONY MARTIN,HMV
5,5,MOUNTAIN GREENERY,MEL TORME,VOGUE CORAL
6,9,ROCKIN' THROUGH THE RYE,BILL HALEY AND HIS COMETS,BRUNSWICK
7,7,HEARTBREAK HOTEL,ELVIS PRESLEY,HMV
8,6,I'LL BE HOME,PAT BOONE,LONDON
9,8,THE WAYWARD WIND,TEX RITTER,CAPITOL
10,18,SERENADE,SLIM WHITMAN,LONDON
11,14,WHO ARE WE,RONNIE HILTON,HMV
12,10,THE SAINTS ROCK 'N' ROLL,BILL HALEY AND HIS COMETS,BRUNSWICK
13,15,WALK HAND IN HAND,RONNIE CARROLL,PHILIPS
14,17,I ALMOST LOST MY MIND,PAT BOONE,LONDON
15,13,THE WAYWARD WIND,GOGI GRANT,LONDON
16,Re,BE BOP A LULA,GENE VINCENT,CAPITOL
17,20,I WANT YOU I NEED YOU I LOVE YOU,ELVIS PRESLEY,HMV
18,Re,LONG TALL SALLY,PAT BOONE,LONDON
19,24,I'M IN LOVE AGAIN,FATS DOMINO,LONDON
20,12,I'M WALKING BACKWARDS FOR CHRISTMAS/BLUEBOTTLE BLUES,GOONS,DECCA
21,11,ALL STAR HIT PARADE (EP),VARIOUS ARTISTS,DECCA
22,18,THE FAITHFUL HUSSAR,TED HEATH AND HIS MUSIC,DECCA
23,20,LEFT BANK,WINIFRED ATWELL,DECCA
23,23,WHY DO FOOLS FALL IN LOVE,ALMA COGAN,HMV
25,16,EXPERIMENTS WITH MICE,JOHNNY DANKWORTH,PARLOPHONE
26,27,BLUE SUEDE SHOES,ELVIS PRESLEY,HMV
27,New,TREASURE OF LOVE,CLYDE McPHATTER,LONDON
28,New,LAY DOWN YOUR ARMS,ANNE SHELTON,PHILIPS
29,New,SADIE'S SHAWL,FRANK CORDELL,HMV
30,New,MY SON JOHN,DAVID WHITFIELD,DECCA
