position,lastWeek,title,artist,label
1,2,BILLIE JEAN,MICHAEL JACKSON,EPIC
2,14,TOTAL ECLIPSE OF THE HEART,BONNIE TYLER,CBS
3,1,TOO SHY,KAJAGOOGOO,EMI
4,3,AFRICA,TOTO,CBS
5,21,SWEET DREAMS (ARE MADE OF THIS),EURYTHMICS,RCA
6,8,NEVER GONNA GIVE YOU UP,MUSICAL YOUTH,MCA
7,4,CHANGE,TEARS FOR FEARS,MERCURY
8,9,TOMORROW'S (JUST ANOTHER DAY)/MADNESS IS ALL IN THE MIND,MADNESS,STIFF
9,12,LOVE ON YOUR SIDE,THE THOMPSON TWINS,ARISTA
10,11,THE TUNNEL OF LOVE,THE FUN BOY THREE,CHRYSALIS
11,7,UP WHERE WE BELONG,JOE COCKER AND JENNIFER WARNES,ISLAND
12,35,ROCK THE BOAT,FORREST,CBS
13,22,GET THE BALANCE RIGHT,DEPECHE MODE,MUTE
14,10,WHAM RAP,WHAM!,INNERVISION
15,24,COMMUNICATION,SPANDAU BALLET,REFORMATION
16,5,SIGN OF THE TIMES,THE BELLE STARS,STIFF
17,17,HEY LITTLE GIRL,ICEHOUSE,CHRYSALIS
18,19,BABY COME TO ME,PATTI AUSTIN AND JAMES INGRAM,QWEST
19,29,SHE MEANS NOTHING TO ME,PHIL EVERLY AND CLIFF RICHARD,CAPITOL
20,16,SHINY SHINY,HAYSI FANTAYZEE,REGARD
21,40,NA NA HEY HEY KISS HIM GOODBYE,BANANARAMA,LONDON
22,6,DOWN UNDER,MEN AT WORK,EPIC
23,13,OH DIANE,FLEETWOOD MAC,WARNER BROTHERS
24,15,CHRISTIAN,CHINA CRISIS,VIRGIN
25,25,GENETIC ENGINEERING,ORCHESTRAL MANOEUVRES IN THE DARK,VIRGIN
26,30,WAVES,BLANCMANGE,LONDON
27,18,LAST NIGHT A D.J. SAVED MY LIFE,INDEEP,SOUND OF NEW YORK
28,57,HIGH LIFE,MODERN ROMANCE,WEA
29,20,GLORIA,LAURA BRANIGAN,ATLANTIC
30,51,YOU CAN'T HIDE (YOUR LOVE FROM ME),DAVID JOSEPH,ISLAND
,,,,
31,42,RIP IT UP,ORANGE JUICE,POLYDOR
32,47,SOWETO,MALCOLM MCLAREN,CHARISMA
33,27,COLD SWEAT,THIN LIZZY,VERTIGO
34,41,WE'VE GOT TONIGHT,KENNY ROGERS AND SHEENA EASTON,LIBERTY
35,34,1999,PRINCE,WARNER BROTHERS
36,23,ELECTRIC AVENUE,EDDY GRANT,ICE
37,26,YOU CAN'T HURRY LOVE,PHIL COLLINS,VIRGIN
38,62,MIDNIGHT SUMMER DREAM,THE STRANGLERS,EPIC
39,59,DROP THE PILOT,JOAN ARMATRADING,A&M
40,New,NUMBERS/BARRIERS,SOFT CELL,SOME BIZZARE
41,33,THE HARDER THEY COME FT DONNIE CALVIN,ROCKER'S REVENGE FEATURING DONNIE CALVIN,LONDON
42,28,THE STORY OF THE BLUES,WAH!,ETERNAL
43,46,MAGGIE,FOSTER & ALLEN,RITZ
44,44,YOU ARE,LIONEL RICHIE,MOTOWN
45,54,PHONE HOME,JONNY CHINGAS,CBS
46,50,GET LOOSE,EVELYN KING,RCA
47,31,NATURE BOY,CENTRAL LINE,MERCURY
48,32,THE CUTTER,ECHO & THE BUNNYMEN,KOROVA
49,64,FIELDS OF FIRE (400 MILES),BIG COUNTRY,MERCURY
50,58,OBLIVIOUS,AZTEC CAMERA,ROUGH TRADE
51,61,BOXERBEAT,JOBOXERS,RCA
52,52,NEVER TOO MUCH,LUTHER VANDROSS,EPIC
53,48,SCATTERLINGS OF AFRICA,JULUKA,SAFARI
54,38,TWISTING BY THE POOL,DIRE STRAITS,VERTIGO
55,36,NEW YEAR'S DAY,U2,ISLAND
56,39,THE CHINESE WAY,LEVEL 42,POLYDOR
57,37,JAILHOUSE ROCK,ELVIS PRESLEY,RCA
58,63,IF YOU WANNA BE HAPPY,ROCKY SHARPE AND THE REPLAYS,POLYDOR
59,New,JOY,BAND A.K.A.,EPIC
60,New,UNDERLOVE,MELBA MOORE,CAPITOL
,,,,
61,86,GARDEN PARTY,MEZZOFORTE,STEINAR
62,84,THE WOMAN IN ME,DONNA SUMMER,WARNER BROTHERS
63,45,HOLD ME TIGHTER IN THE RAIN,BILLY GRIFFIN,CBS
64,94,MY ANGEL,ROCK GODDESS,A&M
65,New,RED SKIES,SAMSON,POLYDOR
66,69,YOURS,DIONNE WARWICK,ARISTA
67,55,JUST ONE MORE KISS,RENEE AND RENATO,HOLLYWOOD
68,New,WHY D'YA LIE TO ME,SPIDER,RCA
69,76,LAST FILM,KISSING THE PINK,MAGNET
70,89,WHEN YOUR OLD WEDDING RING WAS NEW,JIMMY ROSELLI,A1
71,66,JOHNNY REMEMBER ME,METEORS,ID
72,56,ALL RIGHT,CHRISTOPHER CROSS,WARNER BROTHERS
73,93,GET ON UP,JAZZY DEE,LAURIE
74,49,HE KNOWS YOU KNOW,MARILLION,EMI
75,67,BROTHER BRIGHT,CAVA CAVA,REGARD
76,New,ORCHARD ROAD,LEO SAYER,CHRYSALIS
77,New,TELEPHONE OPERATOR,PETE SHELLEY,GENETIC
78,New,"YOUNG, FREE AND SINGLE",SUNFIRE,WARNER BROTHERS
79,83,NO PROBLEM,POWELL FAMILY,NO-LABEL
80,80,LONDON GIRLS,CHAS AND DAVE,ROCKNEY
81,New,DO YOU WANNA HOLD ME?,BOW WOW WOW,RCA
82,81,GENO {1983},DEXY'S MIDNIGHT RUNNERS,NO-LABEL
83,91,CATH,THE BLUEBELLS,LONDON
84,78,PASSION KILLER,ONE THE JUGGLER,REGARD
85,72,GROOVIN' (THAT'S WHAT WE'RE DOING),THE SOS BAND,TABU
86,65,HE REMINDS ME,RANDY CRAWFORD,WARNER BROTHERS
87,New,I'LL BE THERE,PINKEES,NO-LABEL
88,98,(THE BEST PART OF) BREAKIN' UP,RONI GRIFFITH,NO-LABEL
89,88,LOOKING FOR THE PERFECT BEAT,AFRIKA BAMBAATAA,NO-LABEL
90,82,PAL OF MY CRADLE DAYS,ANN BREEN,HOMESPUN
,,,,
91,96,BLACK ICE,DAVE BERTRAM,NO-LABEL
92,85,LOVED ONE'S AN ANGEL,BLUE ZOO,NO-LABEL
93,87,HANGIN',CHIC,ATLANTIC
94,79,PERFECT,THE THE,NO-LABEL
95,99,OUT ON THE FLOOR,DOBIE GRAY,BLACK MAGIC
96,97,MY OLD COUNTRY HOME,BRENDAN SHINE,NO-LABEL
97,New,EYES OF ICE/ANOTHER WORLD,SCARLET PARTY,NO-LABEL
98,New,CRY FOR HOME,VAN MORRISON,NO-LABEL
99,92,SHADOWS OF THE NIGHT,PAT BENATAR,CHRYSALIS
100,New,MEXICAN RADIO,WALL OF VOODOO,ILLEGAL
