position,lastWeek,title,artist,label
1,3,SHE LOVES YOU,THE BEATLES,PARLOPHONE
2,4,IT'S ALL IN THE GAME,CLIFF RICHARD,COLUMBIA
3,1,BAD TO ME,BILLY J KRAMER AND THE DAKOTAS,PARLOPHONE
4,5,I'LL NEVER GET OVER YOU,JOHNNY KIDD AND THE PIRATES,HMV
5,2,I'M TELLING YOU NOW,FREDDIE AND THE DREAMERS,COLUMBIA
6,7,YOU DON'T HAVE TO BE A BABY TO CRY,CARAVELLES,DECCA
7,10,I WANT TO STAY HERE,STEVE LAWRENCE AND EYDIE GORME,CBS
8,8,WIPE OUT,THE SURFARIS,LONDON
9,9,JUST LIKE EDDIE,HEINZ,DECCA
10,11,THEME FROM 'THE LEGIONS LAST PATROL',KEN THORNE,HMV
11,14,DANCE ON,KATHY KIRBY,DECCA
12,6,SWEETS FOR MY SWEET,THE SEARCHERS,PYE
13,17,STILL,KARL DENVER,DECCA
14,13,IN SUMMER,BILLY FURY,DECCA
15,12,CONFESSIN',FRANK IFIELD,COLUMBIA
16,49,APPLEJACK,JET HARRIS AND TONY MEEHAN,DECCA
17,15,TWIST AND SHOUT,BRIAN POOLE AND THE TREMELOES,DECCA
18,35,WISHING,BUDDY HOLLY,CORAL
19,18,THE CRUEL SEA,DAKOTAS,PARLOPHONE
20,16,DA DOO RON RON,CRYSTALS,LONDON
21,29,WHISPERING,THE BACHELORS,DECCA
22,24,COME ON,THE ROLLING STONES,DECCA
23,22,ONLY THE HEARTACHES,HOUSTON WELLS,PARLOPHONE
24,23,I WANNA STAY HERE,MIKI AND GRIFF,PYE
25,19,SUKIYAKI,KYU SAKAMOTO,HMV
26,26,SURF CITY,JAN AND DEAN,LONDON
27,33,TWO SILHOUETTES,DEL SHANNON,LONDON
28,27,ACAPULCO 1922,KENNY BALL AND HIS JAZZMEN,PYE JAZZ
29,21,WELCOME TO MY WORLD,JIM REEVES,RCA
30,20,DEVIL IN DISGUISE,ELVIS PRESLEY,RCA
,,,,
31,31,THE GOOD LIFE,TONY BENNETT,CBS
32,38,SEARCHIN',THE HOLLIES,PARLOPHONE
33,New,DO YOU LOVE ME?,BRIAN POOLE AND THE TREMELOES,DECCA
34,46,FRANKIE AND JOHNNY,SAM COOKE,RCA
35,25,ATLANTIS,THE SHADOWS,COLUMBIA
36,New,IF I HAD A HAMMER,TRINI LOPEZ,REPRISE
37,40,STILL,KEN DODD,COLUMBIA
38,36,SURFIN' USA,THE BEACH BOYS,CAPITOL
39,28,YOU CAN NEVER STOP ME LOVING YOU,KENNY LYNCH,HMV
40,30,BY THE WAY,BIG THREE,DECCA
41,43,BLUE GIRL,BRUISERS,PARLOPHONE
42,32,I WONDER,BRENDA LEE,BRUNSWICK
43,37,SO MUCH IN LOVE,TYMES,CAMEO PARKWAY
44,New,IT'S LOVE THAT REALLY COUNTS,MERSEYBEATS,FONTANA
45,34,TAKE THESE CHAINS FROM MY HEART,RAY CHARLES,HMV
46,New,"HELLO HEARTACHE, GOODBYE LOVE",LITTLE PEGGY MARCH,RCA
47,New,NO ONE,RAY CHARLES,HMV
48,48,BE MY GIRL,DENNISONS,DECCA
49,New,HELLO MUDDAH! HELLO FADDUH!,ALLAN SHERMAN,WARNER BROTHERS
50,New,HELLO LITTLE GIRL,FOURMOST,PARLOPHONE
