position,lastWeek,title,artist,label
1,1,THE MAN FROM LARAMIE,JIMMY YOUNG,DECCA
2,4,HERNANDO'S HIDEAWAY,JOHNSTON BROTHERS,DECCA
3,2,BLUE STAR (THE MEDIC THEME),CYRIL STAPLETON ORCHESTRA WITH JULIE DAWN,DECCA
4,7,ROCK AROUND THE CLOCK,BILL HALEY AND HIS COMETS,BRUNSWICK
5,2,THE YELLOW ROSE OF TEXAS,MITCH MILLER,PHILIPS
6,10,HEY THERE,JOHNNIE RAY,PHILIPS
7,9,EV'RYWHERE,DAVID WHITFIELD,DECCA
8,8,HEY THERE,ROSEMARY CLOONEY,PHILIPS
9,5,ROSE MARIE,SLIM WHITMAN,LONDON
10,13,I'LL COME WHEN YOU CALL,RUBY MURRAY,COLUMBIA
11,6,COOL WATER,FRANKIE LAINE WITH THE MELLOMEN,PHILIPS
12,18,SONG OF THE DREAMER,JOHNNIE RAY,PHILIPS
13,12,THE BREEZE AND I,CATERINA VALENTE,POLYDOR
14,11,HERNANDO'S HIDEAWAY,JOHNNIE RAY,PHILIPS
15,17,THE YELLOW ROSE OF TEXAS,GARY MILLER,PYE NIXA
16,New,CLOUDBURST,DON LANG,HMV
17,14,CLOSE THE DOOR,STARGAZERS,DECCA
18,New,LET'S HAVE A DING DONG,WINIFRED ATWELL,DECCA
19,Re,LOVE ME OR LEAVE ME,SAMMY DAVIS JR,BRUNSWICK
20,16,GO ON BY,ALMA COGAN,HMV
