position,lastWeek,title,artist,label
1,1,OH MEIN PAPA,EDDIE CALVERT,COLUMBIA
2,2,BLOWING WILD,FRANKIE LAINE,PHILIPS
3,3,CLOUD LUCKY SEVEN,GUY MITCHELL,PHILIPS
4,7,THAT'S AMORE,DEAN MARTIN,CAPITOL
5,4,RAGS TO RICHES,DAVID WHITFIELD,DECCA
6,7,THE HAPPY WANDERER,OBERNKIRCHEN CHILDREN'S CHOIR,PARLOPHONE
7,New,TENNESSEE WIG WALK,BONNIE LOU,PARLOPHONE
8,6,ANSWER ME,FRANKIE LAINE,PHILIPS
9,8,SWEDISH RHAPSODY,MANTOVANI,DECCA
10,4,CHICKA BOOM,GUY MITCHELL,PHILIPS
11,Re,OH! MY PAPA,EDDIE FISHER,HMV
11,New,MAN/WOMAN,ROSEMARY CLOONEY/JOSE FERRER,PHILIPS
12,Re,DRAGNET,TED HEATH AND HIS MUSIC,DECCA
