position,lastWeek,title,artist,label
1,1,EASY LOVER,PHILIP BAILEY WITH PHIL COLLINS,CBS
2,2,WELCOME TO THE PLEASUREDOME,FRANKIE GOES TO HOLLYWOOD,ZTT
3,5,EVERYBODY WANTS TO RULE THE WORLD,TEARS FOR FEARS,MERCURY
4,3,PIE JESU,SARAH BRIGHTMAN AND PAUL MILES-KINGSTON,HMV
5,6,WE CLOSE OUR EYES,GO WEST,CHRYSALIS
6,4,THAT OLE DEVIL CALLED LOVE,ALISON MOYET,CBS
7,New,WE ARE THE WORLD,USA FOR AFRICA,CBS
8,14,MOVE CLOSER,PHYLLIS NELSON,CARRERE
9,7,EVERY TIME YOU GO AWAY,PAUL YOUNG,CBS
10,12,COULD IT BE I'M FALLING IN LOVE,DAVID GRANT AND JAKI GRAHAM,CHRYSALIS
11,9,WIDE BOY,NIK KERSHAW,MCA
12,8,DO WHAT YOU DO,JERMAINE JACKSON,ARISTA
13,18,SPEND THE NIGHT,THE COOL NOTES,ABSTRACT DANCE
14,17,THE HEAT IS ON,GLENN FREY,MCA
15,10,KISS ME,STEPHEN 'TIN TIN' DUFFY,10
16,11,MATERIAL GIRL,MADONNA,SIRE
17,13,HANGIN' ON A STRING (CONTEMPLATING),LOOSE ENDS,VIRGIN
18,27,CLOUDS ACROSS THE MOON,RAH BAND,RCA
19,28,CAN'T FIGHT THIS FEELING,REO SPEEDWAGON,EPIC
20,16,COVER ME,BRUCE SPRINGSTEEN,CBS
21,15,SOME LIKE IT HOT,POWER STATION,PARLOPHONE
22,21,GRIMLY FIENDISH,THE DAMNED,MCA
23,29,LOVE IS A BATTLEFIELD {1985},PAT BENATAR,CHRYSALIS
24,24,WON'T YOU HOLD MY HAND NOW,KING,CBS
25,38,LIFE IN A NORTHERN TOWN,DREAM ACADEMY,BLANCO
26,36,BE NEAR ME,ABC,NEUTRON
27,New,ONE MORE NIGHT,PHIL COLLINS,VIRGIN
28,25,BETWEEN THE WARS (EP),BILLY BRAGG,GO! DISCS
29,23,DANCING IN THE DARK (EP),BIG DADDY,MAKING WAVES
30,20,YOU SPIN ME ROUND (LIKE A RECORD),DEAD OR ALIVE,EPIC
,,,,
31,22,NOW THAT WE'VE FOUND LOVE {1985},THIRD WORLD,ISLAND
32,40,BLACK MAN RAY,CHINA CRISIS,VIRGIN
33,19,THE LAST KISS,DAVID CASSIDY,ARISTA
