position,lastWeek,title,artist,label
1,1,BRIGHT EYES,ART GARFUNKEL,CBS
2,3,POP MUZIK,M,MCA
3,4,"HOORAY HOORAY, IT'S A HOLI-HOLIDAY",BONEY M,ATLANTIC/HANSA
4,19,DOES YOUR MOTHER KNOW,ABBA,EPIC
5,2,SOME GIRLS,RACEY,RAK
6,21,REUNITED,PEACHES AND HERB,POLYDOR
7,22,BANANA SPLITS,THE DICKIES,A&M
8,5,GOODNIGHT TONIGHT,WINGS,PARLOPHONE
9,10,KNOCK ON WOOD,AMII STEWART,ATLANTIC/HANSA
10,9,THE LOGICAL SONG,SUPERTRAMP,A&M
11,20,ONE WAY TICKET,ERUPTION,ATLANTIC/HANSA
12,6,SHAKE YOUR BODY (DOWN TO THE GROUND),THE JACKSONS,EPIC
13,13,LOVE YOU INSIDE OUT,THE BEE GEES,RSO
14,7,HALLELUJAH,MILK AND HONEY,POLYDOR
15,31,BOYS KEEP SWINGING,DAVID BOWIE,RCA
16,8,COOL FOR CATS,SQUEEZE,A&M
17,11,I DON'T WANNA LOSE YOU,KANDIDATE,RAK
18,27,ROXANNE,THE POLICE,A&M
19,15,HAVEN'T STOPPED DANCING YET,GONZALEZ,SIDEWALK
20,34,DANCE AWAY,ROXY MUSIC,POLYDOR
21,25,PARISIENNE WALKWAYS,GARY MOORE,MCA
22,30,GUILTY,MIKE OLDFIELD,VIRGIN
23,18,FOREVER IN BLUE JEANS,NEIL DIAMOND,CBS
24,28,JIMMY JIMMY,THE UNDERTONES,SIRE
25,32,NICE LEGS SHAME ABOUT HER FACE,MONKS,CARRERE
26,44,LOVE SONG,THE DAMNED,CHISWICK
27,12,THE RUNNER,THE THREE DEGREES,ARIOLA
28,24,THE STAIRCASE (MYSTERY),SIOUXSIE AND THE BANSHEES,POLYDOR
29,26,VALLEY OF THE DOLLS,GENERATION X,CHRYSALIS
30,New,BOOGIE WONDERLAND,EARTH WIND AND FIRE WITH THE EMOTIONS,CBS
,,,,
31,35,I'M AN UPSTART,ANGELIC UPSTARTS,WARNER BROTHERS
32,23,REMEMBER THEN,SHOWADDYWADDY,ARISTA
33,16,SILLY THING/WHO KILLED BAMBI,SEX PISTOLS AND TEN POLE TUDOR,VIRGIN
34,40,THE NUMBER ONE SONG IN HEAVEN,SPARKS,VIRGIN
35,29,LOVE BALLAD,GEORGE BENSON,WARNER BROTHERS
36,45,BRIDGE OVER TROUBLED WATER,LINDA CLIFFORD,RSO
37,14,HE'S THE GREATEST DANCER,SISTER SLEDGE,COTILLION
38,33,ONLY YOU (AND YOU ALONE),CHILD,ARIOLA HANSA
39,63,I WANT YOU TO WANT ME,CHEAP TRICK,EPIC
40,55,AS LONG AS THE PRICE IS RIGHT,DR FEELGOOD,UNITED ARTISTS
41,42,THEME FROM 'THE DEER HUNTER' (CAVATINA),THE SHADOWS,EMI
42,70,RIDE THE GROOVE,PLAYERS ASSOCIATION,VANGUARD
43,38,QUESTIONS AND ANSWERS,SHAM 69,POLYDOR
44,56,(EVERYBODY) GET DANCIN',BOMBERS,FLAMINGO
45,17,WOW,KATE BUSH,EMI
46,53,DANCER,GINO SOCCIO,WARNER BROTHERS
47,49,PRIME TIME,THE TUBES,A&M
48,52,LONG LIVE ROCK,THE WHO,POLYDOR
49,57,SATURDAY NIGHT,T-CONNECTION,TK
50,New,STOP BREAKING MY HEART,INNER CIRCLE,ISLAND
51,37,SOMETHING ELSE/FRIGGIN' IN THE RIGGIN',THE SEX PISTOLS,VIRGIN
52,36,SULTANS OF SWING,DIRE STRAITS,VERTIGO
53,39,FEEL THE NEED,LEIF GARRETT,SCOTTI BROTHERS
54,48,WALK ON BY,THE AVERAGE WHITE BAND,RCA
55,New,HOT STUFF,DONNA SUMMER,CASABLANCA
56,46,HIGHLY INFLAMMABLE,X-RAY SPEX,EMI INTERNATIONAL
57,71,THE RUNAWAY,ELKIE BROOKS,A&M
58,New,EVENING STAR,JUDAS PRIEST,CBS
59,41,HERE COMES THE NIGHT,THE BEACH BOYS,CARIBOU
60,54,OFFSHORE BANKING BUSINESS,MEMBERS,VIRGIN
,,,,
61,47,I WILL SURVIVE,GLORIA GAYNOR,POLYDOR
62,New,LIFE BEGINS AT THE HOP,XTC,VIRGIN
63,68,BLONDES (HAVE MORE FUN),ROD STEWART,RIVA
64,50,UNTIL THE NIGHT,BILLY JOEL,CBS
65,New,ARE YOU READY FOR LOVE,ELTON JOHN,ROCKET
66,59,SWINGIN',LIGHT OF THE WORLD,ENSIGN
67,New,LIFE IN A DAY,SIMPLE MINDS,ZOOM
68,43,IN THE NAVY,THE VILLAGE PEOPLE,MERCURY
69,73,REVOLT INTO STYLE,BILL NELSON'S RED NOISE,HARVEST
70,58,FEAR OF THE DARK,GORDON GILTRAP,ELECTRIC
71,New,ACCIDENTS WILL HAPPEN,ELVIS COSTELLO,RADAR
72,New,HOW COULD THIS GO WRONG,EXILE,RAK
73,51,STRANGE TOWN,THE JAM,POLYDOR
74,New,SAY WHEN,LENE LOVICH,STIFF
75,65,COME DANCING,NO DICE,EMI
