position,lastWeek,title,artist,label
1,1,CUM ON FEEL THE NOIZE,SLADE,POLYDOR
2,2,THE TWELFTH OF NEVER,DONNY OSMOND,MGM
3,3,20TH CENTURY BOY,T. REX,EMI
4,13,POWER TO ALL OUR FRIENDS,CLIFF RICHARD,EMI
5,4,FEEL THE NEED IN ME,DETROIT EMERALDS,JANUS
6,7,KILLING ME SOFTLY WITH HIS SONG,ROBERTA FLACK,ATLANTIC
7,30,GET DOWN,GILBERT O'SULLIVAN,MAM
8,6,HELLO HURRAY,ALICE COOPER,WARNER BROTHERS
9,5,CINDY INCIDENTALLY,THE FACES,WARNER BROTHERS
10,8,GONNA MAKE YOU AN OFFER YOU CAN'T REFUSE,JIMMY HELMS,CUBE
11,20,NEVER NEVER NEVER,SHIRLEY BASSEY,UNITED ARTISTS
12,19,HEART OF STONE,TONY KENNY,RAK
13,23,WHY CAN'T WE LIVE TOGETHER,TIMMY THOMAS,MOJO
14,18,NICE ONE CYRIL,COCKEREL CHORUS,YOUNG BLOOD
15,11,DOCTOR MY EYES,THE JACKSON 5,TAMLA MOTOWN
16,32,TIE A YELLOW RIBBON ROUND THE OLD OAK TREE FT TONY ORLANDO,DAWN FEATURING TONY ORLANDO,BELL
17,17,PINBALL WIZARD/SEE ME FEEL ME (MEDLEY),THE NEW SEEKERS,POLYDOR
18,24,THAT'S WHEN THE MUSIC TAKES ME,NEIL SEDAKA,RCA
19,28,LOVE TRAIN,THE O'JAYS,CBS
20,12,PART OF THE UNION,STRAWBS,A&M
21,14,BLOCKBUSTER,THE SWEET,RCA
22,10,BABY I LOVE YOU,DAVE EDMUNDS,ROCKFIELD
23,31,PYJAMARAMA,ROXY MUSIC,ISLAND
24,15,WHISKY IN THE JAR,THIN LIZZY,DECCA
25,9,SYLVIA,FOCUS,POLYDOR
26,27,LOOK OF LOVE,GLADYS KNIGHT AND THE PIPS,TAMLA MOTOWN
27,16,LOOKING THROUGH THE EYES OF LOVE,THE PARTRIDGE FAMILY,BELL
28,29,LONG HAIRED LOVER FROM LIVERPOOL,LITTLE JIMMY OSMOND,MGM
29,21,STEP INTO A DREAM,WHITE PLAINS,DERAM
30,22,DO YOU WANNA TOUCH ME? (OH YEAH!),GARY GLITTER,BELL
,,,,
31,26,TAKE ME HOME COUNTRY ROADS,OLIVIA NEWTON-JOHN,PYE INTERNATIONAL
32,33,BY THE DEVIL,BLUE MINK,EMI
33,39,CRAZY,MUD,RAK
34,25,SUPERSTITION,STEVIE WONDER,TAMLA MOTOWN
35,New,I'M A CLOWN/SOME KIND OF SUMMER,DAVID CASSIDY,BELL
36,37,HEAVEN IS MY WOMAN'S LOVE,VAL DOONICAN,PHILIPS
37,42,CALIFORNIA SAGA,THE BEACH BOYS,REPRISE
38,49,ALL BECAUSE OF YOU,GEORDIE,EMI
39,41,DANIEL,ELTON JOHN,DJM
40,34,"TAKE ME GIRL, I'M READY",JUNIOR WALKER AND THE ALL STARS,TAMLA MOTOWN
41,43,YOU'RE SO VAIN,CARLY SIMON,ELEKTRA
42,40,BIG SEVEN,JUDGE DREAD,BIG SHOT
43,47,BREAK UP TO MAKE UP,THE STYLISTICS,AVCO
44,36,HOCUS POCUS,FOCUS,POLYDOR
45,New,GOD GAVE ROCK AND ROLL TO YOU,ARGENT,EPIC
46,38,WHY,DONNY OSMOND,MGM
47,New,I DON'T KNOW WHY,ANDY AND DAVID WILLIAMS,MCA
48,50,PAPER PLANE,STATUS QUO,VERTIGO
49,New,YOU ARE EVERYTHING,PEARLS,BELL
50,35,ROLL OVER BEETHOVEN,ELECTRIC LIGHT ORCHESTRA,HARVEST
