position,lastWeek,title,artist,label
1,1,WONDERFUL LAND,THE SHADOWS,COLUMBIA
2,4,HEY! BABY,BRUCE CHANNEL,MERCURY
3,2,DREAM BABY,ROY ORBISON,LONDON
4,3,HEY! LITTLE GIRL,DEL SHANNON,LONDON
5,5,TELL ME WHAT HE SAID,HELEN SHAPIRO,COLUMBIA
6,6,CAN'T HELP FALLING IN LOVE/ROCK-A-HULA BABY,ELVIS PRESLEY,RCA
7,7,TWISTIN' THE NIGHT AWAY,SAM COOKE,RCA
8,17,SPEAK TO ME PRETTY,BRENDA LEE,BRUNSWICK
9,10,WHEN MY LITTLE GIRL IS SMILING,CRAIG DOUGLAS,TOP RANK
10,9,NEVER GOODBYE,KARL DENVER,DECCA
11,8,THEME FROM 'Z CARS',JOHNNY KEATING,PICCADILLY
12,13,STRANGER ON THE SHORE,MR. ACKER BILK,COLUMBIA
13,12,WHEN MY LITTLE GIRL IS SMILING,JIMMY JUSTICE,PYE
14,31,NUT ROCKER,B. BUMBLE AND THE STINGERS,TOP RANK
15,14,HOLE IN THE GROUND,BERNARD CRIBBINS,PARLOPHONE
16,22,WONDERFUL WORLD OF THE YOUNG,DANNY WILLIAMS,HMV
17,21,THE PARTY'S OVER,LONNIE DONEGAN,PYE
18,18,THEME FROM 'DR KILDARE',JOHNNY SPENCE,PARLOPHONE
19,15,LET'S TWIST AGAIN,CHUBBY CHECKER,COLUMBIA
20,11,WIMOWEH,KARL DENVER,DECCA
21,16,SOFTLY AS I LEAVE YOU,MATT MONRO,PARLOPHONE
22,19,THE YOUNG ONES,CLIFF RICHARD,COLUMBIA
23,20,THEME FROM 'MAIGRET',JOE LOSS,HMV
24,26,YOUNG WORLD,RICKY NELSON,LONDON
25,25,LOVE ME WARM AND TENDER,PAUL ANKA,RCA
26,34,LOVE LETTERS,KETTY LESTER,LONDON
27,23,THE WANDERER,DION,HMV
28,27,SLOW TWISTIN',CHUBBY CHECKER,COLUMBIA
29,38,EVERYBODY'S TWISTING,FRANK SINATRA,REPRISE
30,40,KING OF CLOWNS,NEIL SEDAKA,RCA
,,,,
31,24,MARCH OF THE SIAMESE CHILDREN,KENNY BALL AND HIS JAZZMEN,PYE JAZZ
32,28,PIANISSIMO,KEN DODD,DECCA
33,29,IT'S ALL OVER NOW,SHANE FENTON AND THE FENTONES,PARLOPHONE
34,30,FANLIGHT FANNY,CLINTON FORD,ORIOLE
35,New,BIG MAN IN A BIG HOUSE,LEROY VAN DYKE,MERCURY
36,New,CUTTY SARK,JOHN BARRY SEVEN,COLUMBIA
37,New,AVE MARIA,SHIRLEY BASSEY,COLUMBIA
38,41,WHAT KIND OF FOOL AM I/GONNA BUILD A MOUNTAIN,SAMMY DAVIS JR,REPRISE
39,37,LITTLE BITTY TEAR,BURL IVES,BRUNSWICK
40,42,DRUMS ARE MY BEAT,SANDY NELSON,LONDON
41,New,JOHNNY ANGEL,SHELLEY FABARES,PYE INTERNATIONAL
42,46,HONEST I DO,DANNY STORM,PICCADILLY
43,New,SHE'S GOT YOU,PATSY CLINE,BRUNSWICK
44,39,CRYIN' IN THE RAIN,THE EVERLY BROTHERS,WARNER BROTHERS
45,44,THE MEXICAN,FENTONES,PARLOPHONE
46,33,THEME FROM 'Z CARS',NORRIE PARAMOR AND HIS ORCHESTRA,COLUMBIA
47,36,PLEASE DON'T ASK ABOUT BARBARA,BOBBY VEE,LIBERTY
48,35,LITTLE BITTY TEAR,MIKI AND GRIFF,PYE
49,New,DON'T BREAK THE HEART THAT LOVES YOU,CONNIE FRANCIS,MGM
50,43,WALK ON BY,LEROY VAN DYKE,MERCURY
