position,lastWeek,title,artist,label
1,1,BELIEVE,CHER,WEA
2,2,OUTSIDE,GEORGE MICHAEL,EPIC
3,New,WOULD YOU...?,TOUCH AND GO,V2
4,3,SWEETEST THING,U2,ISLAND
5,New,GUESS I WAS A FOOL,ANOTHER LEVEL,NORTHWESTSIDE
6,New,BLUE ANGELS,PRAS,COLUMBIA
7,4,I JUST WANNA BE LOVED,CULTURE CLUB,VIRGIN
8,7,I DON'T WANT TO MISS A THING,AEROSMITH,COLUMBIA
9,5,THANK U,ALANIS MORISSETTE,MAVERICK
10,10,GIRLFRIEND,BILLIE,INNOCENT
11,8,LITTLE BIT OF LOVIN',KELE LE ROC,WILD CARD
12,New,TESTIFY,M PEOPLE,M PEOPLE
13,New,TELL ME MA,SHAM ROCK,JIVE
14,11,PERFECT 10,BEAUTIFUL SOUTH,GO! DISCS/MERCURY
15,New,BODY MOVIN',BEASTIE BOYS,GRAND ROYAL
16,6,GYM AND TONIC,SPACEDUST,EAST WEST
17,12,ROLLERCOASTER,B'WITCHED,EPIC
18,13,GANGSTER TRIPPIN,FATBOY SLIM,SKINT
19,New,WHAT'S YOUR SIGN?,DES'REE,SONY S2
20,9,MORE THAN A WOMAN,911,VIRGIN
21,16,SEX ON THE BEACH,T-SPOON,CONTROL
22,14,HOW DEEP IS YOUR LOVE,DRU HILL,ISLAND BLACK MUSIC
23,21,MUSIC SOUNDS BETTER WITH YOU,STARDUST,VIRGIN
24,New,SHE'S GONE,MATTHEW MARSDEN,COLUMBIA
25,New,FRIEND OF MINE,KELLY PRICE,ISLAND BLACK MUSIC
26,New,TRUE COLORS,PHIL COLLINS,VIRGIN
27,New,NEGATIVE,MANSUN,PARLOPHONE
28,19,ALL 'BOUT THE MONEY,MEJA,COLUMBIA
29,15,MY FAVOURITE GAME,CARDIGANS,STOCKHOLM
30,22,STAND BY ME,4 THE CAUSE,RCA
,,,,
31,25,NO MATTER WHAT,BOYZONE,POLYDOR
32,26,MILLENNIUM,ROBBIE WILLIAMS,CHRYSALIS
33,New,GAME ON,CATATONIA,BLANCO Y NEGRO
34,32,TO THE MOON AND BACK,SAVAGE GARDEN,COLUMBIA
35,31,CRUSH,JENNIFER PAIGE,EDEL AMERICA
36,30,TOP OF THE WORLD,BRANDY FT MASE,ATLANTIC
37,29,THE FIRST NIGHT,MONICA,ARISTA
38,23,DAYSLEEPER,REM,WARNER BROS
39,34,FINALLY FOUND,HONEYZ,MERCURY
40,New,TIME TO MOVE ON,SPARKLE,JIVE
41,27,SMOKE,NATALIE IMBRUGLIA,RCA
42,17,SEXY CINDERELLA,LYNDEN DAVID HALL,COOLTEMPO
43,18,CAR WASH,ROSE ROYCE FT GWEN DICKEY,MCA
44,24,DOO WOP (THAT THING),LAURYN HILL,COLUMBIA
45,33,RELAX,DEETAH,FFRR
46,38,ONE FOR SORROW,STEPS,JIVE
47,20,CAN'T KEEP THIS FEELING IN,CLIFF RICHARD,EMI
48,New,WHATCHA GONE DO?,LINK,EPIC
49,New,I STARTED A JOKE,FAITH NO MORE,SLASH
50,36,YOU AIN'T SEEN NOTHIN' YET,BUS STOP FT RANDY BACHMAN,ALL AROUND THE WORLD
51,28,I GOT 5 ON IT,LUNIZ,VC RECORDINGS
52,40,I WANT YOU BACK,MELANIE B FT MISSY ELLIOTT,VIRGIN
53,37,COME BACK DARLING,UB40,DEP INTERNATIONAL
54,New,TALKIN ALL THAT JAZZ,STETSASONIC,TOMMY BOY
55,New,KICKING MY HEART AROUND,BLACK CROWES,COLUMBIA
56,35,"ONE, TWO, THREE",DINA CARROLL,MERCURY
57,New,I WILL WAIT,HOOTIE & THE BLOWFISH,ATLANTIC
58,39,SPECIAL,GARBAGE,MUSHROOM
59,New,SHIVER,S-J,REACT
60,53,EVERYBODY GET UP,FIVE,RCA
,,,,
61,41,CRUEL SUMMER,ACE OF BASE,LONDON
62,42,SOMEONE LOVES YOU HONEY,LUTRICIA MCNEAL,WILDSTAR
63,57,BOOTIE CALL,ALL SAINTS,LONDON
64,45,YOU DON'T CARE ABOUT US,PLACEBO,HUT
65,49,QUESTION OF FAITH,LIGHTHOUSE FAMILY,WILD CARD
66,New,CLUB FOR LIFE '98,CHRIS & JAMES,STRESS
67,47,IF YOU TOLERATE THIS YOUR CHILDREN...,MANIC STREET PREACHERS,EPIC
68,58,WHAT CAN I DO,CORRS,ATLANTIC
69,New,FEELING GOOD 98,HUFF & HERB,PLANET 3
70,New,I GIVE,TAKE 5,EDEL
71,43,THE MAGIC IS THERE,DANIEL O'DONNELL,RITZ
72,60,EVERYTHING'S GONNA BE ALRIGHT,SWEETBOX,RCA
73,50,ON A DAY LIKE TODAY,BRYAN ADAMS,MERCURY
74,44,CONCRETE SCHOOLYARD,JURASSIC 5,PAN
75,48,GOT TO GET UP,AFRIKA BAMBAATAA VS CARPE DIEM,MULTIPLY
76,Re,THE BOY IS MINE,BRANDY & MONICA,ATLANTIC
77,New,HOLIDAY,WHO'S THAT GIRL!,ALMIGHTY
78,51,TRUE TO YOUR HEART,98 DEGREES FT STEVIE WONDER,MOTOWN
79,Re,JESUS SAYS,ASH,INFECTIOUS
80,66,20 DEGREES,JONNY L FT SILVAH BULLET,XL RECORDINGS
81,Re,DROWNED WORLD (SUBSTITUTE FOR LOVE),MADONNA,MAVERICK
82,54,CHA CHA CHA,FLIPMODE SQUAD,ELEKTRA
83,New,TRACKS ON DA ROCKS - VOLUME 2,THOMAS BANGALTER,ROULE
84,New,BLACK KISS,MARC ALMOND,ECHO
85,52,ALL THAT I AM,JOE,JIVE
86,83,THE AIR THAT I BREATHE,SIMPLY RED,EAST WEST
87,Re,ARE YOU THAT SOMEBODY?,AALIYAH,ATLANTIC
88,Re,I WANT YOU BACK,CLEOPATRA,WEA
89,New,PRIDE,RACHID,UNIVERSAL
90,Re,BEING A GIRL (PART ONE) EP,MANSUN,PARLOPHONE
,,,,
91,New,SCREEEM! (ANTHEM 98),N-JOI VERSUS TACT,DECONSTRUCTION
92,Re,DEEPER UNDERGROUND,JAMIROQUAI,SONY S2
93,93,BECAUSE WE WANT TO,BILLIE,INNOCENT
94,Re,REAL GOOD TIME,ALDA,WILDSTAR
95,New,TEARDROPS,LOVESTATION,DANCENET
96,91,STORM,STORM,POSITIVA
97,80,FOR AN ANGEL,PAUL VAN DYK,DEVIANT
98,98,ANGELS,ROBBIE WILLIAMS,CHRYSALIS
99,New,CRUSH,BIANCA,ALMIGHTY
100,Re,SUNMACHINE,DARIO G,ETERNAL
