position,lastWeek,title,artist,label
1,5,CHINA IN YOUR HAND,T'PAU,SIREN
2,7,GOT MY MIND SET ON YOU,GEORGE HARRISON,DARK HORSE
3,1,YOU WIN AGAIN,THE BEE GEES,WARNER BROTHERS
4,3,WHENEVER YOU NEED SOMEBODY,RICK ASTLEY,RCA
5,2,FAITH,GEORGE MICHAEL,EPIC
6,15,NEVER CAN SAY GOODBYE,THE COMMUNARDS,LONDON
7,4,LOVE IN THE FIRST DEGREE,BANANARAMA,LONDON
8,12,BARCELONA,FREDDIE MERCURY AND MONTSERRAT CABALLE,POLYDOR
9,6,LITTLE LIES,FLEETWOOD MAC,WARNER BROTHERS
10,24,(I'VE HAD) THE TIME OF MY LIFE,BILL MEDLEY AND JENNIFER WARNES,RCA
11,26,MY BABY JUST CARES FOR ME,NINA SIMONE,CHARLY
12,17,HERE I GO AGAIN {1987},WHITESNAKE,EMI
13,29,JACK MIX IV,MIRAGE,DEBUT
14,8,MONY MONY,BILLY IDOL,CHRYSALIS
15,28,PAID IN FULL,ERIC B AND RAKIM,4TH & BROADWAY
16,13,I DON'T THINK THAT MAN SHOULD SLEEP ALONE,RAY PARKER JR,GEFFEN
17,9,CROCKETT'S THEME,JAN HAMMER,MCA
18,10,WALK THE DINOSAUR,WAS (NOT WAS),FONTANA
19,11,THE CIRCUS,ERASURE,MUTE
20,New,SO EMOTIONAL,WHITNEY HOUSTON,ARISTA
21,14,RENT,PET SHOP BOYS,PARLOPHONE
22,40,WARM WET CIRCLES,MARILLION,EMI
23,39,DINNER WITH GERSHWIN,DONNA SUMMER,WARNER BROTHERS
24,27,NO MEMORY,SCARLET FANTASTIC,ARISTA
25,20,WANTED,THE STYLE COUNCIL,POLYDOR
26,16,CRAZY CRAZY NIGHTS,KISS,VERTIGO
27,19,THE REAL THING FT STEVEN DANTE,JELLYBEAN FEATURING STEVEN DANTE,CHRYSALIS
28,46,CRITICIZE,ALEXANDER O'NEAL,TABU
29,New,I STARTED SOMETHING I COULDN'T FINISH,THE SMITHS,ROUGH TRADE
30,18,FULL METAL JACKET (I WANNA BE YOUR DRILL INSTRUCTOR),ABIGAIL MEAD AND NIGEL GOULDING,WARNER BROTHERS
,,,,
31,21,MAYBE TOMORROW,UB40,DEP INTERNATIONAL
32,51,SOME GUYS HAVE ALL THE LUCK,MAXI PRIEST,10
33,36,DARKLANDS,THE JESUS AND MARY CHAIN,BLANCO
