position,lastWeek,title,artist,label
1,48,APACHE,THE SHADOWS,COLUMBIA
2,2,PLEASE DON'T TEASE,CLIFF RICHARD,COLUMBIA
3,3,A MESS OF BLUES,ELVIS PRESLEY,RCA
4,6,BECAUSE THEY'RE YOUNG,DUANE EDDY,LONDON
5,4,WHEN WILL I BE LOVED,THE EVERLY BROTHERS,LONDON
6,7,IF SHE SHOULD COME TO YOU,ANTHONY NEWLEY,DECCA
7,5,SHAKIN' ALL OVER,JOHNNY KIDD AND THE PIRATES,HMV
8,8,LOVE IS LIKE A VIOLIN,KEN DODD,DECCA
9,12,AS LONG AS HE NEEDS ME,SHIRLEY BASSEY,COLUMBIA
10,10,TIE ME KANGAROO DOWN SPORT,ROLF HARRIS,COLUMBIA
11,13,EVERYBODY'S SOMEBODY'S FOOL,CONNIE FRANCIS,MGM
12,15,I'M SORRY,BRENDA LEE,BRUNSWICK
13,17,PAPER ROSES,KAYE SISTERS,PHILIPS
14,26,TELL LAURA I LOVE HER,RICKY VALANCE,COLUMBIA
15,22,ONLY THE LONELY,ROY ORBISON,LONDON
16,9,GOOD TIMIN',JIMMY JONES,MGM
17,40,LORELEI,LONNIE DONEGAN,PYE
18,20,FEEL SO FINE,JOHNNY PRESTON,MERCURY
19,23,WALKING TO NEW ORLEANS,FATS DOMINO,LONDON
20,14,ITSY BITSY TEENIE WEENIE YELLOW POLKA DOT BIKINI,BRIAN HYLAND,LONDON
21,19,AIN'T MISBEHAVIN',TOMMY BRUCE AND THE BRUISERS,COLUMBIA
22,11,LOOK FOR A STAR,GARY MILLS,TOP RANK
23,31,IMAGE OF A GIRL,MARK WYNTER,DECCA
24,16,MAIS OUI,KING BROTHERS,PARLOPHONE
25,18,MAMA/ROBOT MAN,CONNIE FRANCIS,MGM
26,21,WHEN JOHNNY COMES MARCHING HOME/MADE YOU,ADAM FAITH,PARLOPHONE
27,24,I WANNA GO HOME,LONNIE DONEGAN,PYE
28,46,PLEASE HELP ME I'M FALLING,HANK LOCKLIN,EMBER
29,34,ALLEY OOP,HOLLYWOOD ARGYLES,TOP RANK
30,44,WHITE CLIFFS OF DOVER,MR. ACKER BILK AND HIS PARAMOUNT JAZZ BAND,COLUMBIA
,,,,
31,29,THE OLD OAKEN BUCKET,TOMMY SANDS,CAPITOL
32,New,LET'S HAVE A PARTY,WANDA JACKSON,CAPITOL
33,25,WHAT A MOUTH,TOMMY STEELE,DECCA
34,41,I'D DO ANYTHING,MIKE PRESTON,DECCA
35,39,BECAUSE THEY'RE YOUNG,JAMES DARREN,EMBER
36,30,HE'LL HAVE TO GO,JIM REEVES,RCA
37,28,THEME FROM 'A SUMMER PLACE',PERCY FAITH,PHILIPS
38,38,ANGELA JONES,MICHAEL COX,TRIUMPH
39,45,MULE SKINNER BLUES,RUSTY DRAPER,MERCURY
40,37,IMAGE OF A GIRL,NELSON KEENE,HMV
41,Re,MULE SKINNER BLUES,FENDERMEN,TOP RANK
42,27,TRAIN OF LOVE,ALMA COGAN,HMV
43,35,PAPA LOVES MAMA,JOAN REGAN,PYE
44,36,HOW DO YOU KNOW IT'S LOVE,TERESA BREWER,CORAL
45,New,YOU MEAN EVERYTHING TO ME,NEIL SEDAKA,RCA
46,New,VOLARE,BOBBY RYDELL,COLUMBIA
47,32,HANDY MAN,JIMMY JONES,MGM
48,42,BLUEBERRY HILL,JOHN BARRY ORCHESTRA,COLUMBIA
49,New,THEM THERE EYES,EMILE FORD AND THE CHECKMATES,PYE
50,New,LITTLE BOY LOST,MICHAEL HOLLIDAY,COLUMBIA
