position,lastWeek,title,artist,label
1,52,HOUSE EVERY WEEKEND,DAVID ZOWIE,POSITIVA
2,New,SHINE,YEARS & YEARS,POLYDOR
3,51,WORTH IT,FIFTH HARMONY FT KID INK,EPIC/SYCO MUSIC
4,1,ARE YOU WITH ME,LOST FREQUENCIES,AATW
5,2,NOT LETTING GO,TINIE TEMPAH FT JESS GLYNNE,PARLOPHONE
6,4,SHUT UP & DANCE,WALK THE MOON,RCA
7,3,POISON,RITA ORA,COLUMBIA/ROC NATION
8,31,WINGS,BIRDY,14TH FLOOR/ATLANTIC
9,9,FREAK OF THE WEEK,KREPT & KONAN FT JEREMIH,VIRGIN
10,14,LET IT GO,JAMES BAY,VIRGIN
11,7,I DON'T LIKE IT I LOVE IT,FLO RIDA FT THICKE & WHITE,ATLANTIC
12,6,CHEERLEADER (FELIX JAEHN REMIX),OMI,ULTRA RECORDS
13,5,LEAN ON,MAJOR LAZER FT MO & DJ SNAKE,BECAUSE MUSIC
14,New,KISS ME QUICK,NATHAN SYKES,GLOBAL TALENT
15,8,WANT TO WANT ME,JASON DERULO,WARNER BROS
16,10,TRAP QUEEN,FETTY WAP,300 ENTERTAINMENT
17,16,PHOTOGRAPH,ED SHEERAN,ASYLUM
18,11,FIVE MORE HOURS,DEORRO & CHRIS BROWN,RELENTLESS
19,23,BAD BLOOD,TAYLOR SWIFT FT KENDRICK LAMAR,EMI
20,12,WHERE ARE U NOW,SKRILLEX & DIPLO/JUSTIN BIEBER,ATLANTIC
21,13,RUNAWAY (U & I),GALANTIS,BIG BEAT
22,15,SEE YOU AGAIN,WIZ KHALIFA FT CHARLIE PUTH,ATLANTIC
23,17,HEY MAMA,DAVID GUETTA/N MINAJ/AFROJACK,PARLOPHONE
24,24,STOLE THE SHOW,KYGO FT PARSON JAMES,EPIC
25,18,BILLS,LUNCHMONEY LEWIS,KEMOSABE/RCA
26,25,HOLD BACK THE RIVER,JAMES BAY,VIRGIN
27,20,HOLD MY HAND,JESS GLYNNE,EAST WEST
28,19,UPTOWN FUNK,MARK RONSON FT BRUNO MARS,COLUMBIA
29,22,FLASHLIGHT,JESSIE J,ISLAND
30,New,BABY LOVE,PETITE MELLER,ISLAND
,,,,
31,21,SOMEBODY,NATALIE LA ROSE FT JEREMIH,REPUBLIC RECORDS
32,28,KING,YEARS & YEARS,POLYDOR
33,27,SUGAR,MAROON 5,INTERSCOPE
34,26,FIRESTONE,KYGO FT CONRAD SEWELL,EPIC
35,41,THE HILLS,WEEKND,REPUBLIC RECORDS/XO
36,87,FREEDOM,PHARRELL WILLIAMS,COLUMBIA
37,34,CAN'T FEEL MY FACE,WEEKND,UNIVERSAL
38,29,DON'T LOOK DOWN,MARTIN GARRIX FT USHER,RCA/SPINNIN
39,37,ONE LAST TIME,ARIANA GRANDE,REPUBLIC RECORDS
40,32,SOMEONE NEW,HOZIER,ISLAND
41,30,I REALLY LIKE YOU,CARLY RAE JEPSEN,INTERSCOPE
42,35,THINKING OUT LOUD,ED SHEERAN,ASYLUM
43,33,TAKE ME TO CHURCH,HOZIER,RUBY WORKS
44,77,SHAKE IT OFF,TAYLOR SWIFT,EMI
45,60,EYES SHUT,YEARS & YEARS,POLYDOR
46,38,LOVE ME LIKE YOU DO,ELLIE GOULDING,POLYDOR
47,36,I WANT YOU TO KNOW,ZEDD FT SELENA GOMEZ,INTERSCOPE
48,39,THE GIVER,DUKE DUMONT,EMI
49,48,SHIP TO WRECK,FLORENCE & THE MACHINE,ISLAND
50,53,BLOODSTREAM,ED SHEERAN,ASYLUM
51,40,JEALOUS,NICK JONAS,ISLAND
52,83,I CAN CHANGE,BRANDON FLOWERS,VERTIGO
53,61,BITCH BETTER HAVE MY MONEY,RIHANNA,ROC NATION
54,47,GOOD FOR YOU,SELENA GOMEZ FT ASAP ROCKY,INTERSCOPE
55,98,BLANK SPACE,TAYLOR SWIFT,EMI
56,Re,STYLE,TAYLOR SWIFT,EMI
57,75,GO,CHEMICAL BROTHERS,VIRGIN
58,45,THE NIGHTS,AVICII,POSITIVA/PRMD
59,57,PHENOMENAL,EMINEM,INTERSCOPE
60,42,ALL CRIED OUT,BLONDE FT ALEX NEWELL,FFRR
,,,,
61,62,HOLDING ON,DISCLOSURE FT GREGORY PORTER,PMR
62,New,PONY,GINUWINE,EPIC
63,Re,SHUTDOWN,SKEPTA,BOY BETTER KNOW
64,70,HAPPY,PHARRELL WILLIAMS,BACK LOT
65,89,ONLY LOVE CAN HURT LIKE THIS,PALOMA FAITH,RCA
66,79,UP,OLLY MURS FT DEMI LOVATO,EPIC
67,78,ALL EYES ON YOU,MEEK MILL/BROWN/MINAJ,ATLANTIC
68,49,AYO,CHRIS BROWN & TYGA,RCA
69,New,WATCH ME (WHIP/NAE NAE),SILENTO,SILENTO
70,54,EARNED IT,WEEKND,REPUBLIC RECORDS/XO
71,94,HONEY I'M GOOD,ANDY GRAMMER,S-CURVE
72,Re,DANCING IN THE MOONLIGHT,TOPLOADER,SONY S2
73,55,TROUBLE,IGGY AZALEA FT JENNIFER HUDSON,EMI
74,63,BUDAPEST,GEORGE EZRA,COLUMBIA
75,74,TOGETHER,ELLA EYRE,VIRGIN
76,46,FOURFIVE SECONDS,RIHANNA/KANYE WEST/MCCARTNEY,ROC NATION
77,New,OH MY LOVE,SCORE,THE SCORE
78,69,DEAR FUTURE HUSBAND,MEGHAN TRAINOR,EPIC
79,66,RATHER BE,CLEAN BANDIT FT JESS GLYNNE,ATLANTIC
80,64,CHANDELIER,SIA,MONKEY PUZZLE/RCA
81,67,NEVER LET YOU GO,RUDIMENTAL FT FOY VANCE,ASYLUM
82,New,LIQUOR,CHRIS BROWN,RCA
83,73,ALL OF ME,JOHN LEGEND,COLUMBIA
84,85,POST TO BE,OMARION/CHRIS BROWN/JHENE AIKO,ATLANTIC
85,New,CLOSE YOUR EYES,RHODES,RHODES MUSIC
86,Re,TEENAGE DIRTBAG,WHEATUS,COLUMBIA
87,91,ALL ABOUT THAT BASS,MEGHAN TRAINOR,EPIC
88,New,DREAMS,KREPT & KONAN FT ED SHEERAN,VIRGIN
89,New,FUN,PITBULL FT CHRIS BROWN,J/MR 305/POLO GROUNDS
90,New,BURIAL,YOGI/SKRILLEX/PUSHA T,OWSLA
,,,,
91,71,RIPTIDE,VANCE JOY,INFECTIOUS MUSIC
92,56,ELASTIC HEART,SIA,MONKEY PUZZLE/RCA
93,Re,RADIOACTIVE,IMAGINE DRAGONS,INTERSCOPE
94,44,TALKING BODY,TOVE LO,UMC
95,50,GDFR,FLO RIDA FT SAGE THE GEMINI,ATLANTIC
96,New,I'LL KEEP YOU SAFE,SLEEPING AT LAST,SLEEPING AT LAST
97,68,WHEN THE BEAT DROPS OUT,MARLON ROUDETTE,SYCO MUSIC
98,New,I NEED YOUR LOVE,SHAGGY FT MOHOMBI/FAYDEE/COSTI,EPIC
99,81,WAVES,MR PROBZ,LEFT LANE RECORDINGS
100,95,SING,ED SHEERAN,ASYLUM
